online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
158.7250000000,179.8120000000,109.8920000000,3.3550000000,2.5360000000,1.1900000000,3.2070000000,2.5640000000,1.2570000000,3.1800000000,2.6530000000,2.6700000000,2.9410000000,2.6290000000,14.9340000000,778.9380000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2661.7490000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1379.7560000000,1373.2490000000,0.0020000000,1281.9910000000,98545463,98546478,49947,49956,96945330,96945321,96945321,96945321,0,0,1600133,1601157,0.8271736222,0.8271736222
158.9030000000,180.5480000000,109.3900000000,3.3200000000,2.5390000000,1.2010000000,3.2010000000,2.6150000000,1.1900000000,3.1810000000,2.7070000000,2.8190000000,2.9470000000,2.6520000000,14.9810000000,796.9410000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2667.6810000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1370.7750000000,1363.1010000000,0.0060000000,1296.9030000000,98545454,96449301,49947,49956,96945321,94848144,96945321,94848144,0,0,1600133,1601157,1.0464527586,1.0464527586
159.1760000000,184.0670000000,111.4590000000,3.3390000000,2.6520000000,1.1390000000,3.2300000000,2.6910000000,1.5950000000,3.1940000000,2.6380000000,2.7910000000,2.8920000000,2.6910000000,15.2640000000,797.2410000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2690.1690000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1386.2680000000,1380.6120000000,0.0030000000,1303.9000000000,98545454,98546478,49947,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.7078943311,0.7078943311
159.7760000000,181.8040000000,111.1210000000,3.3090000000,2.4800000000,1.1430000000,3.1210000000,2.6510000000,1.2040000000,3.1700000000,2.6530000000,2.8640000000,2.8840000000,2.5540000000,15.1400000000,794.2450000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2597.3970000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1298.9060000000,1292.2890000000,0.0030000000,1298.4880000000,98545454,94352124,49947,49956,96945321,92750967,96945321,92750967,0,0,1600133,1601157,0.7756518646,0.7756518646
158.2270000000,182.8400000000,111.8090000000,3.3390000000,2.5840000000,1.1890000000,3.1780000000,2.5980000000,1.2100000000,3.1720000000,2.6220000000,2.8510000000,2.9430000000,2.5480000000,15.1760000000,786.2900000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2682.6180000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1392.2150000000,1385.4180000000,0.0020000000,1290.4010000000,98545454,94352124,49947,49956,96945321,92750967,96945321,92750967,0,0,1600133,1601157,0.8547822361,0.8547822361
161.9300000000,185.6190000000,114.5220000000,3.4110000000,2.5350000000,1.1650000000,3.2100000000,2.5950000000,1.2730000000,3.1460000000,2.7300000000,2.8430000000,2.9690000000,2.6050000000,15.1220000000,835.9150000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2668.9700000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1319.5250000000,1313.4180000000,0.0050000000,1349.4430000000,98545454,94352124,49947,49956,96945321,92750967,96945312,92750967,0,0,1600133,1601157,0.7122335695,0.7122335695
159.0100000000,183.4930000000,111.3210000000,3.2490000000,2.6300000000,1.1730000000,3.2630000000,2.6700000000,1.2290000000,3.1830000000,2.6330000000,2.8720000000,2.8750000000,2.6460000000,14.9790000000,783.1030000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2694.5420000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1406.5580000000,1398.8910000000,0.0050000000,1287.9820000000,98545454,92254947,49947,49956,96945321,90653790,96945313,90653790,0,0,1600133,1601157,0.8938802654,0.8938802654
160.6200000000,182.5980000000,111.5250000000,3.3110000000,2.5310000000,1.1540000000,3.1450000000,2.6510000000,1.1920000000,3.1930000000,2.6760000000,2.7630000000,3.0370000000,2.6050000000,15.0290000000,770.5140000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2471.5810000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1195.0530000000,1188.1320000000,0.0020000000,1276.5280000000,98545454,98546478,49947,49956,96945321,96945321,96945321,94848144,0,0,1600133,1601157,0.8507824839,0.8507824839
162.9500000000,188.0820000000,115.8970000000,3.3170000000,2.5700000000,1.1740000000,3.2540000000,2.6640000000,1.2310000000,3.2690000000,2.6300000000,2.8760000000,2.9850000000,2.5910000000,15.2340000000,833.0470000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2749.4700000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1397.9290000000,1391.3640000000,0.0020000000,1351.5400000000,98545454,98546478,49947,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.9901352832,0.9901352832
160.4410000000,182.5170000000,109.9690000000,3.3310000000,2.4490000000,1.1790000000,3.1720000000,2.6960000000,1.1840000000,3.1680000000,2.7020000000,2.7590000000,2.9160000000,2.8240000000,15.2640000000,773.8790000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2608.1430000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1329.8950000000,1323.2960000000,0.0050000000,1278.2460000000,98545454,98546478,49947,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.7287237974,0.7287237974
161.0570000000,184.6880000000,112.0370000000,3.3320000000,2.5270000000,1.1930000000,3.1730000000,2.5290000000,1.2150000000,3.1350000000,2.6510000000,2.7340000000,2.9630000000,2.5530000000,15.0940000000,791.7550000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2785.7240000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1485.3210000000,1478.8730000000,0.0030000000,1300.4020000000,98545454,98546478,49947,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.9128516614,0.9128516614
161.7000000000,186.7600000000,113.5730000000,3.3200000000,2.5490000000,1.1760000000,3.1400000000,2.6010000000,1.1960000000,3.2330000000,2.7130000000,2.8840000000,3.0700000000,2.5500000000,15.0910000000,794.1840000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2705.0470000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1397.2970000000,1389.7660000000,0.0030000000,1307.7490000000,98545454,98546478,49947,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,1.1859036703,1.1859036703
163.2890000000,188.3670000000,117.5280000000,3.3490000000,2.6880000000,1.2080000000,3.1720000000,2.5650000000,1.2720000000,3.1270000000,2.7020000000,2.8670000000,2.9290000000,2.6010000000,15.1930000000,883.6640000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2687.9420000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1283.3780000000,1275.8260000000,0.0010000000,1404.5630000000,98545454,98546478,49947,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.8749227742,0.8749227742
159.1280000000,182.4350000000,110.8990000000,3.2580000000,2.5730000000,1.1450000000,3.2350000000,2.5990000000,1.1990000000,3.2730000000,2.6560000000,2.7170000000,2.8840000000,2.5320000000,15.0400000000,775.6150000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2538.6300000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1259.4820000000,1253.1190000000,0.0010000000,1279.1470000000,98545454,88060593,49947,49956,96945321,86459436,96945321,86459436,0,0,1600133,1601157,0.7798895585,0.7798895585
163.3420000000,189.2440000000,118.4620000000,3.3540000000,2.5890000000,1.1660000000,3.2460000000,2.5690000000,1.2520000000,3.1610000000,2.5640000000,2.8770000000,2.8640000000,2.6110000000,15.3860000000,882.3870000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2773.2240000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1368.1540000000,1361.0660000000,0.0020000000,1405.0670000000,98545454,98546478,49947,49956,96945321,96945321,96945321,94848144,0,0,1600133,1601157,0.8736126556,0.8736126556
162.2090000000,184.5440000000,111.7170000000,3.4020000000,2.5130000000,1.2540000000,3.1650000000,2.6290000000,1.2050000000,3.1850000000,2.6770000000,2.8030000000,2.9350000000,2.6080000000,15.1680000000,797.7950000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2632.0860000000,0.0700000000,0.0670000000,1.7190000000,247.2700000000,1324.2980000000,1315.3560000000,0.0020000000,1307.7870000000,98545454,92254947,49947,49956,96945321,90653790,96945321,90653790,0,0,1600133,1601157,0.9325592192,0.9325592192
