,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
0,0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,48.89245820045471,46.98249530792236,1.9099628925323489,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.02,1.91,10%,0:46.53,0.0,0.0,0.0,0.0,157708.0,0.0,0.0,64456.0,59933.0,398.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,175.268,204.136,201.582,8.506,5.221,6.149,6.45,5.145,5.423,8.528,6.094,14.749,7.056,4.832,49.397,34284.104,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,45658.419,0.075,0.09,190.32,28.653,10641.795,10639.877,0.001,35016.622,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437184.0,19437193.0,0.0,0.0,549717.0,549205.0,0.4069042206,0.4069042206
1,1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Rien_Long/Rien_Long_0001.jpg,False,False,0.973995890468359,0.9739958644,48.08010292053223,46.158164501190186,1.921938419342041,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.2,1.89,11%,0:45.72,0.0,0.0,0.0,0.0,157924.0,0.0,0.0,64458.0,59954.0,1017.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,175.868,206.496,203.335,6.893,5.519,5.426,7.165,4.913,5.478,8.63,6.153,15.351,7.494,5.034,48.387,33385.684,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,44803.236,0.057,0.068,230.194,37.612,10681.072,10678.704,0.002,34122.163,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.9739958644,0.9739958644
2,0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.4856290221214294,0.4856289625,48.27130126953125,46.3543906211853,1.9169106483459477,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.08,1.85,10%,0:45.94,0.0,0.0,0.0,0.0,157936.0,0.0,0.0,64460.0,59144.0,469.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,174.361,205.648,202.241,7.133,5.164,5.582,6.42,5.157,4.924,8.006,6.15,14.914,7.257,4.786,48.588,33874.9390000002,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,45017.529,0.092,0.117,201.873,40.762,10407.792,10405.166,0.002,34609.735,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437184.0,19437193.0,0.0,0.0,549717.0,549205.0,0.4856289625,0.4856289625
3,1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,51.13958954811096,49.23477602005005,1.904813528060913,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.07,1.89,10%,0:48.40,0.0,0.0,0.0,0.0,157916.0,0.0,0.0,64458.0,59533.0,786.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,173.865,205.694,203.847,7.443,5.421,5.475,6.758,4.914,5.045,8.378,6.245,15.528,7.313,5.197,49.779,34634.747,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,47462.182,0.037,0.046,244.443,45.107,12092.575,12089.755,0.002,35369.604,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.4750052691,0.4750052691
4,2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,51.27522611618042,49.33802437782288,1.937201738357544,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.93,1.87,9%,0:48.46,0.0,0.0,0.0,0.0,157708.0,0.0,0.0,64454.0,59034.0,306.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,172.049,212.883,200.025,7.419,5.552,5.154,6.334,5.016,5.388,8.236,6.13,14.844,7.156,5.057,48.731,34998.3740000001,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,47581.487,0.039,0.033,177.348,37.244,11844.915,11842.61,0.001,35736.569,19986910.0,19986398.0,10532.0,10523.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.6170363426,0.6170363426
5,3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,51.23107481002808,49.31069374084473,1.9203810691833496,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.95,1.97,10%,0:48.41,0.0,0.0,0.0,0.0,157864.0,0.0,0.0,64456.0,59030.0,776.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,170.92,201.82,199.724,6.664,5.207,5.365,6.143,4.755,4.829,8.095,5.969,17.759,7.119,5.014,48.598,35055.672,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,47513.417,0.037,0.042,206.756,43.298,11736.986,11734.532,0.002,35776.429,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.5916658044,0.5916658044
6,4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ricky_Cottrill/Ricky_Cottrill_0001.jpg,False,False,0.8714229911565781,0.8714230061,51.31738233566284,49.39659810066223,1.9207842350006104,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.99,1.85,9%,0:48.52,0.0,0.0,0.0,0.0,157848.0,0.0,0.0,64459.0,58728.0,435.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,173.234,203.142,202.843,7.021,5.083,5.056,7.31,4.799,5.578,8.219,5.915,14.798,7.318,4.944,48.46,35556.142,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,47588.335,0.035,0.044,260.245,39.786,11303.639,11301.107,0.002,36284.693,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.8714230061,0.8714230061
7,5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/David_Hyde_Pierce/David_Hyde_Pierce_0003.jpg,False,False,0.9324886724352835,0.9324886203,49.44414949417114,47.50589895248413,1.938250541687012,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.96,2.01,10%,0:46.61,0.0,0.0,0.0,0.0,157888.0,0.0,0.0,64458.0,58875.0,403.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,173.47,204.014,200.496,7.337,5.195,5.015,7.05,5.087,5.681,8.397,6.064,15.13,7.404,5.167,50.122,34080.0580000001,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,45727.705,0.037,0.041,202.787,30.994,10918.209,10915.878,0.002,34809.493,19986910.0,19986398.0,10532.0,10532.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.9324886203,0.9324886203
8,6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/John_Warner/John_Warner_0003.jpg,False,False,0.8302115797996521,0.8302115202,48.35757398605347,46.43788743019104,1.9196865558624268,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.17,1.85,10%,0:46.03,0.0,0.0,0.0,0.0,157888.0,0.0,0.0,64458.0,59159.0,586.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,171.755,203.447,203.491,6.756,5.117,5.19,6.144,4.951,4.73,7.73,5.83,14.648,7.543,4.895,47.596,33057.161,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,45137.67,0.054,0.076,195.231,31.107,11356.278,11353.889,0.002,33781.389,19986910.0,19986398.0,10532.0,10523.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.8302115202,0.8302115202
9,7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Abdullah_Gul/Abdullah_Gul_0013.jpg,False,False,0.7779773771762848,0.7779772878,49.84651184082031,47.93205714225769,1.914454698562622,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.12,1.89,10%,0:47.44,0.0,0.0,0.0,0.0,157932.0,0.0,0.0,64461.0,59604.0,481.0,0.0,0.0,0.0,0,0,0,4096,0.0,0.0,174.952,208.873,201.205,6.817,5.32,5.233,6.56,5.535,5.097,8.073,6.721,14.203,7.043,5.018,48.433,34789.2240000002,1878982.0,8080.0,1878982.0,1878982.0,1740116.0,596354.0,0.0,0.0,0,12288,0,0,0,0,0,0,0,0,1,1339400.0,8080.0,46570.629,0.063,0.079,170.967,38.479,11044.105,11041.341,0.002,35526.523,19986910.0,19986398.0,10532.0,10531.0,19437193.0,19437193.0,19437193.0,19437193.0,0.0,0.0,549717.0,549205.0,0.7779772878,0.7779772878
