,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
0,0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,110.90340423583984,96.03081560134888,14.872588634490969,0,0,2054.112,2382.303,1739.132,33.925,24.439,11.242,20.764,20.194,10.014,29.672,19.156,22.815,23.591,24.256,150.606,41758.367,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80392.278,0.315,0.32,175.421,1916.881,31977.674,31910.148,0.01,48414.595,98546496,98545472,49956,49956,96945339,96945339,96945339,96945339,0,0,1601157,1600133,0.2064672729,0.2064672729
1,1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.4130865591337057,0.4130865591,111.93237686157228,97.04599595069884,14.886380910873411,0,0,2056.579,2377.146,1720.591,31.025,23.477,11.696,25.848,20.55,9.837,28.479,19.317,22.989,24.185,24.665,158.84,42152.8099999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81193.846,0.342,0.31,88.374,1908.194,32400.939,32339.116,0.01,48792.897,98546496,98545472,49956,49956,96945339,96945339,96945339,96945339,0,0,1601157,1600133,0.4130865591,0.4130865591
2,2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,110.29339671134947,95.42658686637878,14.866809844970703,0,0,2053.359,2385.417,1706.858,30.801,24.11,10.469,24.251,21.982,8.324,28.982,21.263,23.626,22.714,22.793,146.159,41407.2110000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79681.963,0.314,0.309,153.788,1909.415,31649.308,31579.087,0.007,48032.645,98546505,98545472,49947,49956,96945348,96945348,96945339,96945339,0,0,1601157,1600124,0.4830939515,0.4830939515
3,3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Amelie_Mauresmo/Amelie_Mauresmo_0021.jpg,False,False,0.8068852625703469,0.8068852626,110.69860696792604,95.6648931503296,15.033713817596436,0,0,2062.639,2370.492,1730.194,31.259,23.62,10.118,26.198,20.666,10.488,29.434,19.826,23.472,23.734,24.626,157.441,41835.9840000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79907.263,0.32,0.323,260.652,1943.022,31421.324,31349.337,0.009,48485.928,98546496,98545472,49956,49956,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.8068852626,0.8068852626
4,4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Hernan_Crespo/Hernan_Crespo_0001.jpg,False,False,1.011876873287519,1.0118768733,110.66024565696716,95.75307321548462,14.907172441482544,0,0,2050.522,2365.417,1715.553,34.036,23.691,10.448,27.146,20.752,10.759,27.978,19.636,20.791,25.013,22.192,156.119,41811.29,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80134.393,0.296,0.309,79.874,1927.147,31702.437,31635.866,0.009,48431.946,98546496,98545472,49956,49956,96945339,96945339,96945339,96945339,0,0,1601157,1600133,1.0118768733,1.0118768733
5,5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Michel_Temer/Michel_Temer_0002.jpg,False,False,0.9497707026577002,0.9497707027,110.92242574691772,95.9249815940857,14.997444152832031,0,0,2034.938,2374.603,1730.299,31.275,23.814,13.436,23.25,20.342,8.572,30.059,20.749,23.45,21.538,23.045,150.814,41640.6580000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80101.239,0.492,0.346,30.45,2011.753,31845.779,31786.797,0.009,48255.45,98546505,98545472,49947,49956,96945348,96945339,96945339,96945339,0,0,1601157,1600133,0.9497707027,0.9497707027
6,0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,110.83179640769958,95.78372144699097,15.048074960708618,0,0,2057.625,2383.618,1748.301,32.123,23.855,11.123,24.129,20.422,9.134,27.748,20.094,22.56,24.276,24.258,149.646,41304.0789999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79956.653,0.586,0.32,27.332,2039.658,31982.816,31917.066,0.008,47973.826,98546505,98545472,49947,49956,96945348,96945339,96945339,96945339,0,0,1601157,1600133,0.3933947035,0.3933947035
7,1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Brandon_Lloyd/Brandon_Lloyd_0001.jpg,False,False,0.7892110268681457,0.7892110269,111.17919301986694,96.12870526313782,15.050487756729126,0,0,2060.335,2382.182,1716.005,32.201,23.449,10.564,24.249,23.761,9.372,27.504,20.349,23.622,22.324,23.462,148.826,40966.9340000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79786.935,0.327,0.317,237.502,1995.912,32183.945,32112.557,0.009,47602.981,98546505,98545472,49947,49956,96945348,96955428,96945339,96945339,0,0,1601157,1590044,0.7892110269,0.7892110269
8,0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,111.64148187637328,96.55664086341858,15.084841012954712,0,0,2051.187,2365.704,1728.025,31.91,24.111,10.006,24.54,19.944,9.199,27.611,20.053,23.353,21.884,25.127,151.125,42140.7830000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80555.003,0.348,0.332,51.289,1996.618,31792.825,31726.459,0.009,48762.158,98546505,98545472,49947,49956,96945348,96945339,96945339,96945339,0,0,1601157,1600133,0.261090368,0.261090368
9,1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Jose_Mourinho/Jose_Mourinho_0002.jpg,False,False,0.7727613787445814,0.7727613787,111.36981320381165,96.29893922805786,15.070873975753784,0,0,2053.948,2398.302,1724.685,33.782,23.926,11.04,27.28,21.342,9.583,28.202,19.79,23.467,21.763,25.439,150.372,41105.457,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80180.714,0.357,0.327,27.304,2044.655,32419.106,32351.124,0.009,47761.598,98546505,98545472,49947,49956,96945348,96945348,96945339,96945339,0,0,1601157,1600124,0.7727613787,0.7727613787
