,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
0,0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,123.3798007965088,108.52381348609924,14.855987310409546,0,0,2056.278,2411.605,1716.564,31.68,24.096,13.652,23.115,20.825,9.207,30.149,19.576,24.393,23.23,23.653,151.723,41878.976,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81692.648,0.426,0.307,558.261,2847.317,33146.846,33083.433,0.006,48545.791,98546496,98545472,50769,50770,96945339,96955428,96945339,96945339,0,0,1601157,1590044,0.2064672729,0.2064672729
1,1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.4130865591337057,0.4130865591,120.43161606788637,105.49224710464478,14.939368963241575,0,0,2072.123,2422.12,1726.51,29.147,23.711,12.591,24.714,20.102,8.997,29.573,20.592,21.731,21.738,21.964,151.005,41823.0580000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81066.322,0.412,0.32,26.253,2896.873,32549.952,32492.27,0.008,48516.359,98546496,98545472,50769,50769,96945339,96945339,96945339,96945339,0,0,1601157,1600133,0.4130865591,0.4130865591
2,2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,122.9783055782318,107.98982977867126,14.988475799560549,0,0,2077.497,2409.743,1742.038,33.601,24.495,11.387,25.166,21.174,8.098,30.152,20.194,21.259,21.25,25.737,150.026,41801.2979999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81367.833,0.464,0.306,4032.896,2856.599,32852.27,32792.916,0.007,48515.551,98546496,98545472,50769,50770,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.4830939515,0.4830939515
3,3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Don_Carcieri/Don_Carcieri_0001.jpg,False,False,0.9407499831313454,0.9407499831,116.56991982460022,101.50316047668456,15.06675934791565,0,0,2070.156,2411.951,1726.059,31.348,23.238,10.431,23.876,22.044,9.729,28.467,20.16,24.769,22.391,22.798,155.278,41934.3309999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80735.674,0.397,0.317,25.826,2989.669,32106.888,32048.486,0.008,48628.777,98546496,98545472,50770,50770,96945339,96945339,96945339,96945339,0,0,1601157,1600133,0.9407499831,0.9407499831
4,4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Robert_Stack/Robert_Stack_0002.jpg,False,False,0.8798118815746676,0.8798118816,123.093346118927,108.04465985298155,15.048686265945436,0,0,2059.48,2428.031,1725.927,32.187,22.684,11.89,27.803,20.529,9.233,27.666,21.153,26.604,23.526,26.286,158.563,41978.328,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81124.884,0.404,0.293,31.781,2964.278,32426.94,32368.559,0.007,48697.933,98546496,98545472,50770,50770,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.8798118816,0.8798118816
5,5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Nicolas_Macrozonaris/Nicolas_Macrozonaris_0001.jpg,False,False,0.7651126475322957,0.7651126475,120.86800718307497,105.755229473114,15.112777709960938,0,0,2083.949,2414.087,1727.831,31.609,23.175,10.748,24.295,22.486,10.272,28.83,21.561,22.038,24.137,22.843,145.961,42072.6050000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81698.809,0.404,0.363,30.963,2995.871,32921.852,32864.207,0.009,48776.947,98546496,98545472,50770,50770,96945339,96945339,96945339,96945339,0,0,1601157,1600133,0.7651126475,0.7651126475
6,0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,119.18656730651855,104.0979163646698,15.088650941848757,0,0,2080.505,2422.359,1720.017,34.828,22.477,12.517,22.514,20.465,8.348,30.945,21.368,23.575,24.468,23.483,155.512,41947.5760000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80899.732,0.413,0.319,23.849,3002.833,32234.702,32176.304,0.008,48665.019,98546496,98545472,50769,50769,96945339,96945340,96945339,96945339,0,0,1601157,1600132,0.3933947035,0.3933947035
7,1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Damon_Stoudamire/Damon_Stoudamire_0001.jpg,False,False,1.0817973805113517,1.0817973805,119.06528663635254,103.37489700317384,15.690389633178713,0,0,2074.914,2421.919,1730.459,31.92,23.911,14.232,23.251,20.172,10.635,27.245,19.039,24.659,23.032,22.491,147.717,41719.9,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80530.059,0.404,0.299,18.808,3034.546,32105.804,32047.554,0.008,48424.246,98546496,98545472,50770,50770,96945339,96945339,96945339,96945339,0,0,1601157,1600133,1.0817973805,1.0817973805
8,0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,118.94848799705504,103.76467633247375,15.1838116645813,0,0,2076.521,2436.232,1747.941,33.049,24.196,10.945,23.457,20.048,9.814,27.009,21.558,20.866,21.718,22.968,148.344,41811.685,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80880.312,0.403,0.295,19.337,3055.935,32327.246,32264.946,0.007,48553.056,98546496,98545472,50769,50770,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.261090368,0.261090368
9,1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Edward_Flynn/Edward_Flynn_0001.jpg,False,False,1.0537662047389678,1.0537662047,124.4940893650055,109.21479940414427,15.279289960861206,0,0,2083.638,2434.267,1727.339,34.096,22.989,13.783,24.565,19.529,10.655,30.728,21.648,23.053,21.832,24.011,146.681,42071.443,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81572.443,0.435,0.295,8288.068,2859.24,32767.704,32709.42,0.009,48804.729,98546496,98545472,50770,50770,96945339,96945339,96945339,96945339,0,0,1601157,1600133,1.0537662047,1.0537662047
10,0,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg,True,True,0.5056485571086422,0.5056485571,128.50890040397644,113.4421603679657,15.066740036010742,0,0,2056.077,2395.024,1718.969,32.3,22.721,11.283,23.38,19.748,10.276,29.231,20.952,20.687,19.492,22.67,159.193,42173.995,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81445.838,0.407,0.313,449.934,3039.736,32622.029,32563.772,0.008,48823.8,98546496,98545472,50770,50770,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.5056485571,0.5056485571
11,1,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg,False,True,0.6268200147005862,0.6268200147,121.77693676948547,106.53880524635316,15.238131523132324,0,0,2072.603,2412.271,1743.38,31.049,23.929,11.12,28.274,22.045,9.044,30.165,20.031,26.358,22.028,24.402,164.034,42067.436,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,81658.753,0.403,0.304,2144.845,2879.82,32860.063,32799.107,0.008,48798.68,98546496,98545472,50770,50769,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.6268200147,0.6268200147
12,2,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,True,True,0.5508957279444022,0.5508957279,125.44422674179076,110.36979007720949,15.0744366645813,0,0,2087.267,2401.417,1720.863,35.252,22.383,14.214,22.416,20.89,9.124,30.634,20.55,23.858,22.793,24.627,161.767,41785.536,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80914.869,0.4,0.299,10109.626,2858.01,32417.926,32359.851,0.008,48496.934,98546496,98545472,50769,50769,96945339,96945340,96945339,96945339,0,0,1601157,1600132,0.5508957279,0.5508957279
13,3,lfw/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,lfw/Alecos_Markides/Alecos_Markides_0001.jpg,False,False,0.8338514611751527,0.8338514612,117.99937582015993,102.95389485359192,15.045480966567991,0,0,2093.941,2422.164,1722.713,32.323,24.898,13.739,26.234,21.108,9.404,31.396,19.877,22.779,23.389,22.4,147.739,41909.616,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80686.311,0.402,0.29,1336.932,2856.504,32047.463,31981.634,0.009,48638.837,98546496,98545472,50770,50770,96945339,96945348,96945339,96945339,0,0,1601157,1600124,0.8338514612,0.8338514612
