,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
0,0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,64.50591945648193,47.7750780582428,16.730841398239136,0,0,1887.753,2229.988,1557.324,25.093,19.536,8.378,29.664,23.241,6.85,25.577,22.232,32.647,24.937,21.113,132.059,14170.756,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32402.893,0.336,0.327,17.753,143.186,12105.267,12040.235,0.008,20297.615,62192457,62191424,10523,10532,60591300,60591291,60591291,60591291,0,0,1601157,1600133,0.2064672729,0.2064672729
1,1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.4130865591337057,0.4130865591,64.51998353004456,47.75446271896362,16.765520811080933,0,0,1888.995,2236.531,1508.1,26.496,19.059,8.821,28.906,21.46,7.141,30.051,21.488,31.2,25.634,22.387,129.136,14087.102,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32350.674,0.325,0.31,19.753,146.651,12180.72,12112.144,0.008,20169.944,62192448,62191424,10532,10532,60591291,60601380,60591291,60591291,0,0,1601157,1590044,0.4130865591,0.4130865591
2,2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,64.56690073013306,47.90309381484985,16.663806915283203,0,0,1882.28,2228.156,1526.899,24.427,18.132,9.084,28.003,22.574,7.029,25.638,22.165,27.122,25.904,21.648,126.071,14268.705,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32523.427,0.318,0.312,18.858,151.847,12172.713,12107.001,0.009,20350.705,62192457,62191424,10523,10532,60591300,60591291,60591291,60591291,0,0,1601157,1600133,0.4830939515,0.4830939515
3,3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Ann_Veneman/Ann_Veneman_0008.jpg,False,False,0.8760981209099818,0.8760981209,64.3840537071228,47.64304089546204,16.741012811660767,0,0,1891.658,2236.465,1532.762,24.925,18.83,10.425,25.34,20.9,6.062,26.629,20.753,29.948,25.991,21.826,129.269,14135.82,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32281.728,0.322,0.441,17.824,145.79,12043.771,11974.69,0.008,20237.949,62192457,62191424,10523,10532,60591300,60591291,60591291,60591291,0,0,1601157,1600133,0.8760981209,0.8760981209
4,4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Inocencio_Arias/Inocencio_Arias_0001.jpg,False,False,1.059159749944138,1.0591597499,64.33336162567139,47.626569747924805,16.706791877746582,0,0,1876.416,2220.723,1514.249,26.071,18.902,9.663,29.433,22.958,6.693,25.876,20.541,32.133,24.218,21.216,125.055,14116.582,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32236.016,0.326,0.312,18.564,145.783,12068.287,12003.192,0.008,20167.721,62192457,62191424,10523,10532,60591300,60591291,60591291,60591291,0,0,1601157,1600133,1.0591597499,1.0591597499
5,5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Benjamin_Martinez/Benjamin_Martinez_0001.jpg,False,False,0.9914759732069072,0.9914759732,64.37557196617126,47.62770199775696,16.747869968414307,0,0,1886.177,2214.921,1529.813,22.999,18.639,10.213,22.464,22.89,7.085,26.069,21.506,29.272,26.735,22.176,127.646,14088.7429999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32230.937,0.319,0.309,23.251,156.043,12073.099,12007.668,0.008,20157.829,62192448,62191424,10532,10532,60591291,60591291,60591273,60591291,0,0,1601157,1600133,0.9914759732,0.9914759732
6,0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,64.22756838798523,47.59036302566528,16.637205362319946,0,0,1889.51,2228.439,1527.514,27.185,18.832,8.807,25.15,20.741,6.663,25.417,21.222,26.021,25.777,22.527,129.266,14046.35,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32234.221,0.303,0.311,19.381,143.494,12101.936,12037.181,0.007,20132.275,62192448,62191424,10532,10532,60591291,60591291,60591291,60591291,0,0,1601157,1600133,0.3933947035,0.3933947035
7,1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Mike_Eskew/Mike_Eskew_0001.jpg,False,False,0.8006457984588857,0.8006457985,64.63562297821045,47.898761510849,16.73686146736145,0,0,1890.224,2225.413,1535.377,27.56,21.401,11.361,23.327,22.668,5.413,25.044,20.261,29.003,24.384,20.848,120.77,14129.319,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32451.271,0.323,0.312,19.876,150.259,12239.581,12169.551,0.008,20211.682,62192448,62191424,10532,10532,60591291,60601380,60591291,60591291,0,0,1601157,1590044,0.8006457985,0.8006457985
8,0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,64.31838393211365,47.591814279556274,16.726569652557373,0,0,1892.564,2230.754,1536.908,25.352,18.906,9.002,23.432,21.521,5.212,28.242,21.231,32.281,26.344,21.859,131.658,14048.785,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32207.536,0.311,0.312,17.64,149.247,12053.846,11989.642,0.008,20153.679,62192448,62191424,10532,10532,60591291,60591291,60591291,60591291,0,0,1601157,1600133,0.261090368,0.261090368
9,1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Gary_Winnick/Gary_Winnick_0002.jpg,False,False,1.0490585869569558,1.049058587,64.43700623512268,47.71544694900513,16.721559286117554,0,0,1893.994,2226.635,1534.516,24.068,19.561,12.197,28.096,22.298,7.256,26.508,20.489,26.133,26.276,19.81,134.885,14103.1929999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32311.165,0.402,0.335,15.738,144.882,12106.252,12040.766,0.009,20204.904,62192457,62191424,10523,10532,60591300,60591291,60591291,60591291,0,0,1601157,1600133,1.049058587,1.049058587
