,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
0,0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,105.84885334968568,90.97758555412292,14.871267795562744,0,0,2058.787,2392.733,1733.689,34.686,23.74,9.841,24.362,20.184,10.078,28.147,19.253,23.684,23.586,23.588,148.464,40858.8019999997,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75920.197,0.443,0.362,231.99,729.276,28400.702,28341.71,0.008,47519.486,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.2064672729,0.2064672729
1,1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.4130865591337057,0.4130865591,104.66779446601868,89.76673197746277,14.901062488555908,0,0,2049.416,2391.819,1734.208,32.611,22.825,12.455,23.175,20.193,9.089,26.687,19.692,22.602,22.207,22.673,146.895,40941.8770000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75343.529,0.396,0.296,19.558,738.471,27756.764,27696.802,0.007,47586.755,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.4130865591,0.4130865591
2,2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,105.83059167861938,91.00739812850952,14.823193550109863,0,0,2057.279,2367.81,1731.3,34.09,24.908,12.396,22.251,20.511,8.834,29.384,20.944,22.107,22.72,25.199,148.455,41306.2719999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76356.541,0.33,0.356,22.193,743.199,28418.077,28359.263,0.009,47938.454,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.4830939515,0.4830939515
3,3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Jennette_Bradley/Jennette_Bradley_0001.jpg,False,False,0.9444471581985842,0.9444471582,107.9208471775055,92.9931366443634,14.92771053314209,0,0,2051.283,2371.524,1707.852,34.2,23.438,10.526,28.308,21.29,8.996,28.471,19.259,23.561,24.322,23.107,150.958,41173.697,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,78311.343,0.32,0.317,20.656,729.711,30529.09,30469.972,0.008,47782.243,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.9444471582,0.9444471582
4,4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Mitt_Romney/Mitt_Romney_0001.jpg,False,False,0.9513781613656166,0.9513781614,107.9989185333252,93.0497875213623,14.94913101196289,0,0,2063.063,2396.962,1721.13,32.751,24.485,11.412,22.808,21.173,8.445,30.149,20.945,23.542,21.018,23.07,136.258,41448.7759999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,78349.575,0.404,0.351,18.122,724.863,30259.505,30201.996,0.008,48090.059,86428462,86427438,29220,29220,84827305,84827305,84827297,84827305,0,0,1601157,1600133,0.9513781614,0.9513781614
5,5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/David_Beckham/David_Beckham_0004.jpg,False,False,0.7892946385661984,0.7892946386,105.02663445472716,90.16726756095886,14.85936689376831,0,0,2043.96,2380.015,1707.147,32.899,23.765,11.884,26.786,21.14,11.155,28.949,20.402,22.889,24.431,23.562,153.552,40867.9920000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75541.228,0.348,0.384,216.152,715.81,28055.328,27991.797,0.008,47485.891,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.7892946386,0.7892946386
6,0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,104.82704401016235,89.94981265068054,14.877231359481812,0,0,2042.659,2377.854,1711.363,31.394,22.788,11.831,23.264,19.767,9.056,27.275,18.908,23.899,23.513,22.955,154.378,40909.434,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75493.336,0.35,0.31,79.206,720.513,27967.596,27905.864,0.008,47525.73,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.3933947035,0.3933947035
7,1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Enrique_Iglesias/Enrique_Iglesias_0001.jpg,False,False,0.9968425430118438,0.996842543,105.13990902900696,90.22633457183838,14.91357445716858,0,0,2049.92,2368.936,1704.72,34.719,24.22,12.718,24.463,20.406,9.935,28.742,19.986,22.155,20.876,22.791,141.374,40878.6200000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75532.561,0.327,0.316,19.749,726.663,28061.427,28002.414,0.009,47471.125,86428471,86427438,29211,29220,84827314,84827305,84827296,84827305,0,0,1601157,1600133,0.996842543,0.996842543
8,0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,104.60182309150696,89.66465091705322,14.937172174453735,0,0,2065.735,2378.659,1721.581,32.102,23.176,10.283,23.729,20.535,7.871,26.993,20.212,23.347,23.475,24.335,146.76,40955.798,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75271.042,0.432,0.314,21.502,740.95,27670.784,27613.029,0.009,47600.25,86428471,86427438,29211,29220,84827314,84827305,84827297,84827305,0,0,1601157,1600133,0.261090368,0.261090368
9,1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Henry_Hilow/Henry_Hilow_0001.jpg,False,False,0.8847869185293976,0.8847869185,105.6137342453003,90.59158492088318,15.022149324417114,0,0,2062.144,2377.266,1733.149,34.116,26.116,10.785,28.026,21.843,8.834,27.946,19.717,23.097,23.671,24.717,160.369,40894.1429999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75496.024,0.354,0.338,24.586,769.519,27933.79,27867.311,0.008,47562.223,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.8847869185,0.8847869185
