,Unnamed: 0,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe.1
0,0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,68.15080523490906,51.38884592056274,16.761959314346313,0,0,1906.791,2247.258,1537.835,22.356,18.775,8.01,25.213,20.126,6.108,26.887,23.218,25.576,24.825,21.062,126.913,14039.112,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33766.959,0.443,0.334,22.456,1161.072,13605.491,13540.359,0.009,20161.457,86428480,86427456,29777,29777,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.2064672729,0.2064672729
1,1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.4130865591337057,0.4130865591,68.38513088226318,51.66994881629944,16.715182065963745,0,0,1887.3,2250.293,1531.347,27.746,18.863,10.19,24.917,20.201,6.105,24.443,22.04,27.687,23.488,21.825,127.109,14178.6229999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33961.662,0.439,0.341,264.444,1185.533,13678.051,13612.843,0.008,20283.602,86428480,86427456,29778,29777,84827323,84827323,84827305,84827323,0,0,1601157,1600133,0.4130865591,0.4130865591
2,2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,70.65014219284058,53.91113305091858,16.739009141921997,0,0,1912.753,2236.389,1543.055,24.51,19.331,8.914,25.771,20.586,5.97,26.115,21.747,26.219,25.933,23.945,127.195,14109.371,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33957.84,0.41,0.357,3264.263,1163.634,13717.103,13650.773,0.007,20240.728,86428480,86427456,29777,29778,84827323,84827323,84827305,84827323,0,0,1601157,1600133,0.4830939515,0.4830939515
3,3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Alastair_Johnston/Alastair_Johnston_0001.jpg,False,False,0.7546029298279808,0.7546029298,68.29816007614136,51.51917815208435,16.778981924057007,0,0,1899.627,2239.801,1570.687,24.584,18.584,8.996,23.607,21.878,6.133,28.473,21.589,29.674,23.99,20.679,139.459,14081.327,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33963.694,0.457,0.352,14.575,1175.355,13717.94,13653.264,0.016,20245.746,86428480,86427456,29777,29777,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.7546029298,0.7546029298
4,4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Jennifer_Reilly/Jennifer_Reilly_0002.jpg,False,False,0.8811128943561412,0.8811128944,69.25274920463562,52.62342929840088,16.62931990623474,0,0,1897.278,2239.23,1551.69,23.821,17.919,9.977,25.043,21.349,7.191,26.042,20.963,27.538,23.471,22.689,130.112,14121.289,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33862.431,0.465,0.345,23.383,1149.984,13616.61,13547.094,0.008,20245.81,86428480,86427456,29777,29778,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.8811128944,0.8811128944
5,5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Yashwant_Sinha/Yashwant_Sinha_0006.jpg,False,False,1.0964591629629086,1.096459163,74.14270114898682,57.41155624389648,16.731144905090332,0,0,1883.301,2227.337,1532.097,24.87,19.07,9.494,26.476,20.284,7.7,25.645,21.816,26.122,23.38,22.637,120.882,14022.667,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33673.307,0.482,0.33,13.304,1169.956,13577.913,13509.01,0.008,20095.386,86428480,86427456,29778,29777,84827323,84827323,84827323,84827323,0,0,1601157,1600133,1.096459163,1.096459163
6,0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,69.87895917892456,53.18219804763794,16.69676113128662,0,0,1894.059,2230.586,1536.251,25.624,18.515,10.223,25.44,20.941,6.599,27.2,20.195,28.272,23.67,21.873,140.309,14044.7819999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33812.561,0.442,0.342,22.806,1168.972,13651.899,13586.798,0.008,20160.655,86428480,86427456,29777,29778,84827323,84827323,84827305,84827323,0,0,1601157,1600133,0.3933947035,0.3933947035
7,1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Ranil_Wickremasinghe/Ranil_Wickremasinghe_0001.jpg,False,False,0.8130399443441636,0.8130399443,68.10362219810486,51.32141828536987,16.782203912734985,0,0,1901.904,2230.945,1536.965,26.16,18.395,10.067,28.599,21.951,6.281,26.291,20.215,30.188,23.378,21.079,125.528,14116.591,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33793.972,0.452,0.339,17.926,1141.314,13562.758,13494.485,0.009,20231.203,86428480,86427456,29778,29777,84827323,84827323,84827305,84827323,0,0,1601157,1600133,0.8130399443,0.8130399443
8,0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,69.64420413970947,52.927258253097534,16.71694588661194,0,0,1898.064,2250.285,1528.244,25.699,17.558,8.91,23.994,21.228,7.616,26.985,20.401,25.981,24.391,21.472,140.61,14047.7199999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33768.804,0.488,0.314,17.112,1155.815,13598.18,13528.254,0.007,20170.604,86428480,86427456,29777,29777,84827323,84837412,84827323,84827323,0,0,1601157,1590044,0.261090368,0.261090368
9,1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Virgina_Ruano_Pascal/Virgina_Ruano_Pascal_0001.jpg,False,False,0.944665366586513,0.9446653666,68.92372107505798,52.22438430786133,16.699336767196655,0,0,1890.118,2233.93,1517.193,22.426,18.419,8.473,23.752,20.229,7.325,26.367,19.901,25.03,24.008,21.085,126.623,14056.816,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33825.524,0.465,0.336,74.654,1149.372,13700.895,13635.812,0.008,20124.619,86428480,86427456,29778,29777,84827323,84827323,84827305,84827323,0,0,1601157,1600133,0.9446653666,0.9446653666
