,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,61.42698335647583,46.5185489654541,14.908434391021729,0,0,1890.7910000000,2215.9390000000,1530.3860000000,25.0260000000,18.2100000000,8.9770000000,26.3990000000,21.6600000000,6.7720000000,25.4580000000,23.0580000000,31.6560000000,25.4240000000,22.7280000000,131.6260000000,14192.1350000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32338.2490000000,0.3930000000,0.2970000000,16.4430000000,134.4830000000,12061.0850000000,12003.8010000000,0.0080000000,20277.1550000000,62192439,62191406,10523,10532,60591282,60591273,60591264,60591273,0,0,1601157,1600133,0.2064672729,0.2064672729
1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.41308655913370573,0.4130865591,63.44141936302185,47.33266615867615,16.108753204345703,0,0,1889.0820000000,2231.5000000000,1529.2540000000,23.1560000000,18.5450000000,11.3370000000,24.4820000000,21.6890000000,5.6740000000,24.5450000000,20.9420000000,26.8030000000,23.9830000000,21.0700000000,123.4670000000,14105.5320000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32329.8720000000,0.3100000000,0.3020000000,22.2460000000,154.7400000000,12148.9220000000,12090.5230000000,0.0080000000,20180.9390000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4130865591,0.4130865591
2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,64.29618835449219,47.67730379104614,16.618884563446045,0,0,1883.5690000000,2226.6040000000,1537.8080000000,25.5490000000,19.3670000000,8.5390000000,26.6170000000,21.2400000000,6.5910000000,26.5670000000,19.9300000000,28.8700000000,26.3370000000,23.0060000000,130.8130000000,14154.2430000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32365.0980000000,0.3210000000,0.3170000000,18.8500000000,141.4890000000,12119.9230000000,12052.8750000000,0.0080000000,20245.1650000000,62192439,62191406,10523,10532,60591282,60591273,60591264,60591273,0,0,1601157,1600133,0.4830939515,0.4830939515
3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Nicolas_Latorre/Nicolas_Latorre_0001.jpg,False,False,1.124738638038695,1.124738638,64.53801012039185,47.864999532699585,16.67301058769226,0,0,1886.0970000000,2221.9720000000,1546.4570000000,27.1950000000,19.0930000000,9.8870000000,29.9310000000,23.0690000000,7.1580000000,24.0700000000,21.0630000000,31.8320000000,23.8290000000,21.5510000000,141.4490000000,14227.4720000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32506.9380000000,0.4100000000,0.3570000000,23.3040000000,147.0420000000,12159.0410000000,12092.6390000000,0.0080000000,20347.8900000000,62192439,62191406,10523,10532,60591282,60591273,60591265,60591273,0,0,1601157,1600133,1.1247386380,1.1247386380
4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Mickey_Loomis/Mickey_Loomis_0001.jpg,False,False,1.033371744486454,1.0333717445,64.2014217376709,47.57129120826721,16.630130529403687,0,0,1855.8490000000,2195.6890000000,1490.5880000000,25.5180000000,20.2130000000,8.4590000000,23.1030000000,20.1900000000,5.4480000000,28.6370000000,22.3680000000,25.8910000000,25.3480000000,20.8680000000,128.5750000000,14090.1890000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32272.5080000000,0.3560000000,0.3340000000,15.5210000000,142.4890000000,12206.5320000000,12142.3740000000,0.0070000000,20065.9680000000,62192430,62191406,10532,10532,60591273,60591273,60591264,60591273,0,0,1601157,1600133,1.0333717445,1.0333717445
5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/John_McEnroe/John_McEnroe_0001.jpg,False,False,0.8776715927730768,0.8776715928,64.2772889137268,47.534284353256226,16.74300456047058,0,0,1876.4940000000,2221.4350000000,1527.0060000000,26.6600000000,18.4890000000,9.7430000000,23.5160000000,20.6910000000,5.9770000000,24.4750000000,21.8430000000,29.3470000000,24.1680000000,21.3650000000,126.1850000000,14142.2700000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32204.3070000000,0.3860000000,0.3130000000,15.3520000000,146.1620000000,12005.6410000000,11939.9180000000,0.0080000000,20198.6580000000,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.8776715928,0.8776715928
0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,64.33199501037598,47.58838129043579,16.743613719940186,0,0,1881.4950000000,2212.0240000000,1520.4890000000,23.3350000000,18.4080000000,9.4190000000,24.4190000000,22.1690000000,5.4350000000,24.2110000000,19.8540000000,33.1960000000,23.5550000000,20.3530000000,127.6690000000,14170.3230000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32248.4530000000,0.3310000000,0.3230000000,20.2980000000,145.9590000000,12031.5410000000,11965.4550000000,0.0080000000,20216.9020000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.3933947035,0.3933947035
1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Ivan_Stambolic/Ivan_Stambolic_0001.jpg,False,False,0.7988369971018905,0.7988369971,64.2451446056366,47.609673500061035,16.63547110557556,0,0,1883.2270000000,2219.8660000000,1529.7060000000,26.7230000000,19.1350000000,9.8430000000,26.2810000000,21.4170000000,7.8660000000,23.4390000000,21.5980000000,29.4380000000,25.0670000000,21.8550000000,121.5220000000,14070.5099999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32240.4470000000,0.3130000000,0.3120000000,24.3270000000,142.9360000000,12102.1220000000,12034.2330000000,0.0080000000,20138.3160000000,62192438,62191406,10524,10532,60591281,60591273,60591273,60591273,0,0,1601157,1600133,0.7988369971,0.7988369971
0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,64.40945172309875,47.687687158584595,16.72176456451416,0,0,1897.3950000000,2222.6090000000,1533.6010000000,23.2330000000,17.4420000000,8.6250000000,27.5590000000,21.8160000000,7.3030000000,25.3620000000,20.6280000000,31.4200000000,25.7740000000,20.3670000000,134.8790000000,14139.1200000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32331.0670000000,0.3860000000,0.3150000000,17.8970000000,145.5880000000,12091.9360000000,12026.7260000000,0.0080000000,20239.1210000000,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.2610903680,0.2610903680
1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Erika_Reyes/Erika_Reyes_0001.jpg,False,False,0.9878803284613223,0.9878803285,64.16210794448853,47.49459791183472,16.66751003265381,0,0,1883.2350000000,2214.1630000000,1511.4850000000,24.2590000000,18.9250000000,10.3170000000,22.2070000000,20.5380000000,5.7740000000,25.1720000000,20.7460000000,26.1180000000,23.7750000000,20.3030000000,135.8650000000,14080.7020000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,32223.6100000000,0.3210000000,0.3270000000,16.6340000000,148.5930000000,12101.0950000000,12036.8240000000,0.0070000000,20122.5060000000,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.9878803285,0.9878803285
