,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.41742911187272225,0.4174291119,20.459224939346313,14.999511957168579,5.459712982177734,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.90,0.75,31%,0:14.62,0,0,0,0,373856,0,17,148570,148850,699,0,5848,0,0,0,0,4096,0,not measured,not measured,125.4230000000,126.6860000000,93.0680000000,1.9990000000,1.8540000000,0.9090000000,1.8260000000,1.6340000000,0.8430000000,2.2860000000,1.6350000000,1.9750000000,1.8700000000,1.6450000000,11.0550000000,3336.4720000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12464.3280000000,0.1020000000,0.3490000000,332.3260000000,249.2050000000,8745.1040000000,8740.7170000000,0.0020000000,3719.2220000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.4174291119,0.4174291119
1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Michelle_Pfeiffer/Michelle_Pfeiffer_0001.jpg,False,False,0.9846393069246532,0.9846393069,16.930522441864014,15.001195192337036,1.9293272495269775,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",4.57,0.82,36%,0:14.66,0,0,0,0,373764,0,0,148066,144502,26,0,0,0,0,0,0,4096,0,not measured,not measured,120.9820000000,114.5370000000,87.0890000000,2.0040000000,1.6820000000,0.8870000000,1.8470000000,1.4120000000,0.9950000000,2.1320000000,1.5970000000,2.3290000000,1.7180000000,1.6030000000,10.4440000000,3350.7080000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12459.8870000000,0.0790000000,0.0920000000,395.0430000000,272.0720000000,8749.8930000000,8742.0300000000,0.0040000000,3709.9910000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.9846393069,0.9846393069
0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234572680311,0.5645234573,16.83338189125061,14.91343069076538,1.9199512004852295,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",4.01,0.71,32%,0:14.57,0,0,0,0,373656,0,0,148060,149028,68,0,0,0,0,0,0,4096,0,not measured,not measured,122.3840000000,126.1830000000,96.4080000000,2.0770000000,1.8860000000,1.0310000000,2.0120000000,1.6350000000,0.9010000000,2.2210000000,1.6910000000,2.0750000000,1.9150000000,1.7170000000,10.8950000000,3334.5380000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12378.8280000000,0.0800000000,0.0850000000,378.1980000000,268.5400000000,8660.8110000000,8653.4300000000,0.0020000000,3718.0140000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.5645234573,0.5645234573
1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.796325628308976,0.7963256283,16.740467309951782,14.814856052398682,1.9256112575531006,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",4.07,0.87,34%,0:14.47,0,0,0,0,373520,0,0,148061,145852,33,0,0,0,0,0,0,4096,0,not measured,not measured,125.7510000000,129.0900000000,88.2690000000,2.5700000000,1.8870000000,0.8870000000,2.0720000000,2.3050000000,0.8140000000,2.3240000000,1.8980000000,1.6910000000,1.8620000000,1.8510000000,11.1430000000,3268.4899999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12292.3060000000,0.0880000000,0.0850000000,376.8890000000,264.1730000000,8641.2810000000,8633.2050000000,0.0050000000,3651.0210000000,98546487,98545454,49947,49956,96945330,96955410,96945321,96945321,0,0,1601157,1590044,0.7963256283,0.7963256283
2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Kristen_Breitweiser/Kristen_Breitweiser_0003.jpg,False,False,1.0498935584909028,1.0498935585,16.909303426742554,14.97415280342102,1.9351506233215332,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",4.90,1.04,40%,0:14.63,0,0,0,0,373780,0,0,148063,141618,58,0,0,0,0,0,0,4096,0,not measured,not measured,128.4500000000,142.5020000000,100.5820000000,2.5980000000,2.0800000000,1.0490000000,2.2040000000,2.0160000000,0.9570000000,2.8750000000,2.0440000000,2.0290000000,2.3250000000,2.0000000000,13.2420000000,3322.5190000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12463.6730000000,0.0740000000,0.0960000000,393.2440000000,246.9510000000,8725.4700000000,8717.5590000000,0.0050000000,3738.2010000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,1.0498935585,1.0498935585
3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Jose_Sarney/Jose_Sarney_0002.jpg,False,False,0.8928897013088024,0.8928897013,17.19627356529236,15.247456073760986,1.948817491531372,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.92,0.64,30%,0:14.83,0,0,0,0,373256,0,0,148061,148471,71,0,0,0,0,0,0,4096,0,not measured,not measured,111.8630000000,122.2610000000,89.5660000000,2.1280000000,1.8470000000,1.0260000000,2.0520000000,1.6090000000,0.9550000000,2.2210000000,1.8390000000,2.3520000000,1.8050000000,1.7230000000,11.4360000000,3394.6940000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12526.1890000000,0.1070000000,0.1250000000,516.1950000000,243.4680000000,8768.6330000000,8761.0600000000,0.0030000000,3757.5550000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.8928897013,0.8928897013
0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804857953493839,0.2804857953,16.725960731506348,14.797813892364502,1.9281468391418457,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.58,0.78,30%,0:14.41,0,0,0,0,374080,0,0,148182,148857,35,0,0,0,0,0,0,4096,0,not measured,not measured,103.4760000000,116.0100000000,84.5770000000,1.7710000000,1.7120000000,0.7070000000,1.9050000000,1.5730000000,0.6550000000,2.0330000000,1.4850000000,1.7900000000,1.7510000000,1.4860000000,9.3510000000,3265.8470000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12234.7840000000,0.1040000000,0.1090000000,387.4480000000,245.8860000000,8630.9770000000,8626.6540000000,0.0020000000,3603.8070000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.2804857953,0.2804857953
1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,True,True,0.17130015530360065,0.1713001553,16.811441898345947,14.891932249069214,1.9195096492767334,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.59,0.71,29%,0:14.48,0,0,0,0,376136,0,0,148576,148614,31,0,0,0,0,0,0,4096,0,not measured,not measured,111.1010000000,117.2060000000,85.3320000000,2.1530000000,1.6580000000,0.8220000000,1.8330000000,1.5970000000,0.7750000000,2.0550000000,1.9730000000,1.7580000000,1.9220000000,1.7440000000,9.6660000000,3301.8650000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12301.1060000000,0.1190000000,0.1180000000,368.6680000000,249.5480000000,8649.6340000000,8645.2780000000,0.0010000000,3651.4710000000,98546478,98545454,49956,49956,96945321,96945330,96945321,96945321,0,0,1601157,1600124,0.1713001553,0.1713001553
2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Ellen_Pompeo/Ellen_Pompeo_0001.jpg,False,False,0.9505204756818791,0.9505204757,16.84005618095398,14.916755437850952,1.9233007431030273,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.65,0.69,29%,0:14.57,0,0,0,0,375704,0,0,148574,148178,24,0,0,0,0,0,0,4096,0,not measured,not measured,110.4980000000,113.9660000000,84.6800000000,2.0480000000,1.7630000000,0.9370000000,1.7140000000,1.5100000000,0.9080000000,2.1160000000,1.5800000000,1.9070000000,1.7510000000,1.5010000000,10.0000000000,3292.9130000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12348.4230000000,0.0810000000,0.0940000000,410.9560000000,279.1100000000,8710.5130000000,8706.1440000000,0.0020000000,3637.9090000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.9505204757,0.9505204757
3,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Carla_Gugino/Carla_Gugino_0001.jpg,False,False,0.9110260872471692,0.9110260872,16.971599340438843,15.04602861404419,1.9255707263946533,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.95,0.79,32%,0:14.63,0,0,0,0,375800,0,0,148579,148420,368,0,0,0,0,0,0,4096,0,not measured,not measured,124.9280000000,131.9830000000,99.1060000000,2.3970000000,2.0120000000,1.1970000000,2.2300000000,1.9110000000,1.0130000000,2.4370000000,1.9090000000,2.0400000000,2.0910000000,2.0750000000,11.7800000000,3390.9890000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,12445.1630000000,0.0950000000,0.1200000000,384.3510000000,247.5600000000,8656.0310000000,8651.6860000000,0.0030000000,3789.1300000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.9110260872,0.9110260872
