,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,5.271667957305908,3.3665771484375,1.9050908088684082,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.54,0.36,63%,0:03.03,0,0,0,0,150800,0,0,62474,65647,29,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.50,1.02,115%,0:03.05,0,0,0,0,156744,0,0,63903,62761,45,0,0,0,0,0,0,4096,0,not measured,not measured,45.4070000000,49.1710000000,34.4800000000,1.3850000000,1.0490000000,0.5040000000,1.1820000000,1.4400000000,0.4390000000,1.3810000000,1.1360000000,1.1040000000,1.2360000000,1.1610000000,6.4610000000,1552.8070000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2136.5320000000,0.0820000000,0.0930000000,134.8000000000,120.7170000000,431.1560000000,429.5820000000,0.0020000000,1705.3760000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4069042206,0.4069042206,117.3950000000,130.5340000000,107.2600000000,3.7880000000,3.2410000000,2.0030000000,3.3850000000,3.1950000000,2.0680000000,4.0610000000,3.4230000000,5.1600000000,3.5760000000,3.4960000000,20.3750000000,1279.6560000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2137.8370000000,0.0450000000,0.0620000000,1.9940000000,121.3620000000,431.3400000000,427.8220000000,0.0020000000,1706.4940000000,27761118,27761630,29220,29220,27211913,27219026,27211913,27211913,0,0,549205,542604,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Enos_Slaughter/Enos_Slaughter_0001.jpg,False,False,0.8610326498746872,0.8610326052,5.371920347213745,3.451586961746216,1.9203333854675293,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.77,0.39,70%,0:03.10,0,0,0,0,145664,0,0,61211,66451,15,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.57,0.92,111%,0:03.13,0,0,0,0,149448,0,0,62112,63697,33,0,0,0,0,0,0,4096,0,not measured,not measured,66.2340000000,71.2440000000,48.0330000000,2.3940000000,1.8310000000,0.8780000000,2.0080000000,1.7440000000,0.8160000000,2.1440000000,1.8530000000,1.9800000000,2.1340000000,1.7740000000,11.5770000000,1588.3540000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2235.6310000000,0.0820000000,0.0890000000,126.3080000000,95.2560000000,423.3730000000,419.8140000000,0.0010000000,1812.2570000000,27761630,27761118,29220,29220,27211913,27218514,27211913,27211913,0,0,549717,542604,0.8610326052,0.8610326052,116.0240000000,128.3960000000,108.0570000000,3.6750000000,3.1460000000,2.1120000000,3.3540000000,3.2410000000,2.0600000000,4.0850000000,3.6260000000,4.8520000000,3.3670000000,3.4480000000,19.7740000000,1391.3340000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2237.9890000000,0.0610000000,0.0700000000,2.0200000000,95.1310000000,423.4090000000,421.2820000000,0.0020000000,1814.5770000000,27761118,27761630,29220,29220,27211913,27211913,27211904,27211913,0,0,549205,549717,0.8610326052,0.8610326052
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,5.396271467208862,3.47048020362854,1.9257912635803223,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.53,0.33,60%,0:03.09,0,0,0,0,144144,0,0,60760,65027,200,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.60,1.12,119%,0:03.11,0,0,0,0,153108,0,0,63004,64361,44,0,0,0,0,0,0,4096,0,not measured,not measured,51.2890000000,55.0330000000,34.3310000000,1.5840000000,1.3690000000,0.6470000000,1.4840000000,1.4990000000,0.6130000000,1.7010000000,1.3740000000,1.4630000000,1.6090000000,1.3650000000,7.7450000000,1571.5980000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2193.5790000000,0.1090000000,0.1320000000,162.8030000000,95.7320000000,453.5470000000,451.9420000000,0.0020000000,1740.0320000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4856289625,0.4856289625,128.4460000000,140.1760000000,119.7870000000,4.7740000000,3.6500000000,2.3440000000,4.2350000000,3.6220000000,2.4370000000,4.7090000000,3.7860000000,5.4630000000,3.7650000000,3.6140000000,22.0360000000,1274.0940000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2195.9180000000,0.0600000000,0.0610000000,2.1360000000,95.5490000000,453.8370000000,451.6890000000,0.0020000000,1742.0790000000,27761127,27761630,29211,29220,27211922,27211913,27211904,27211913,0,0,549205,549717,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,5.219051837921143,3.308394193649292,1.9106576442718506,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.48,0.31,60%,0:02.97,0,0,0,0,152840,0,1,63003,64271,15,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.53,0.93,116%,0:02.98,0,0,0,0,158244,0,0,64282,63560,27,0,0,0,0,0,0,4096,0,not measured,not measured,50.4970000000,53.7260000000,33.6370000000,1.6260000000,1.3590000000,0.5980000000,1.4440000000,1.3970000000,0.5660000000,1.6390000000,1.4290000000,1.3460000000,1.5270000000,1.4200000000,7.8890000000,1497.9720000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2076.0720000000,0.0770000000,0.0930000000,151.3900000000,95.4830000000,412.7730000000,411.1000000000,0.0020000000,1663.2980000000,27761630,27761118,29220,29220,27211913,27218514,27211913,27211913,0,0,549717,542604,0.4750052691,0.4750052691,114.2470000000,127.6980000000,104.7420000000,3.6920000000,2.9500000000,2.1020000000,3.4570000000,3.4870000000,2.0950000000,3.6850000000,3.3030000000,4.9770000000,3.6200000000,3.4380000000,18.4690000000,1250.2210000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2077.2010000000,0.0710000000,0.0720000000,1.7630000000,95.4730000000,412.7560000000,408.5300000000,0.0020000000,1664.4440000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,5.259420871734619,3.3522086143493652,1.907212257385254,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.51,0.34,61%,0:03.02,0,0,0,0,149244,0,0,62104,64568,12,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.54,0.97,115%,0:03.03,0,0,0,0,154828,0,0,63455,64081,30,0,0,0,0,0,0,4096,0,not measured,not measured,47.2000000000,50.8030000000,33.6990000000,1.4630000000,1.2480000000,0.6050000000,1.2700000000,1.2820000000,0.5080000000,1.4340000000,1.1980000000,0.9850000000,1.3570000000,1.2640000000,6.9990000000,1559.5200000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2137.0990000000,0.0680000000,0.0830000000,145.1260000000,92.7760000000,421.1400000000,419.5200000000,0.0020000000,1715.9570000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6170363426,0.6170363426,115.6270000000,130.3800000000,108.2940000000,4.2250000000,3.3280000000,2.0410000000,3.4620000000,3.4450000000,2.0750000000,3.8350000000,3.4830000000,4.8580000000,3.6080000000,3.3820000000,19.4640000000,1292.3780000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2139.5690000000,0.0820000000,0.0660000000,2.2790000000,92.2530000000,421.3570000000,419.2310000000,0.0020000000,1718.2100000000,27761127,27761630,29211,29220,27211922,27211913,27211904,27211913,0,0,549205,549717,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Thomas_Bjorn/Thomas_Bjorn_0002.jpg,False,False,0.791647881269455,0.7916478515,5.1845574378967285,3.263535499572754,1.9210219383239746,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.51,0.36,63%,0:02.93,0,0,0,0,144116,0,0,60756,63931,185,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.48,0.84,112%,0:02.95,0,0,0,0,151344,0,0,62557,62178,38,0,0,0,0,0,0,4096,0,not measured,not measured,45.8240000000,49.2920000000,32.7850000000,1.3590000000,1.0530000000,0.4620000000,1.2010000000,1.0240000000,0.4500000000,1.4430000000,1.1000000000,1.2520000000,1.2600000000,1.1390000000,6.4000000000,1468.4360000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2025.5170000000,0.0650000000,0.0770000000,138.4860000000,128.8480000000,405.9150000000,404.2940000000,0.0010000000,1619.6010000000,27761639,27761118,29211,29220,27211922,27218514,27211913,27211913,0,0,549717,542604,0.7916478515,0.7916478515,110.4550000000,120.3040000000,98.2120000000,3.7600000000,3.1270000000,1.8680000000,3.3500000000,2.8620000000,1.8480000000,3.9260000000,3.1510000000,4.1520000000,3.2600000000,2.9450000000,18.0500000000,1227.6730000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2026.5470000000,0.0640000000,0.0670000000,2.1740000000,129.7120000000,404.8400000000,402.4870000000,0.0020000000,1621.6940000000,27761118,27761630,29220,29220,27211913,27211913,27211904,27211913,0,0,549205,549717,0.7916478515,0.7916478515
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Stephane_Rochon/Stephane_Rochon_0001.jpg,False,False,0.7709150910377502,0.770915091,5.289463043212891,3.3547682762145996,1.934694766998291,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.62,0.33,64%,0:03.03,0,0,0,0,145672,0,0,61212,66713,347,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.58,0.90,114%,0:03.05,0,0,0,0,149252,0,0,62036,63177,49,0,0,0,0,0,0,4096,0,not measured,not measured,49.7810000000,52.7290000000,33.7910000000,1.6110000000,1.3640000000,0.6410000000,1.5080000000,1.2030000000,0.5160000000,1.5480000000,1.3480000000,1.2960000000,1.4930000000,1.3850000000,7.6840000000,1505.0600000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2108.3420000000,0.0670000000,0.0710000000,154.9620000000,122.8610000000,439.9850000000,438.3070000000,0.0020000000,1668.3560000000,27761639,27761118,29211,29220,27211922,27218514,27211913,27211913,0,0,549717,542604,0.7709150910,0.7709150910,115.1280000000,125.6090000000,102.7780000000,3.6280000000,2.9450000000,2.0630000000,3.3610000000,3.1490000000,2.1280000000,3.5850000000,3.0920000000,4.6260000000,3.5110000000,3.1100000000,18.4150000000,1259.5900000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2109.4780000000,0.0640000000,0.0700000000,1.9070000000,123.7810000000,438.8510000000,436.5430000000,0.0020000000,1670.6250000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.7709150910,0.7709150910
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Lee_Yeo-jin/Lee_Yeo-jin_0001.jpg,False,False,0.9650510959327221,0.9650511146,5.3879101276397705,3.4489223957061768,1.9389877319335938,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.75,0.49,72%,0:03.10,0,0,0,0,145672,0,1,61209,66298,20,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.52,0.93,110%,0:03.12,0,0,0,0,147656,0,0,61661,62688,33,0,0,0,0,0,0,4096,0,not measured,not measured,65.4240000000,72.4060000000,49.7770000000,2.2770000000,1.7470000000,0.8950000000,2.0340000000,1.6260000000,0.8260000000,2.2440000000,1.9120000000,1.9150000000,2.0750000000,1.8840000000,10.9960000000,1574.2150000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2217.5060000000,0.0780000000,0.0810000000,139.8740000000,99.2740000000,418.3550000000,416.7790000000,0.0010000000,1799.1490000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.9650511146,0.9650511146,115.6350000000,128.3950000000,107.4030000000,3.9130000000,2.9340000000,2.0080000000,3.3870000000,3.2620000000,1.9670000000,3.7160000000,3.4790000000,4.7550000000,3.4330000000,3.4640000000,19.4980000000,1379.0430000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2217.5640000000,0.0910000000,0.0810000000,1.9990000000,101.4900000000,416.2810000000,413.6170000000,0.0020000000,1801.2810000000,27761118,27761630,29220,29220,27211913,27211913,27211904,27211913,0,0,549205,549717,0.9650511146,0.9650511146
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Robbie_Naish/Robbie_Naish_0001.jpg,False,False,0.8985525518655777,0.898552537,5.282571315765381,3.3506829738616943,1.9318883419036865,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.48,0.32,60%,0:03.00,0,0,0,0,149356,0,1,62105,64337,35,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.65,0.91,117%,0:03.02,0,0,0,0,154468,0,0,63374,63618,32,0,0,0,0,0,0,4096,0,not measured,not measured,47.8490000000,51.7390000000,33.5310000000,1.6210000000,1.2630000000,0.6190000000,1.3470000000,1.2240000000,0.5500000000,1.4890000000,1.2620000000,1.1470000000,1.4350000000,1.3260000000,7.3230000000,1552.0680000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2123.0770000000,0.0960000000,0.1290000000,124.3370000000,100.6390000000,412.2970000000,410.6530000000,0.0020000000,1710.7780000000,27761630,27761118,29220,29220,27211913,27218514,27211913,27211913,0,0,549717,542604,0.8985525370,0.8985525370,122.0180000000,136.0150000000,118.5230000000,4.2180000000,3.3830000000,2.0730000000,3.7030000000,3.5840000000,2.1880000000,4.0770000000,3.3760000000,5.3750000000,4.1060000000,3.7700000000,21.1720000000,1260.0550000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2124.3210000000,0.0590000000,0.0690000000,1.7240000000,101.3530000000,411.1860000000,407.1290000000,0.0020000000,1713.1320000000,27761118,27761630,29220,29220,27211913,27211913,27211904,27211913,0,0,549205,549717,0.8985525370,0.8985525370
0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,5.16142725944519,3.2492358684539795,1.912191390991211,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",1.52,0.33,64%,0:02.89,0,0,0,0,144060,0,0,60756,64009,13,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.40,0.84,111%,0:02.91,0,0,0,0,149516,0,0,62103,61957,34,0,0,0,0,0,0,4096,0,not measured,not measured,53.1600000000,55.4880000000,34.5410000000,1.7960000000,1.4950000000,0.6470000000,1.5510000000,1.5230000000,0.6530000000,1.6550000000,1.5980000000,1.3500000000,1.4210000000,1.5520000000,8.4530000000,1420.7670000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2012.2810000000,0.0650000000,0.0720000000,147.8360000000,94.9800000000,419.0820000000,417.4570000000,0.0020000000,1593.1990000000,27761630,27761118,29220,29220,27211913,27218514,27211913,27211913,0,0,549717,542604,0.3585660458,0.3585660458,110.3310000000,120.9190000000,97.4670000000,3.7000000000,2.8640000000,1.8720000000,3.5140000000,3.4410000000,1.8560000000,3.2970000000,2.9440000000,3.9230000000,3.5200000000,2.9140000000,17.7590000000,1202.4270000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,2013.2470000000,0.0670000000,0.0710000000,2.0260000000,95.1020000000,419.1210000000,416.2780000000,0.0020000000,1594.1250000000,27761118,27761630,29220,29220,27211913,27211913,27211904,27211913,0,0,549205,549717,0.3585660458,0.3585660458
