,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,83.91148233413696,54.5218448638916,29.38963747024536,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.77,9.48,74%,0:53.71,0,0,0,0,144000,0,8,61414,75178,48500,0,960,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.79,8.96,73%,0:53.85,0,0,0,0,142300,0,0,60968,71147,46098,0,0,0,0,0,0,4096,0,40.530946750640865,41.02425834225654,828.8460000000,908.9690000000,731.0740000000,17.6620000000,15.6470000000,8.4840000000,15.2730000000,12.1410000000,4.8300000000,16.0860000000,13.4460000000,18.4040000000,15.5230000000,13.8930000000,93.8270000000,29161.9580000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40967.3510000000,0.7800000000,0.5300000000,31.4430000000,1687.4140000000,9028.9060000000,8987.2840000000,0.0140000000,31938.4320000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4069042206,0.4069042206,882.4390000000,936.3890000000,766.9890000000,19.6130000000,14.7500000000,5.1850000000,18.0820000000,16.0100000000,6.2020000000,17.5250000000,13.6730000000,15.4490000000,15.3640000000,13.7350000000,103.0230000000,29026.7000000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40971.6170000000,0.7790000000,0.5200000000,17.0310000000,1687.1200000000,9035.7940000000,8993.2100000000,0.0110000000,31935.8100000000,27761127,27761630,29211,29220,27211922,27211922,27211913,27211913,0,0,549205,549708,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Stephen_Webster/Stephen_Webster_0001.jpg,False,False,0.865125373005867,0.8651253581,93.18397831916809,54.90591549873352,38.27806282043457,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.12,9.01,74%,0:54.13,0,0,0,0,144004,0,3,61414,74947,49076,0,856,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.75,9.33,73%,0:54.26,0,0,0,0,142320,0,0,60968,72586,44282,0,0,0,0,0,0,4096,0,29.411878520221716,40.52955249996186,837.5990000000,919.2880000000,745.0610000000,18.5480000000,15.5230000000,7.1710000000,15.3940000000,12.4250000000,6.2330000000,14.2970000000,13.8720000000,19.1870000000,15.6100000000,13.7890000000,95.1540000000,28962.6240000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40897.3580000000,0.6370000000,0.5380000000,27.1760000000,1669.5020000000,9121.5620000000,9079.7270000000,0.0110000000,31775.7830000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.8651253581,0.8651253581,870.6420000000,936.9940000000,794.2420000000,18.7310000000,13.6550000000,6.6580000000,15.8570000000,16.1940000000,4.7390000000,16.0220000000,14.8560000000,15.9350000000,14.1440000000,13.5440000000,104.7940000000,28857.4330000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40890.3000000000,0.5580000000,0.4900000000,812.7590000000,1676.4670000000,9114.6040000000,9073.0100000000,0.0120000000,31775.6510000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.8651253581,0.8651253581
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,87.3387656211853,54.371628522872925,32.96713709831238,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.88,9.66,75%,0:53.59,0,0,0,0,145452,0,3,61785,75068,51428,0,856,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.81,8.92,73%,0:53.71,0,0,0,0,142368,0,0,60976,71875,45701,0,0,0,0,0,0,4096,0,27.336973001742365,40.476660450220116,828.9200000000,909.8830000000,757.8810000000,15.4170000000,14.6360000000,6.8190000000,14.0990000000,11.8810000000,3.9440000000,13.6750000000,13.1850000000,18.8340000000,14.2180000000,13.4280000000,90.7480000000,29108.0859999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40821.6550000000,0.5540000000,0.5410000000,23.3920000000,1692.8160000000,8923.6500000000,8881.8810000000,0.0120000000,31897.9950000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4856289625,0.4856289625,885.7070000000,934.5930000000,782.3830000000,16.6910000000,13.3780000000,6.6590000000,13.9740000000,15.1560000000,5.2390000000,15.8540000000,14.0550000000,15.4430000000,14.4440000000,12.1830000000,107.6030000000,28976.9870000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40820.4440000000,0.5390000000,0.4910000000,71.7950000000,1692.6480000000,8928.7160000000,8885.7650000000,0.0120000000,31891.7140000000,27761127,27761630,29211,29220,27211922,27211913,27211913,27211913,0,0,549205,549717,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,88.68107032775879,54.340128898620605,34.340941429138184,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.10,9.62,76%,0:53.56,0,0,0,0,142208,0,0,60964,75661,47568,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.87,8.86,74%,0:53.65,0,0,0,0,142204,0,0,60967,71527,45580,0,0,0,0,0,0,4096,0,27.282683547019957,34.6429206905365,838.1450000000,921.5810000000,760.8240000000,17.3890000000,13.9020000000,6.2400000000,16.7620000000,12.1550000000,4.3330000000,15.2590000000,14.3260000000,20.0800000000,16.0330000000,15.3600000000,102.9170000000,28767.6520000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40614.6740000000,0.8430000000,0.5590000000,30.9310000000,1683.6520000000,9007.9760000000,8965.7500000000,0.0130000000,31606.6870000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.4750052691,0.4750052691,888.9640000000,947.7120000000,789.4950000000,17.9530000000,14.5230000000,6.3150000000,16.1350000000,14.5760000000,5.3570000000,16.6710000000,15.5070000000,15.8740000000,14.1720000000,13.4590000000,108.8880000000,28659.8680000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40609.4280000000,0.6050000000,0.4830000000,240.3650000000,1688.8880000000,9007.0140000000,8965.5460000000,0.0120000000,31602.4030000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,85.7068977355957,54.23115682601929,31.475740909576416,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.94,9.75,76%,0:53.46,0,0,0,0,144040,0,3,61412,75640,48637,0,856,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.87,9.43,75%,0:53.61,0,0,0,0,142356,0,0,60970,71730,41870,0,0,0,0,0,0,4096,0,40.50835304437781,41.2058673239336,833.9310000000,927.8160000000,750.7170000000,16.4000000000,13.5620000000,6.5620000000,15.8000000000,12.0630000000,4.8850000000,13.2490000000,13.4480000000,19.2060000000,15.0120000000,15.2650000000,100.0590000000,28663.0440000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40557.1700000000,0.6450000000,0.5110000000,19.5250000000,1670.1420000000,9076.8040000000,9034.0540000000,0.0120000000,31480.3560000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.6170363426,0.6170363426,855.2730000000,929.7360000000,753.1840000000,16.1010000000,13.6520000000,5.2140000000,13.8980000000,13.3490000000,5.9270000000,16.9010000000,14.8250000000,14.3180000000,16.4030000000,12.7720000000,93.8870000000,28642.5320000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40557.4380000000,0.9590000000,0.5340000000,335.3370000000,1673.1370000000,9077.4900000000,9035.9160000000,0.0110000000,31479.9370000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,86.71400141716003,54.33865737915039,32.375344038009644,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.84,9.64,75%,0:53.58,0,0,0,0,142276,0,0,60968,74597,50899,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.30,9.88,74%,0:53.66,0,0,0,0,145824,0,0,61865,73408,43921,0,0,0,0,0,0,4096,0,41.005945117950446,33.62376822357178,837.0490000000,912.1580000000,750.1100000000,17.5560000000,14.7050000000,7.5030000000,16.9180000000,11.6490000000,4.8010000000,13.7480000000,14.8180000000,20.2260000000,13.6120000000,14.1120000000,94.6590000000,28803.0630000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40890.7320000000,0.6820000000,0.5140000000,25.3180000000,1669.3620000000,9276.4620000000,9234.4070000000,0.0120000000,31614.2580000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.5916658044,0.5916658044,887.9310000000,955.2690000000,810.0910000000,19.0310000000,14.5320000000,7.3650000000,13.8260000000,14.6380000000,5.4300000000,17.9800000000,15.8820000000,16.3160000000,14.0220000000,13.0250000000,107.4040000000,28630.8530000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40885.1600000000,0.7170000000,0.5970000000,127.2630000000,1673.3280000000,9276.1310000000,9234.4610000000,0.0120000000,31609.0180000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Richard_Palmer/Richard_Palmer_0001.jpg,False,False,1.0074591296724975,1.0074591637,87.00490951538086,54.6640419960022,32.34086751937866,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.87,9.25,74%,0:53.93,0,0,0,0,143696,0,0,61337,74476,50030,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.09,8.59,73%,0:54.01,0,0,0,0,144072,0,0,61414,71967,44826,0,0,0,0,0,0,4096,0,29.841993890434747,40.44076147072553,841.2890000000,940.0900000000,752.6620000000,16.2570000000,14.7780000000,6.8780000000,14.0530000000,11.5030000000,3.7530000000,14.0560000000,13.8590000000,19.3400000000,16.1140000000,15.3900000000,99.8990000000,29067.2190000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,41063.5510000000,0.6580000000,0.5980000000,24.1400000000,1679.9120000000,9152.1880000000,9110.1200000000,0.0130000000,31911.3510000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,1.0074591637,1.0074591637,873.9030000000,940.7340000000,783.4670000000,16.3850000000,12.9210000000,5.3760000000,14.7890000000,14.1040000000,5.7570000000,18.0090000000,14.5850000000,15.4280000000,14.9860000000,12.0730000000,97.1970000000,29008.8980000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,41063.5580000000,0.9010000000,0.5130000000,140.5390000000,1679.6010000000,9156.0920000000,9114.1150000000,0.0120000000,31907.4550000000,27761127,27761630,29211,29220,27211922,27211913,27211913,27211913,0,0,549205,549717,1.0074591637,1.0074591637
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Monique_Garbrecht-Enfeldt/Monique_Garbrecht-Enfeldt_0003.jpg,False,False,0.8533944934606552,0.8533945084,86.97892022132874,54.73607921600342,32.24284100532532,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.97,9.68,75%,0:53.96,0,0,0,0,144004,0,0,61415,75638,50058,0,760,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.68,8.93,73%,0:54.09,0,0,0,0,142288,0,0,60972,72445,45690,0,0,0,0,0,0,4096,0,40.7988099861145,29.46766508150101,832.7360000000,915.8010000000,770.8720000000,16.2580000000,14.7890000000,5.6410000000,14.1610000000,11.8920000000,4.6330000000,15.4970000000,13.9510000000,21.0510000000,15.5850000000,15.4660000000,96.3460000000,29220.5389999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,41163.5890000000,0.6520000000,0.5400000000,20.7100000000,1683.0770000000,9114.2440000000,9072.2650000000,0.0120000000,32049.3330000000,27761638,27761118,29212,29220,27211921,27211913,27211904,27211913,0,0,549717,549205,0.8533945084,0.8533945084,874.4230000000,939.1630000000,792.0120000000,17.9740000000,12.8990000000,5.4390000000,17.4810000000,15.8310000000,7.3060000000,20.6350000000,14.5090000000,20.5220000000,14.4000000000,12.8220000000,108.1170000000,29110.3260000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,41159.5650000000,0.6570000000,0.5210000000,247.4030000000,1688.5450000000,9114.9750000000,9073.0110000000,0.0530000000,32044.5790000000,27761118,27761630,29220,29220,27211913,27211914,27211913,27211913,0,1,549205,549716,0.8533945084,0.8533945084
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Tim_Pawlenty/Tim_Pawlenty_0001.jpg,False,False,0.8314896076917648,0.8314896226,89.72314405441284,54.600905418395996,35.122238636016846,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.86,9.69,75%,0:53.85,0,0,0,0,144008,0,0,61415,72986,49398,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.14,9.10,74%,0:53.94,0,0,0,0,142396,0,0,60972,72839,43163,0,0,0,0,0,0,4096,0,40.8939655270815,37.89240624897481,836.4640000000,913.0480000000,760.9350000000,16.8080000000,15.0340000000,7.0610000000,14.1430000000,11.4260000000,4.6290000000,13.0520000000,13.4980000000,20.3160000000,14.2740000000,14.4510000000,94.7570000000,28930.6350000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,41030.2920000000,0.8490000000,0.5550000000,21.1690000000,1666.2810000000,9290.9770000000,9248.8350000000,0.0120000000,31739.3030000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.8314896226,0.8314896226,876.5200000000,941.8920000000,783.8440000000,16.9890000000,13.3680000000,6.0160000000,15.5070000000,14.5560000000,6.2330000000,16.6100000000,14.7850000000,15.5710000000,15.1360000000,12.7190000000,93.5180000000,28834.9960000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,41029.9940000000,0.5340000000,0.5130000000,205.2190000000,1670.9410000000,9290.3120000000,9248.7090000000,0.0120000000,31739.6700000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.8314896226,0.8314896226
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Natalie_Williams/Natalie_Williams_0001.jpg,False,False,0.9663549363613129,0.9663549066,87.28889274597168,54.65422034263611,32.63467240333557,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.06,9.56,75%,0:53.90,0,0,0,0,142212,0,0,60966,75032,48775,0,760,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.66,9.56,74%,0:54.02,0,0,0,0,142244,0,0,60968,72124,42321,0,0,0,0,0,0,4096,0,24.521249482965473,28.816196975247383,842.4910000000,912.0730000000,754.5580000000,15.0860000000,13.9810000000,5.3630000000,17.0190000000,12.0600000000,5.5090000000,15.6060000000,13.8240000000,19.8040000000,15.2750000000,14.7330000000,98.4550000000,29194.7769999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40968.4670000000,0.6750000000,0.5370000000,24.6780000000,1685.9390000000,8952.3200000000,8910.5870000000,0.0120000000,32016.1370000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.9663549066,0.9663549066,867.3040000000,942.5430000000,788.8740000000,17.1580000000,12.3770000000,5.6630000000,14.5190000000,14.9410000000,5.4820000000,18.5290000000,14.5920000000,16.2910000000,15.2400000000,12.9410000000,100.4730000000,29110.7920000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,40965.1530000000,0.5990000000,0.4950000000,298.2560000000,1689.6110000000,8948.4300000000,8906.3230000000,0.0110000000,32016.7110000000,27761118,27761630,29220,29220,27211913,27211913,27211905,27211913,0,0,549205,549717,0.9663549066,0.9663549066
