,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,85.30225038528442,56.28506112098694,29.017189264297485,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.12,9.20,72%,0:55.65,0,0,0,0,145800,0,0,61863,72624,46756,0,0,0,0,0,0,4096,0,not measured,not measured,852.4050000000,928.4510000000,768.3970000000,19.2680000000,15.4740000000,5.5380000000,15.5810000000,13.6730000000,5.3230000000,18.2500000000,13.4620000000,18.9470000000,14.9170000000,13.6860000000,100.6310000000,30907.5239999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42795.5990000000,0.8050000000,0.5010000000,181.4920000000,1686.3840000000,9021.6410000000,8979.4590000000,0.0120000000,33773.9470000000,27761639,27761118,29211,29220,27211922,27211913,27211905,27211913,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Catherine_Donkers/Catherine_Donkers_0001.jpg,False,False,0.9357021003961563,0.9357020855,85.55145311355591,56.44164681434631,29.109806299209595,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.86,8.93,71%,0:55.80,0,0,0,0,147320,0,0,62233,71483,46916,0,0,0,0,0,0,4096,0,not measured,not measured,850.5760000000,925.7060000000,754.0320000000,20.3900000000,15.1480000000,5.4700000000,13.7020000000,13.4310000000,6.0330000000,14.4420000000,12.4700000000,19.3080000000,13.8170000000,11.8200000000,92.9310000000,30925.3160000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42895.7830000000,0.5630000000,0.4890000000,85.3380000000,1666.4940000000,9144.4470000000,9102.6230000000,0.0120000000,33751.2850000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9357020855,0.9357020855
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,85.34649991989136,56.266120195388794,29.080379724502563,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.57,9.73,72%,0:55.64,0,0,0,0,145488,0,0,61787,72368,47154,0,0,0,0,0,0,4096,0,not measured,not measured,853.2030000000,919.3070000000,740.6910000000,21.1660000000,15.3790000000,6.1980000000,15.6400000000,15.4180000000,5.5150000000,16.2180000000,12.4940000000,21.2750000000,14.4840000000,12.5500000000,94.9900000000,30988.0720000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42805.9430000000,0.7140000000,0.5240000000,109.8550000000,1677.6850000000,8994.6870000000,8952.6200000000,0.0120000000,33811.2460000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,85.33853578567505,56.33524799346924,29.00328779220581,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.95,9.47,72%,0:55.70,0,0,0,0,145464,0,0,61786,72018,46636,0,0,0,0,0,0,4096,0,not measured,not measured,860.1480000000,925.8580000000,761.0640000000,21.6420000000,16.6160000000,5.6780000000,12.9480000000,12.3230000000,7.0920000000,16.9250000000,12.9870000000,21.5640000000,14.3150000000,12.9510000000,102.0700000000,30846.7730000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42747.3810000000,0.5580000000,0.4950000000,77.8250000000,1682.2410000000,9029.0720000000,8987.2300000000,0.0120000000,33718.1720000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,85.40560722351074,56.339571952819824,29.066035270690918,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.96,8.89,71%,0:55.70,0,0,0,0,142260,0,0,60965,71178,48282,0,0,0,0,0,0,4096,0,not measured,not measured,852.7190000000,931.9870000000,750.9800000000,18.5360000000,15.2060000000,5.3820000000,15.2540000000,14.4830000000,5.7130000000,15.1030000000,12.8300000000,19.0880000000,13.5600000000,13.5340000000,92.7810000000,30775.7550000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42748.8660000000,0.5080000000,0.5450000000,46.9780000000,1670.2000000000,9129.7750000000,9086.8350000000,0.0120000000,33619.0790000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,85.31404638290405,56.299994468688965,29.014051914215088,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.70,9.14,71%,0:55.66,0,0,0,0,144040,0,0,61414,70735,47715,0,0,0,0,0,0,4096,0,not measured,not measured,841.5690000000,916.3660000000,728.9530000000,17.8350000000,14.7590000000,5.8790000000,16.4090000000,13.5420000000,5.6670000000,15.0450000000,12.4530000000,15.9960000000,13.7960000000,14.1150000000,88.6820000000,30876.2669999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42623.5670000000,0.8330000000,0.5240000000,162.2250000000,1664.5480000000,8966.6370000000,8924.4280000000,0.0110000000,33656.9190000000,27761639,27761118,29211,29220,27211922,27211913,27211904,27211913,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ambrose_Lee/Ambrose_Lee_0001.jpg,False,False,1.0283789094537497,1.0283789635,84.96144270896912,55.95876908302307,29.002673625946045,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.59,9.12,71%,0:55.32,0,0,0,0,144000,0,0,61413,71472,47058,0,0,0,0,0,0,4096,0,not measured,not measured,854.0520000000,931.1970000000,736.3620000000,19.8910000000,16.3340000000,5.1670000000,14.0490000000,13.0850000000,6.4860000000,17.6060000000,13.2950000000,18.8370000000,15.2950000000,12.1280000000,94.8830000000,30705.4619999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42489.2390000000,0.8740000000,0.5140000000,243.9970000000,1671.4080000000,8955.8620000000,8913.8870000000,0.0130000000,33533.3650000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,1.0283789635,1.0283789635
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Debbie_Reynolds/Debbie_Reynolds_0001.jpg,False,False,0.7576908618211746,0.7576908469,85.57967829704285,56.56236219406128,29.017316102981567,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",31.12,9.13,71%,0:55.94,0,0,0,0,145752,0,0,61859,72668,49175,0,0,0,0,0,0,4096,0,not measured,not measured,846.3460000000,945.2820000000,738.0210000000,19.1210000000,16.2490000000,5.8990000000,14.5960000000,13.8750000000,5.2130000000,16.5760000000,12.3290000000,19.5660000000,13.9860000000,12.6920000000,100.0330000000,30704.4510000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,43023.7550000000,0.5600000000,0.4930000000,263.4220000000,1663.6950000000,9478.5480000000,9436.5210000000,0.0120000000,33545.1960000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.7576908469,0.7576908469
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Dominik_Hrbaty/Dominik_Hrbaty_0001.jpg,False,False,0.7776578515768051,0.7776578665,85.24581813812256,56.21204948425293,29.03376865386963,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.78,9.61,72%,0:55.57,0,0,0,0,147320,0,0,62233,72436,45312,0,0,0,0,0,0,4096,0,not measured,not measured,843.6550000000,916.9390000000,751.6480000000,18.4680000000,15.6110000000,7.2480000000,14.7630000000,13.2830000000,5.7020000000,14.7870000000,13.1550000000,19.9900000000,13.3660000000,12.3590000000,91.5480000000,30480.5020000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42701.6630000000,0.5560000000,0.4940000000,29.7510000000,1669.9130000000,9407.2870000000,9365.3490000000,0.0120000000,33294.3650000000,27761639,27761118,29211,29220,27211922,27211913,27211904,27211913,0,0,549717,549205,0.7776578665,0.7776578665
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Kim_Jin-sun/Kim_Jin-sun_0001.jpg,False,False,0.9445789381861687,0.9445789456,85.05359625816345,55.94465684890747,29.10893940925598,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",30.67,9.75,73%,0:55.30,0,0,0,0,143976,0,0,61412,72671,46494,0,0,0,0,0,0,4096,0,not measured,not measured,853.2830000000,925.4190000000,760.2070000000,19.6900000000,15.2670000000,4.8400000000,15.5220000000,13.9360000000,5.9960000000,16.8720000000,12.8030000000,19.5200000000,14.1290000000,13.1740000000,92.1340000000,30576.2650000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,42425.8760000000,0.5480000000,0.4970000000,26.1200000000,1682.8840000000,9000.4530000000,8956.9270000000,0.0130000000,33425.4110000000,27761639,27761118,29211,29220,27211922,27211913,27211913,27211913,0,0,549717,549205,0.9445789456,0.9445789456
