,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.40690413595256714,0.406904136,132.0207221508026,130.05859804153442,1.9621241092681885,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.40,3.21,7%,2:09.54,0,0,0,0,343788,0,15,138925,90249,759,0,5768,0,0,0,0,4096,0,0,377.8530000000,485.7400000000,466.7050000000,11.8910000000,6.9880000000,6.7350000000,9.1350000000,6.6530000000,8.2720000000,14.1800000000,7.7630000000,20.6540000000,9.4270000000,10.7890000000,63.1510000000,77140.7359999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,127406.1260000000,0.1070000000,0.3920000000,508.3070000000,35.3230000000,48718.3010000000,48710.9580000000,0.0040000000,78687.8220000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4069041360,0.4069041360
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Kathleen_Kennedy_Townsend/Kathleen_Kennedy_Townsend_0003.jpg,False,False,0.9969990332139343,0.9969990332,130.84473323822021,128.89270162582397,1.9520316123962402,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.40,2.95,7%,2:08.45,0,0,0,0,343652,0,0,138937,89930,522,0,0,0,0,0,0,4096,0,0,380.2760000000,488.9170000000,468.5820000000,11.0920000000,7.8270000000,7.3400000000,9.0320000000,6.4240000000,7.2660000000,13.2050000000,7.5240000000,19.1970000000,9.4350000000,6.3790000000,63.0930000000,78964.8190000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,126400.2790000000,0.1050000000,0.1180000000,458.7620000000,50.5190000000,45891.1730000000,45885.2540000000,0.0020000000,80509.1050000000,62192430,62191406,10532,10523,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.9969990332,0.9969990332
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562900248924745,0.4856290025,131.42930221557617,129.49064111709595,1.9386610984802246,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.22,3.03,7%,2:08.89,0,0,0,0,343660,0,0,138936,90742,633,0,0,0,0,0,0,4096,0,0,393.1950000000,485.0230000000,472.4700000000,10.7400000000,7.5110000000,7.0420000000,8.6410000000,6.4790000000,6.4360000000,13.8160000000,7.5160000000,19.0450000000,8.7950000000,6.9990000000,63.4690000000,75590.3329999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,126719.2530000000,0.0960000000,0.0860000000,494.5930000000,135.1340000000,49574.8630000000,49568.1590000000,0.0040000000,77144.3870000000,62192430,62191406,10532,10523,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4856290025,0.4856290025
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053326354595,0.4750053326,124.99684977531433,123.05124974250793,1.9456000328063965,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.64,3.02,7%,2:02.53,0,0,0,0,343656,0,0,138936,90807,594,0,0,0,0,0,0,4096,0,0,415.5730000000,501.7360000000,460.1430000000,10.8680000000,7.2570000000,6.8720000000,8.2220000000,6.6590000000,6.8060000000,13.7740000000,7.9390000000,18.8330000000,9.3150000000,6.7240000000,64.8300000000,72574.4610000004,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,120523.9370000000,0.1050000000,0.1100000000,415.6880000000,31.8780000000,46367.6830000000,46360.9350000000,0.0030000000,74156.2520000000,62192430,62191406,10532,10523,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4750053326,0.4750053326
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364045973071,0.6170364046,115.6432375907898,113.6994001865387,1.9438374042510986,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.24,3.05,8%,1:53.23,0,0,0,0,343476,0,0,138933,89468,644,0,0,0,0,0,0,4096,0,0,381.8650000000,492.1150000000,462.4530000000,10.5370000000,7.3690000000,7.0980000000,8.6990000000,6.6740000000,7.0430000000,13.2340000000,7.8860000000,19.6330000000,9.2230000000,7.3910000000,64.2620000000,64918.5549999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,111175.0290000000,0.1170000000,0.1060000000,418.5600000000,59.8350000000,44710.6750000000,44703.6020000000,0.0030000000,66464.3510000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.6170364046,0.6170364046
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658221598071,0.5916658222,115.49313712120056,113.56239295005798,1.9307441711425781,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.38,2.95,8%,1:53.10,0,0,0,0,343788,0,0,138936,90226,506,0,0,0,0,0,0,4096,0,0,385.3440000000,489.8330000000,466.6530000000,10.7250000000,7.4280000000,7.0600000000,8.4470000000,6.5980000000,8.1020000000,14.2360000000,7.6020000000,20.8440000000,9.8780000000,6.9970000000,65.6610000000,67235.5969999996,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,110967.4650000000,0.0640000000,0.0760000000,524.9300000000,70.5890000000,42184.3620000000,42178.5800000000,0.0030000000,68783.1010000000,62192430,62191406,10532,10532,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.5916658222,0.5916658222
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Phil_Bennett/Phil_Bennett_0001.jpg,False,False,0.9717043166413276,0.9717043166,125.71926736831665,123.77717185020447,1.9420955181121826,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.24,3.08,7%,2:03.34,0,0,0,0,343428,0,0,138934,90370,730,0,0,0,0,0,0,4096,0,0,378.4260000000,489.0970000000,458.9070000000,11.1920000000,7.4390000000,6.8990000000,8.6260000000,6.5630000000,6.5740000000,13.8310000000,7.6540000000,19.8720000000,9.9840000000,6.6620000000,63.6930000000,70533.4140000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,121252.1840000000,0.0720000000,0.0680000000,502.4600000000,34.6630000000,49184.6870000000,49179.7510000000,0.0020000000,72067.4950000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.9717043166,0.9717043166
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Kathy_Baker/Kathy_Baker_0001.jpg,False,False,0.9375658661448711,0.9375658661,122.3340196609497,120.3921525478363,1.9418671131134033,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.42,2.99,7%,1:59.93,0,0,0,0,343424,0,0,138932,89580,672,0,0,0,0,0,0,4096,0,0,372.8290000000,484.6120000000,457.4670000000,10.6230000000,7.2970000000,6.7360000000,8.9810000000,6.4920000000,6.7770000000,13.8660000000,7.5080000000,19.1240000000,9.8230000000,6.4740000000,63.4900000000,72212.5359999997,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,117877.6850000000,0.1160000000,0.1270000000,452.2440000000,37.8660000000,44145.4070000000,44139.7920000000,0.0020000000,73732.2760000000,62192430,62191406,10532,10531,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.9375658661,0.9375658661
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Mohammad_Al-Sharief/Mohammad_Al-Sharief_0001.jpg,False,False,0.9709032768496473,0.9709032768,132.01125645637512,130.07865619659424,1.9326002597808838,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.24,3.08,7%,2:09.53,0,0,0,0,343428,0,0,138933,89488,1092,0,0,0,0,0,0,4096,0,0,374.3760000000,484.8050000000,462.5050000000,10.6040000000,7.2750000000,6.3640000000,8.3920000000,6.3570000000,7.5290000000,13.3790000000,7.5890000000,19.2470000000,9.1930000000,6.7270000000,64.5690000000,77941.8259999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,127503.3130000000,0.0920000000,0.0850000000,422.6620000000,29.2410000000,48040.6710000000,48033.4550000000,0.0040000000,79462.6390000000,62192430,62191406,10532,10532,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.9709032768,0.9709032768
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Jelena_Dokic/Jelena_Dokic_0008.jpg,False,False,0.8473599881704015,0.8473599882,132.740704536438,130.80505394935608,1.9356505870819092,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",6.51,2.94,7%,2:10.30,0,0,0,0,343684,0,0,138935,89578,823,0,0,0,0,0,0,4096,0,0,379.9630000000,496.1750000000,466.8600000000,10.7500000000,7.2450000000,6.2980000000,8.0480000000,6.4110000000,7.0220000000,13.5180000000,7.3440000000,19.1900000000,9.2920000000,6.3800000000,63.8840000000,75010.8140000004,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,128106.6700000000,0.0680000000,0.0740000000,588.9220000000,37.3400000000,51555.6280000000,51548.9650000000,0.0030000000,76551.0400000000,62192430,62191406,10532,10532,60591273,60591273,60591264,60591273,0,0,1601157,1600133,0.8473599882,0.8473599882
