,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,60.83768081665039,43.44727444648743,17.390406370162964,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.37,5.25,55%,0:42.96,0,0,0,0,158636,0,3,64924,70073,44887,0,856,0,0,0,0,4096,0,22.62659621337557,19.473328775043967,525.8050000000,580.3010000000,467.8590000000,9.8360000000,9.4190000000,4.6800000000,10.9900000000,8.0000000000,3.5760000000,9.8040000000,7.4830000000,10.3400000000,8.3290000000,7.3480000000,60.4570000000,25122.1130000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34886.8400000000,0.3880000000,0.3010000000,17.0530000000,2247.8900000000,7999.0370000000,7977.0860000000,0.0080000000,26887.7950000000,31648990,31648478,49956,49956,31099273,31099273,31099265,31099273,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Gerard_Kleisterlee/Gerard_Kleisterlee_0001.jpg,False,False,0.9042386040091515,0.9042386413,66.87898325920105,44.27711224555969,22.601871013641357,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.52,5.79,55%,0:43.71,0,0,0,0,162712,0,3,65949,71124,45987,0,856,0,0,0,0,4096,0,19.382226210079192,23.536582367058273,563.4200000000,618.3420000000,483.6920000000,10.2440000000,9.8000000000,4.9870000000,11.7190000000,10.1600000000,2.9540000000,9.2780000000,8.0610000000,11.1410000000,8.4660000000,8.0150000000,62.3520000000,25826.0890000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35592.7410000000,0.2960000000,0.2810000000,11.2390000000,2231.1870000000,7901.2950000000,7879.3340000000,0.0090000000,27691.4390000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.9042386413,0.9042386413
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,59.54401969909668,42.28303623199463,17.26098346710205,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.34,5.27,56%,0:41.72,0,0,0,0,158520,0,0,64922,69722,40359,0,0,0,0,0,0,4096,0,22.74393704882622,22.552020066173554,505.7300000000,555.3820000000,430.1200000000,9.0930000000,8.5710000000,5.0740000000,10.1110000000,8.3800000000,3.2030000000,9.2310000000,7.1230000000,11.5360000000,7.9240000000,6.6280000000,53.4830000000,24130.4480000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,33608.4260000000,0.3550000000,0.2990000000,23.4890000000,2239.3870000000,7810.0120000000,7788.0350000000,0.0080000000,25798.4050000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,63.0148241519928,43.690879344940186,19.323944807052612,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.60,5.38,55%,0:43.16,0,0,0,0,162756,0,0,65946,70513,42459,0,0,0,0,0,0,4096,0,20.612953043784145,22.79856049814844,540.4780000000,597.3580000000,493.6360000000,10.3160000000,9.2950000000,5.5840000000,12.3500000000,9.6580000000,3.3660000000,10.5400000000,8.0690000000,11.9020000000,9.1270000000,7.1630000000,61.5840000000,25166.6640000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35065.8990000000,0.2880000000,0.2750000000,14.8050000000,2211.6890000000,8064.9160000000,8042.4660000000,0.0090000000,27000.9730000000,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,61.28598737716675,43.58846569061279,17.697521686553955,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.38,5.26,54%,0:43.02,0,0,0,0,150384,0,3,62873,70733,44442,0,832,0,0,0,0,4096,0,22.639615100545885,19.562788025565148,527.2140000000,589.9760000000,472.8800000000,10.8100000000,9.6850000000,5.8820000000,11.3470000000,9.7900000000,3.8790000000,9.1660000000,7.5660000000,11.3820000000,8.8310000000,7.7440000000,56.2000000000,25243.8880000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35030.5250000000,0.3210000000,0.2960000000,15.8970000000,2216.9250000000,8006.3830000000,7984.4620000000,0.0090000000,27024.1340000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,62.37221384048462,43.42676138877869,18.945452451705933,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.16,5.45,55%,0:42.81,0,0,0,0,150444,0,0,62875,70711,42750,0,0,0,0,0,0,4096,0,22.39313137096834,20.71442176513195,519.1270000000,572.8480000000,454.6110000000,9.2090000000,9.0910000000,4.8620000000,10.6700000000,8.4890000000,2.9470000000,8.3630000000,7.8080000000,11.1790000000,8.6590000000,7.2660000000,57.1120000000,24872.0500000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34730.9540000000,0.3840000000,0.3650000000,14.3980000000,2217.3350000000,8131.9010000000,8110.0130000000,0.0080000000,26599.0360000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ruano_Pascual/Ruano_Pascual_0001.jpg,False,False,0.9497301504015923,0.9497301579,61.83175539970398,42.720707654953,19.111047744750977,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.25,5.26,55%,0:42.12,0,0,0,0,154412,0,0,63898,71181,42408,0,0,0,0,0,0,4096,0,18.61081223102212,22.100817719578746,513.5160000000,566.1200000000,446.9940000000,9.1200000000,8.4200000000,5.1470000000,10.8020000000,9.0320000000,3.3670000000,8.6460000000,7.4660000000,11.0790000000,8.4070000000,7.7470000000,64.7920000000,24472.2790000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34045.0080000000,0.3510000000,0.2920000000,17.5000000000,2224.4310000000,7852.0390000000,7830.0060000000,0.0080000000,26192.9620000000,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.9497301579,0.9497301579
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Franck_Cerutti/Franck_Cerutti_0001.jpg,False,False,0.9177302494645119,0.9177302718,60.844420194625854,42.90019750595093,17.944222688674927,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.24,5.34,55%,0:42.43,0,0,0,0,158536,0,0,64923,68427,46255,0,8,0,0,0,0,4096,0,19.83639204345894,18.05334162155724,519.0040000000,570.4850000000,449.3200000000,8.4840000000,8.8410000000,4.4950000000,10.8700000000,8.4300000000,3.4130000000,9.2170000000,7.1860000000,10.8500000000,8.3540000000,7.1420000000,57.0220000000,24637.5660000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34348.9730000000,0.3400000000,0.3000000000,67.6950000000,2219.1970000000,7984.6130000000,7961.8660000000,0.0100000000,26364.3500000000,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.9177302718,0.9177302718
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Jennie_Finch/Jennie_Finch_0001.jpg,False,False,0.8170062303543091,0.8170062304,62.09240221977234,42.95014667510986,19.142255544662476,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.39,5.06,55%,0:42.41,0,0,0,0,150344,0,0,62873,71070,42715,0,0,0,0,0,0,4096,0,20.04636510086441,21.612924128952027,513.3170000000,553.7940000000,444.0510000000,9.6190000000,8.4450000000,5.3660000000,10.8350000000,8.2550000000,3.1830000000,10.3130000000,7.2600000000,11.8070000000,7.8840000000,7.0430000000,50.8150000000,24637.0939999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34358.2680000000,0.3480000000,0.2930000000,36.4430000000,2234.5410000000,8028.3980000000,8006.2290000000,0.0090000000,26329.8620000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.8170062304,0.8170062304
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Mike_Gable/Mike_Gable_0001.jpg,False,False,1.0078362505882978,1.0078362226,61.379833459854126,43.340978145599365,18.03885531425476,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",18.24,5.28,55%,0:42.77,0,0,0,0,162680,0,0,65943,72365,40353,0,752,0,0,0,0,4096,0,22.943352321877484,18.097105115454198,499.5850000000,548.9460000000,424.7170000000,9.4600000000,8.6080000000,5.8950000000,10.5990000000,7.7270000000,3.9240000000,8.2220000000,6.7960000000,11.2740000000,7.6590000000,6.8570000000,49.9820000000,24768.8590000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34635.0420000000,0.3950000000,0.2910000000,18.9470000000,2245.9140000000,8219.1340000000,8195.1070000000,0.0090000000,26415.9000000000,31648990,31648478,49956,49956,31099273,31099282,31099273,31099273,0,0,549717,549196,1.0078362226,1.0078362226
