,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Clara_Harris/Clara_Harris_0002.jpg,True,True,0.4241462934992726,0.4241462935,94.28102707862854,78.63004064559937,15.650986433029175,0,0,2058.8610000000,2394.8620000000,1790.1350000000,34.3800000000,24.5850000000,10.9290000000,22.3500000000,19.8470000000,7.4700000000,24.5000000000,21.8250000000,25.3340000000,28.2960000000,22.9180000000,165.9710000000,37685.4010000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,63056.0040000000,0.3590000000,0.3310000000,19.9210000000,819.4910000000,18629.7180000000,18564.0680000000,0.0120000000,44426.2760000000,86428462,86427438,29220,29220,84827305,84827306,84827305,84827305,0,0,1601157,1600132,0.4241462935,0.4241462935
1,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Clara_Harris/Clara_Harris_0003.jpg,True,True,0.2817597151928697,0.2817597152,98.13872146606445,81.52408051490784,16.614640951156616,0,0,2056.9070000000,2383.7120000000,1782.2250000000,31.3240000000,23.9860000000,8.9560000000,23.4820000000,20.3170000000,6.6080000000,26.0400000000,20.5820000000,30.4190000000,25.4640000000,23.1830000000,154.7960000000,39362.0949999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,65503.7970000000,0.3420000000,0.3240000000,27.0060000000,845.1290000000,19435.3930000000,19369.7710000000,0.0070000000,46068.3940000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.2817597152,0.2817597152
2,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Clara_Harris/Clara_Harris_0004.jpg,True,True,0.39054420234448084,0.3905442023,94.74725341796875,78.09677338600159,16.650480031967163,0,0,2039.2080000000,2381.2170000000,1798.9090000000,31.1790000000,24.2080000000,9.5730000000,24.3350000000,20.0080000000,7.2580000000,25.0260000000,21.0700000000,28.8720000000,25.1560000000,21.5160000000,155.3120000000,37790.3739999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,62144.7500000000,0.3140000000,0.3210000000,29.2760000000,837.4890000000,17652.7860000000,17587.2710000000,0.0110000000,44491.9530000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.3905442023,0.3905442023
3,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Clara_Harris/Clara_Harris_0005.jpg,False,True,0.6275430617043171,0.6275430617,95.98994588851929,79.23894786834717,16.75099802017212,0,0,2047.9250000000,2391.5660000000,1781.8750000000,32.7490000000,24.3460000000,8.9400000000,27.0840000000,20.6830000000,7.8890000000,25.2060000000,21.9780000000,24.3650000000,26.0330000000,21.5570000000,146.0190000000,38067.9640000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,63228.8750000000,0.3080000000,0.3020000000,18.8800000000,837.6100000000,18459.7630000000,18394.9590000000,0.0070000000,44769.0950000000,86428462,86427438,29220,29220,84827305,84827305,84827297,84827305,0,0,1601157,1600133,0.6275430617,0.6275430617
4,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Justine_Pasek/Justine_Pasek_0003.jpg,False,False,0.9534608448956292,0.9534608449,94.33911371231079,77.56503129005432,16.77408242225647,0,0,2049.3100000000,2383.7410000000,1795.7190000000,32.3190000000,23.9610000000,9.5670000000,24.2870000000,19.3200000000,8.3880000000,25.5880000000,22.6880000000,24.1680000000,25.7710000000,23.8140000000,147.9950000000,37671.3130000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,61556.7750000000,0.3290000000,0.3150000000,26.3540000000,837.3930000000,17184.9520000000,17119.5290000000,0.0080000000,44371.8120000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.9534608449,0.9534608449
5,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Curtis_Rodriguez/Curtis_Rodriguez_0001.jpg,False,False,0.8188613520687631,0.8188613521,95.73078227043152,78.91763138771057,16.813150882720947,0,0,2071.7150000000,2385.7060000000,1786.9460000000,33.0190000000,23.5930000000,8.7030000000,23.2370000000,20.6240000000,5.9250000000,25.9720000000,23.0270000000,23.3250000000,27.7920000000,23.5220000000,153.9090000000,37977.9659999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,62808.3340000000,0.3800000000,0.3580000000,21.0190000000,841.8400000000,18100.1630000000,18033.5340000000,0.0080000000,44708.1600000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.8188613521,0.8188613521
6,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Joe_Friedberg/Joe_Friedberg_0001.jpg,False,False,0.9518790417581194,0.9518790418,95.84598469734192,79.13846492767334,16.70751976966858,0,0,2030.9910000000,2382.3210000000,1790.2140000000,32.6630000000,25.2830000000,8.5260000000,24.0940000000,20.1960000000,8.9490000000,28.0870000000,22.5480000000,29.6610000000,29.7060000000,22.9790000000,162.7720000000,37889.5780000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,63171.9700000000,0.3170000000,0.3140000000,65.0830000000,830.2100000000,18578.3080000000,18511.0010000000,0.0070000000,44593.6490000000,86428471,86427438,29211,29220,84827314,84827314,84827305,84827305,0,0,1601157,1600124,0.9518790418,0.9518790418
7,lfw/Clara_Harris/Clara_Harris_0001.jpg,lfw/Eli_Rosenbaum/Eli_Rosenbaum_0001.jpg,False,False,0.9809522852269363,0.9809522852,96.53233361244202,79.76699805259705,16.76533555984497,0,0,2075.2200000000,2398.8000000000,1816.8480000000,32.2590000000,22.4600000000,9.0630000000,21.3160000000,20.1280000000,7.2910000000,29.0690000000,21.8270000000,27.3270000000,29.0720000000,22.6530000000,158.0150000000,38055.4309999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,63786.1630000000,0.3150000000,0.3190000000,23.1770000000,832.0800000000,18955.3860000000,18890.8720000000,0.0080000000,44830.7630000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.9809522852,0.9809522852
0,lfw/Clare_Short/Clare_Short_0001.jpg,lfw/Clare_Short/Clare_Short_0002.jpg,True,True,0.3975268759817794,0.397526876,96.46737313270569,79.70092296600342,16.76645016670227,0,0,2042.5850000000,2385.9250000000,1804.3930000000,33.1620000000,24.3270000000,11.1520000000,22.0500000000,19.8180000000,6.5910000000,26.5010000000,22.6390000000,27.0190000000,28.8250000000,22.0960000000,159.4980000000,38143.4789999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,63708.7540000000,0.3560000000,0.3420000000,23.5130000000,845.7440000000,18841.9870000000,18776.5790000000,0.0080000000,44866.7450000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.3975268760,0.3975268760
1,lfw/Clare_Short/Clare_Short_0001.jpg,lfw/Clare_Short/Clare_Short_0003.jpg,True,True,0.4613630077334321,0.4613630077,96.62088584899902,79.824054479599,16.796831369400024,0,0,2034.7060000000,2389.5020000000,1751.4950000000,31.6750000000,24.5650000000,8.6960000000,22.0590000000,19.7060000000,5.9920000000,26.7200000000,21.1750000000,25.4100000000,27.4510000000,23.1700000000,149.9360000000,38286.2380000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,63742.9650000000,0.3490000000,0.3560000000,22.4180000000,841.8250000000,18805.3470000000,18739.5430000000,0.0070000000,44937.6080000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.4613630077,0.4613630077
