,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,68.39860606193542,51.70095372200012,16.697652339935303,0,0,1876.0630000000,2204.2200000000,1541.5190000000,23.1860000000,18.2070000000,10.1230000000,24.2470000000,21.3370000000,5.9310000000,25.9170000000,21.1130000000,27.7570000000,24.2570000000,20.8780000000,111.3550000000,14220.9510000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,34379.0220000000,0.3190000000,0.3100000000,14.0590000000,2089.7890000000,14119.5290000000,14054.1760000000,0.0070000000,20259.4830000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.2064672729,0.2064672729
1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.41308655913370573,0.4130865591,68.10873699188232,51.3834753036499,16.725261688232422,0,0,1868.2280000000,2189.9170000000,1534.2780000000,25.7460000000,18.4250000000,11.0400000000,22.5400000000,21.6630000000,6.6020000000,24.7680000000,19.4790000000,29.0420000000,24.1870000000,20.8290000000,122.0250000000,14090.5680000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,34038.0750000000,0.3220000000,0.3140000000,23.7130000000,2077.5940000000,13926.6170000000,13862.3950000000,0.0070000000,20111.4490000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.4130865591,0.4130865591
2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,68.10142707824707,51.37789440155029,16.723532676696777,0,0,1876.2560000000,2188.9300000000,1522.4960000000,24.2830000000,19.3760000000,9.5550000000,23.9620000000,21.8880000000,7.4310000000,26.1870000000,20.1770000000,27.0690000000,24.0510000000,23.1990000000,136.1500000000,13938.5620000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33975.5310000000,0.3220000000,0.3080000000,21.9500000000,2101.8410000000,14008.1310000000,13943.0850000000,0.0070000000,19967.3900000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.4830939515,0.4830939515
3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Augusto_Pinochet/Augusto_Pinochet_0001.jpg,False,False,0.8786946680979515,0.8786946681,67.86062812805176,51.14268159866333,16.717946529388428,0,0,1869.5280000000,2192.0270000000,1513.3940000000,26.0330000000,18.6230000000,9.2490000000,25.7550000000,21.5140000000,7.7160000000,27.1830000000,23.8430000000,25.6360000000,25.2480000000,22.3790000000,119.1270000000,14229.0350000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33802.5450000000,0.3340000000,0.3210000000,13.0830000000,2075.8780000000,13569.1740000000,13504.0530000000,0.0080000000,20233.3610000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.8786946681,0.8786946681
4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Robert_Hyatt/Robert_Hyatt_0001.jpg,False,False,0.8363322271044901,0.8363322271,68.0480523109436,51.23673987388611,16.811312437057495,0,0,1879.4380000000,2202.3120000000,1526.1510000000,27.6810000000,20.4480000000,9.0990000000,23.8150000000,21.7270000000,5.7120000000,25.3260000000,20.9060000000,27.1440000000,24.4190000000,20.2760000000,117.0170000000,14166.4520000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33873.4280000000,0.3450000000,0.3190000000,23.1510000000,2081.7140000000,13674.8480000000,13610.7470000000,0.0080000000,20198.5690000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.8363322271,0.8363322271
5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Jerry_Lewis/Jerry_Lewis_0001.jpg,False,False,0.9088969103512365,0.9088969104,67.92984127998352,51.27070665359497,16.65913462638855,0,0,1876.0080000000,2199.1270000000,1521.7290000000,24.3250000000,18.4520000000,11.8920000000,23.2230000000,21.4560000000,6.3300000000,24.8060000000,19.8010000000,28.6690000000,26.0100000000,20.8460000000,139.3170000000,14103.4810000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33922.3600000000,0.3150000000,0.3060000000,22.5900000000,2082.0280000000,13776.4370000000,13711.2700000000,0.0070000000,20145.9130000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.9088969104,0.9088969104
0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,68.2926459312439,51.572962522506714,16.719683408737183,0,0,1879.6670000000,2213.6210000000,1533.9830000000,25.8120000000,18.7180000000,8.8530000000,21.8770000000,21.0900000000,6.0980000000,24.8530000000,20.1850000000,27.0780000000,25.0370000000,21.6840000000,127.7600000000,14163.8490000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,34231.4520000000,0.3100000000,0.3160000000,13.3490000000,2107.5920000000,14007.3020000000,13943.2340000000,0.0070000000,20224.1430000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.3933947035,0.3933947035
1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Carl_Pope/Carl_Pope_0001.jpg,False,False,0.7599014291275632,0.7599014291,67.95971751213074,51.22305727005005,16.73666024208069,0,0,1865.4930000000,2216.7680000000,1525.6890000000,27.7400000000,19.2030000000,8.2460000000,25.7840000000,22.6780000000,6.6030000000,27.1780000000,20.2970000000,31.2830000000,26.0120000000,20.6670000000,128.7660000000,14160.3130000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,33846.6890000000,0.3230000000,0.3110000000,23.5220000000,2103.8710000000,13630.8650000000,13566.3830000000,0.0070000000,20215.8110000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.7599014291,0.7599014291
0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,68.32764482498169,51.60907959938049,16.718565225601196,0,0,1875.4420000000,2196.1210000000,1527.6080000000,23.7560000000,18.1300000000,11.5470000000,23.4690000000,22.2670000000,4.9380000000,26.5510000000,19.7890000000,28.3200000000,25.8960000000,20.3310000000,134.8320000000,14137.6150000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,34162.2580000000,0.3080000000,0.3080000000,22.7030000000,2088.9300000000,13982.0840000000,13917.0140000000,0.0080000000,20180.1650000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.2610903680,0.2610903680
1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Roy_Rogers/Roy_Rogers_0001.jpg,False,False,0.9303528833279577,0.9303528833,68.16566848754883,51.42200994491577,16.743658542633057,0,0,1866.5180000000,2195.5670000000,1525.2000000000,23.9520000000,18.0250000000,7.3820000000,25.9160000000,20.0670000000,7.0540000000,27.0330000000,22.6090000000,25.3170000000,25.4100000000,19.9580000000,128.1000000000,14148.2719999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,34050.4860000000,0.3760000000,0.3110000000,13.5450000000,2119.7060000000,13884.6640000000,13819.5450000000,0.0070000000,20165.8130000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.9303528833,0.9303528833
