,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,48.89245820045471,46.98249530792236,1.9099628925323486,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.02,1.91,10%,0:46.53,0,0,0,0,157708,0,0,64456,59933,398,0,0,0,0,0,0,4096,0,0,175.2680000000,204.1360000000,201.5820000000,8.5060000000,5.2210000000,6.1490000000,6.4500000000,5.1450000000,5.4230000000,8.5280000000,6.0940000000,14.7490000000,7.0560000000,4.8320000000,49.3970000000,34284.1040000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,45658.4190000000,0.0750000000,0.0900000000,190.3200000000,28.6530000000,10641.7950000000,10639.8770000000,0.0010000000,35016.6220000000,19986910,19986398,10532,10532,19437193,19437193,19437184,19437193,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Rien_Long/Rien_Long_0001.jpg,False,False,0.973995890468359,0.9739958644,48.08010292053223,46.158164501190186,1.921938419342041,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.20,1.89,11%,0:45.72,0,0,0,0,157924,0,0,64458,59954,1017,0,0,0,0,0,0,4096,0,0,175.8680000000,206.4960000000,203.3350000000,6.8930000000,5.5190000000,5.4260000000,7.1650000000,4.9130000000,5.4780000000,8.6300000000,6.1530000000,15.3510000000,7.4940000000,5.0340000000,48.3870000000,33385.6840000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,44803.2360000000,0.0570000000,0.0680000000,230.1940000000,37.6120000000,10681.0720000000,10678.7040000000,0.0020000000,34122.1630000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9739958644,0.9739958644
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,48.27130126953125,46.3543906211853,1.9169106483459473,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.08,1.85,10%,0:45.94,0,0,0,0,157936,0,0,64460,59144,469,0,0,0,0,0,0,4096,0,0,174.3610000000,205.6480000000,202.2410000000,7.1330000000,5.1640000000,5.5820000000,6.4200000000,5.1570000000,4.9240000000,8.0060000000,6.1500000000,14.9140000000,7.2570000000,4.7860000000,48.5880000000,33874.9390000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,45017.5290000000,0.0920000000,0.1170000000,201.8730000000,40.7620000000,10407.7920000000,10405.1660000000,0.0020000000,34609.7350000000,19986910,19986398,10532,10532,19437193,19437193,19437184,19437193,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,51.13958954811096,49.23477602005005,1.904813528060913,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.07,1.89,10%,0:48.40,0,0,0,0,157916,0,0,64458,59533,786,0,0,0,0,0,0,4096,0,0,173.8650000000,205.6940000000,203.8470000000,7.4430000000,5.4210000000,5.4750000000,6.7580000000,4.9140000000,5.0450000000,8.3780000000,6.2450000000,15.5280000000,7.3130000000,5.1970000000,49.7790000000,34634.7470000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,47462.1820000000,0.0370000000,0.0460000000,244.4430000000,45.1070000000,12092.5750000000,12089.7550000000,0.0020000000,35369.6040000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,51.27522611618042,49.338024377822876,1.937201738357544,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.93,1.87,9%,0:48.46,0,0,0,0,157708,0,0,64454,59034,306,0,0,0,0,0,0,4096,0,0,172.0490000000,212.8830000000,200.0250000000,7.4190000000,5.5520000000,5.1540000000,6.3340000000,5.0160000000,5.3880000000,8.2360000000,6.1300000000,14.8440000000,7.1560000000,5.0570000000,48.7310000000,34998.3740000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,47581.4870000000,0.0390000000,0.0330000000,177.3480000000,37.2440000000,11844.9150000000,11842.6100000000,0.0010000000,35736.5690000000,19986910,19986398,10532,10523,19437193,19437193,19437193,19437193,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,51.231074810028076,49.31069374084473,1.9203810691833496,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.95,1.97,10%,0:48.41,0,0,0,0,157864,0,0,64456,59030,776,0,0,0,0,0,0,4096,0,0,170.9200000000,201.8200000000,199.7240000000,6.6640000000,5.2070000000,5.3650000000,6.1430000000,4.7550000000,4.8290000000,8.0950000000,5.9690000000,17.7590000000,7.1190000000,5.0140000000,48.5980000000,35055.6720000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,47513.4170000000,0.0370000000,0.0420000000,206.7560000000,43.2980000000,11736.9860000000,11734.5320000000,0.0020000000,35776.4290000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ricky_Cottrill/Ricky_Cottrill_0001.jpg,False,False,0.8714229911565781,0.8714230061,51.31738233566284,49.39659810066223,1.9207842350006104,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.99,1.85,9%,0:48.52,0,0,0,0,157848,0,0,64459,58728,435,0,0,0,0,0,0,4096,0,0,173.2340000000,203.1420000000,202.8430000000,7.0210000000,5.0830000000,5.0560000000,7.3100000000,4.7990000000,5.5780000000,8.2190000000,5.9150000000,14.7980000000,7.3180000000,4.9440000000,48.4600000000,35556.1420000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,47588.3350000000,0.0350000000,0.0440000000,260.2450000000,39.7860000000,11303.6390000000,11301.1070000000,0.0020000000,36284.6930000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8714230061,0.8714230061
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/David_Hyde_Pierce/David_Hyde_Pierce_0003.jpg,False,False,0.9324886724352837,0.9324886203,49.44414949417114,47.50589895248413,1.9382505416870117,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",2.96,2.01,10%,0:46.61,0,0,0,0,157888,0,0,64458,58875,403,0,0,0,0,0,0,4096,0,0,173.4700000000,204.0140000000,200.4960000000,7.3370000000,5.1950000000,5.0150000000,7.0500000000,5.0870000000,5.6810000000,8.3970000000,6.0640000000,15.1300000000,7.4040000000,5.1670000000,50.1220000000,34080.0580000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,45727.7050000000,0.0370000000,0.0410000000,202.7870000000,30.9940000000,10918.2090000000,10915.8780000000,0.0020000000,34809.4930000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9324886203,0.9324886203
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/John_Warner/John_Warner_0003.jpg,False,False,0.8302115797996521,0.8302115202,48.35757398605347,46.43788743019104,1.9196865558624268,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.17,1.85,10%,0:46.03,0,0,0,0,157888,0,0,64458,59159,586,0,0,0,0,0,0,4096,0,0,171.7550000000,203.4470000000,203.4910000000,6.7560000000,5.1170000000,5.1900000000,6.1440000000,4.9510000000,4.7300000000,7.7300000000,5.8300000000,14.6480000000,7.5430000000,4.8950000000,47.5960000000,33057.1610000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,45137.6700000000,0.0540000000,0.0760000000,195.2310000000,31.1070000000,11356.2780000000,11353.8890000000,0.0020000000,33781.3890000000,19986910,19986398,10532,10523,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8302115202,0.8302115202
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Abdullah_Gul/Abdullah_Gul_0013.jpg,False,False,0.7779773771762848,0.7779772878,49.84651184082031,47.93205714225769,1.914454698562622,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",3.12,1.89,10%,0:47.44,0,0,0,0,157932,0,0,64461,59604,481,0,0,0,0,0,0,4096,0,0,174.9520000000,208.8730000000,201.2050000000,6.8170000000,5.3200000000,5.2330000000,6.5600000000,5.5350000000,5.0970000000,8.0730000000,6.7210000000,14.2030000000,7.0430000000,5.0180000000,48.4330000000,34789.2240000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,46570.6290000000,0.0630000000,0.0790000000,170.9670000000,38.4790000000,11044.1050000000,11041.3410000000,0.0020000000,35526.5230000000,19986910,19986398,10532,10531,19437193,19437193,19437193,19437193,0,0,549717,549205,0.7779772878,0.7779772878
