,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,67.56426095962524,49.97153162956238,17.592729330062866,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.56,5.82,41%,0:49.40,0,0,0,0,140476,0,2,60790,71840,49522,0,824,0,0,0,0,4096,0,35.780486058003895,14.205765865159035,589.6950000000,640.1400000000,509.5520000000,13.8410000000,10.0650000000,4.5930000000,9.9740000000,9.4210000000,3.9930000000,11.2760000000,8.2540000000,14.6290000000,9.6310000000,9.0160000000,67.4940000000,28368.2889999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37809.0670000000,0.4190000000,0.3510000000,5472.4550000000,254.1660000000,7486.4810000000,7467.2870000000,0.0090000000,30322.5780000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Andrew_Cuomo/Andrew_Cuomo_0002.jpg,False,False,1.0012462491868064,1.0012462139,72.92076182365417,50.01010489463806,22.910656929016113,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",15.15,5.45,41%,0:49.48,0,0,0,0,142740,0,0,61340,74285,49028,0,760,0,0,0,0,4096,0,25.488984264277224,11.608012500138521,600.1990000000,663.0560000000,512.6840000000,15.4360000000,11.0480000000,4.7590000000,9.7260000000,10.1260000000,4.4170000000,10.3430000000,9.3460000000,14.2930000000,9.4520000000,8.8280000000,66.2140000000,28495.6980000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37973.4440000000,0.3290000000,0.2970000000,5462.9060000000,252.9900000000,7484.7020000000,7463.0200000000,0.0080000000,30488.7340000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,1.0012462139,1.0012462139
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,71.41532349586487,50.2307231426239,21.184600353240967,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.87,5.76,41%,0:49.69,0,0,0,0,140120,0,0,60697,73841,50650,0,760,0,0,0,0,4096,0,25.26904188286781,16.38665910439968,600.0610000000,661.3580000000,527.3370000000,15.2190000000,10.0760000000,3.9180000000,11.6790000000,9.4000000000,5.4070000000,11.6180000000,8.5260000000,16.0100000000,9.1840000000,8.6630000000,73.2150000000,28455.3660000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37938.6520000000,0.3500000000,0.2790000000,5730.5110000000,263.2520000000,7468.5730000000,7446.7360000000,0.0090000000,30470.0690000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,71.66574835777283,49.777162313461304,21.888586044311523,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.57,5.42,40%,0:49.19,0,0,0,0,140536,0,0,60787,72881,49788,0,760,0,0,0,0,4096,0,34.64678116134405,16.90879505038261,567.1800000000,626.4620000000,493.6190000000,12.4800000000,9.8730000000,4.1260000000,9.2640000000,9.2960000000,4.5320000000,9.4350000000,8.0730000000,15.1360000000,8.5860000000,8.9410000000,66.7630000000,28286.0089999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37724.3290000000,0.3010000000,0.2740000000,5412.9840000000,263.3200000000,7543.3690000000,7521.5670000000,0.0080000000,30180.9530000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,71.03562688827515,49.91908288002014,21.116544008255005,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.99,5.53,41%,0:49.36,0,0,0,0,140144,0,0,60700,72235,49774,0,760,0,0,0,0,4096,0,38.87702529339265,12.602473012804987,589.4930000000,646.9950000000,526.6710000000,13.5870000000,11.5300000000,2.8670000000,12.0270000000,9.7960000000,4.4100000000,12.3190000000,8.7180000000,15.0720000000,8.6090000000,9.1900000000,65.3050000000,28417.6600000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37851.7300000000,0.3400000000,0.2940000000,5406.4740000000,266.6540000000,7452.8470000000,7431.0550000000,0.0090000000,30398.8760000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,72.73398423194885,49.99077749252319,22.74320673942566,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.75,5.70,41%,0:49.47,0,0,0,0,139192,0,0,60466,72354,49503,0,760,0,0,0,0,4096,0,35.034896371895314,16.362940497350692,580.0370000000,644.7100000000,517.1530000000,14.1180000000,10.2390000000,4.4080000000,11.7520000000,9.0770000000,5.2800000000,10.7200000000,8.8080000000,15.9280000000,9.4570000000,8.9550000000,66.8890000000,28419.7750000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37835.4890000000,0.4300000000,0.2860000000,5609.1420000000,264.9860000000,7452.5460000000,7430.6810000000,0.0080000000,30382.9330000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Eduard_Limonov/Eduard_Limonov_0001.jpg,False,False,0.9235092923045158,0.9235092998,71.12667489051819,49.899418592453,21.227256298065186,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.65,5.82,41%,0:49.36,0,0,0,0,141776,0,0,61105,72025,46361,0,760,0,0,0,0,4096,0,24.70841016384602,16.532131158828733,591.1130000000,657.0460000000,509.1340000000,14.9200000000,11.5270000000,4.5710000000,10.9630000000,10.5630000000,5.1030000000,10.9470000000,7.8600000000,18.3020000000,10.8580000000,9.0460000000,68.9190000000,28317.4260000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37776.7770000000,0.4060000000,0.2940000000,5561.6480000000,262.7660000000,7470.7720000000,7449.0580000000,0.0080000000,30305.9970000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9235092998,0.9235092998
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Scott_Ritter/Scott_Ritter_0001.jpg,False,False,1.036584097892046,1.0365841389,70.5544364452362,50.119868993759155,20.43456745147705,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.76,5.69,41%,0:49.56,0,0,0,0,139248,0,0,60465,71514,45110,0,760,0,0,0,0,4096,0,38.002663969567536,12.011124418773651,598.7930000000,653.5100000000,515.7990000000,11.9090000000,9.9210000000,3.7180000000,10.1740000000,9.6520000000,5.5040000000,11.6130000000,8.7600000000,15.3320000000,10.4820000000,9.6300000000,68.9060000000,28454.7680000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37950.9630000000,0.2680000000,0.2720000000,5555.5020000000,244.9620000000,7509.1000000000,7487.2070000000,0.0090000000,30441.8560000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,1.0365841389,1.0365841389
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Kelly_Leigh/Kelly_Leigh_0001.jpg,False,False,0.8093001693487167,0.8093001246,71.67921352386475,49.89363694190979,21.785576581954956,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.84,5.74,41%,0:49.34,0,0,0,0,139296,0,0,60465,73373,48704,0,760,0,0,0,0,4096,0,30.347773921186924,16.688023553252222,600.6020000000,658.8200000000,522.1650000000,13.5680000000,11.1470000000,2.7500000000,10.4690000000,8.8420000000,5.7520000000,11.2850000000,7.9440000000,18.5100000000,9.6020000000,8.6620000000,64.5830000000,28338.3990000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37831.3540000000,0.3550000000,0.2850000000,5392.9460000000,262.0830000000,7497.0640000000,7475.0850000000,0.0070000000,30334.2820000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8093001246,0.8093001246
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Kevin_Tarrant/Kevin_Tarrant_0001.jpg,False,False,0.9645742736756802,0.9645742774,70.9405767917633,49.85878586769104,21.081790924072266,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.68,5.50,40%,0:49.33,0,0,0,0,140512,0,0,60790,71192,50685,0,760,0,0,0,0,4096,0,37.15234307634831,16.78151756126094,602.3400000000,652.2160000000,528.5980000000,13.1530000000,10.9370000000,4.9100000000,11.1930000000,9.7100000000,5.5250000000,11.1030000000,9.3280000000,14.6460000000,10.1760000000,8.5020000000,69.3000000000,28427.2470000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37881.0120000000,0.3460000000,0.2850000000,5391.0500000000,265.9010000000,7450.5440000000,7428.7210000000,0.0090000000,30430.4590000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9645742774,0.9645742774
