,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.hardware.aes.performance,server.hardware.rtt,server.hardware.throughput,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.hardware.aes.performance,client.hardware.rtt,client.hardware.throughput,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Brian_Mulroney/Brian_Mulroney_0001.jpg,lfw/Brian_Mulroney/Brian_Mulroney_0002.jpg,False,True,0.9286520406603813,0.9286520481,108.19376254081726,72.5358624458313,35.65790009498596,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.64,5.75,51%,1:11.96,0,0,0,0,148896,0,21,96650,73296,44222,0,3744,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.87,6.00,52%,1:12.03,0,0,0,0,153924,0,39,96894,73907,44203,0,6520,0,0,0,0,4096,0,not measured,not measured,55.4226698421,3.6716875000,7.7311137950,451.8050000000,494.3770000000,384.8670000000,10.5080000000,8.0880000000,4.4840000000,7.8560000000,6.6530000000,3.9720000000,6.5960000000,6.0520000000,11.8990000000,7.7250000000,7.7920000000,55.2980000000,23327.7980000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,30248.0350000000,18863.3400000000,0.3280000000,850.8790000000,16747.5040000000,5421.8520000000,5407.1640000000,0.0080000000,24826.1750000000,19986910,19986398,67119700,67119700,19437193,19437193,19437184,19437193,0,0,549717,549205,0.9286520481,0.9286520481,55.2689170147,3.6474375000,7.9630935499,452.0760000000,497.0760000000,416.1590000000,8.5860000000,6.3470000000,4.5010000000,7.7220000000,5.9250000000,3.1120000000,7.5450000000,5.6360000000,11.0140000000,9.3880000000,10.3000000000,53.1560000000,23291.5230000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,30242.2910000000,18908.5550000000,0.3220000000,24.3590000000,16743.7930000000,5424.2370000000,5409.4070000000,0.0080000000,24818.0480000000,19986407,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549205,549717,0.9286520481,0.9286520481
1,lfw/Brian_Mulroney/Brian_Mulroney_0001.jpg,lfw/Catriona_Le_May_Doan/Catriona_Le_May_Doan_0001.jpg,False,False,0.8239565342664719,0.8239564896,87.95915055274963,72.84940695762634,15.109743595123291,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.51,6.68,52%,1:12.36,0,0,0,0,157804,0,0,98895,73331,40419,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",32.01,6.23,52%,1:12.33,0,0,0,0,147540,0,0,95308,72038,41763,0,0,0,0,0,0,4096,0,not measured,not measured,55.3834318300,3.8772500000,7.7199263784,489.8100000000,539.2410000000,454.8350000000,10.0480000000,7.2430000000,4.8480000000,8.2670000000,8.7240000000,3.5720000000,6.8830000000,6.5760000000,10.0660000000,7.8070000000,7.7060000000,65.0400000000,24331.1700000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31528.1420000000,18897.1860000000,0.2880000000,17.2200000000,16785.9100000000,5534.7220000000,5519.9390000000,0.0080000000,25993.4140000000,19986910,19986398,67119700,67119700,19437193,19437202,19437193,19437194,0,0,549717,549196,0.8239564896,0.8239564896,55.2602585489,3.8613750000,7.9564657006,522.8000000000,578.0610000000,476.7870000000,10.5780000000,8.3830000000,5.8060000000,10.2580000000,7.2770000000,4.7020000000,8.2950000000,6.9560000000,13.7460000000,9.4690000000,11.7050000000,55.6390000000,24244.9590000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31538.9110000000,18911.2120000000,0.2800000000,40.0480000000,16794.8460000000,5532.3450000000,5517.6630000000,0.0080000000,26006.5600000000,19986399,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549197,549717,0.8239564896,0.8239564896
0,lfw/Brian_Wells/Brian_Wells_0001.jpg,lfw/Brian_Wells/Brian_Wells_0002.jpg,True,True,0.5119735300540924,0.5119735003,85.49843215942383,71.28960394859314,14.208828210830688,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.61,5.90,52%,1:10.85,0,0,0,0,152688,0,0,97614,73092,40917,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.61,5.89,53%,1:10.74,0,0,0,0,150076,0,0,95949,73042,44704,0,0,0,0,0,0,4096,0,not measured,not measured,55.3870445592,3.6246875000,7.5667966363,448.4570000000,493.9280000000,393.3010000000,9.4310000000,7.0430000000,2.7650000000,7.7870000000,6.5390000000,3.8530000000,6.9470000000,5.9670000000,12.4410000000,7.5290000000,7.9350000000,53.3310000000,23136.0309999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29558.9420000000,18875.8870000000,0.2990000000,193.0140000000,17128.9040000000,4933.2370000000,4918.4840000000,0.0090000000,24625.6650000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.5119735003,0.5119735003,55.2070193137,3.5908750000,7.8083408575,444.8340000000,495.5440000000,425.7760000000,7.5480000000,6.1680000000,4.0490000000,6.9060000000,5.5130000000,4.7450000000,9.2620000000,6.8410000000,12.9960000000,8.7010000000,9.7850000000,55.8040000000,23091.0349999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29564.3180000000,18929.8690000000,0.2710000000,109.8630000000,17130.8500000000,4936.7730000000,4921.6020000000,0.0090000000,24627.5390000000,19986407,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549205,549717,0.5119735003,0.5119735003
1,lfw/Brian_Wells/Brian_Wells_0001.jpg,lfw/Gerhard_Schroeder/Gerhard_Schroeder_0036.jpg,False,False,0.8325999230146408,0.8325999379,86.2149350643158,72.01047897338867,14.204456090927124,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",32.02,6.03,53%,1:11.57,0,0,0,0,155184,0,0,98254,74435,40676,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.82,6.06,53%,1:11.47,0,0,0,0,150060,0,0,95947,73648,46023,0,0,0,0,0,0,4096,0,not measured,not measured,55.3835636294,3.8235625000,7.5849946052,453.6230000000,514.2120000000,413.8340000000,11.3520000000,7.6970000000,4.5000000000,7.0150000000,6.8170000000,3.3590000000,7.5070000000,6.2620000000,9.7780000000,7.2110000000,8.1020000000,52.2170000000,23484.7440000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,30362.7170000000,18930.8340000000,0.2890000000,18.2380000000,17060.7560000000,5333.1820000000,5318.3240000000,0.0090000000,25029.5290000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8325999379,0.8325999379,55.2270576340,3.8043750000,7.8207078290,480.5020000000,533.4810000000,445.0330000000,9.2500000000,6.5560000000,3.5150000000,7.4260000000,6.3590000000,3.7870000000,7.7110000000,6.3490000000,14.3440000000,8.7770000000,10.8570000000,63.4500000000,23395.8330000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,30364.6950000000,18922.8700000000,0.2830000000,129.4850000000,17061.3200000000,5332.9020000000,5317.8280000000,0.0070000000,25031.7870000000,19986407,19986910,67119691,67119700,19437202,19437193,19437185,19437193,0,0,549205,549717,0.8325999379,0.8325999379
0,lfw/Bridget_Fonda/Bridget_Fonda_0001.jpg,lfw/Bridget_Fonda/Bridget_Fonda_0002.jpg,False,True,0.6168946325778961,0.6168946624,84.95351815223694,69.91350769996643,15.040010452270508,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.45,5.67,53%,1:09.47,0,0,0,0,154064,0,0,97939,71183,39461,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.53,5.57,53%,1:09.40,0,0,0,0,150088,0,0,95947,73466,43223,0,0,0,0,0,0,4096,0,not measured,not measured,55.3896001158,3.8833750000,7.9054586204,418.1650000000,477.2040000000,364.0860000000,7.7160000000,7.8920000000,3.9910000000,5.9540000000,7.0030000000,2.7680000000,6.0560000000,5.5340000000,10.3490000000,7.3650000000,8.9570000000,47.6680000000,22309.5539999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,28905.6440000000,18874.8510000000,0.2950000000,153.7660000000,16406.7730000000,5192.2100000000,5177.5500000000,0.0080000000,23713.4280000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.6168946624,0.6168946624,55.2324940098,3.8745000000,8.1606916696,407.3980000000,467.1090000000,373.6730000000,8.1170000000,5.8990000000,4.8780000000,6.6770000000,5.1870000000,3.1750000000,6.9350000000,6.1510000000,7.9770000000,8.3090000000,9.5620000000,48.5920000000,22319.9670000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,28910.0250000000,18920.4440000000,0.3380000000,64.8580000000,16407.7850000000,5192.4740000000,5177.7040000000,0.0080000000,23717.5440000000,19986407,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549205,549717,0.6168946624,0.6168946624
1,lfw/Bridget_Fonda/Bridget_Fonda_0001.jpg,lfw/Bridget_Fonda/Bridget_Fonda_0003.jpg,True,True,0.35713911056518555,0.3571389318,84.0868833065033,69.8977541923523,14.189129114151001,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.57,5.45,53%,1:09.41,0,0,0,0,148896,0,0,96655,71308,37126,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.51,5.21,52%,1:09.30,0,0,0,0,156172,0,0,97461,73147,43038,0,0,0,0,0,0,4096,0,not measured,not measured,55.4097592278,3.8348125000,7.8036037774,405.8660000000,448.5280000000,361.7980000000,7.6080000000,6.6330000000,2.5660000000,6.8950000000,5.8020000000,2.9990000000,7.3220000000,6.0820000000,10.3120000000,7.3460000000,7.7350000000,47.4110000000,21999.7160000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,28596.7400000000,18867.7640000000,0.2890000000,188.3380000000,16618.2660000000,5236.0480000000,5221.2100000000,0.0090000000,23360.6860000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.3571389318,0.3571389318,55.3883238060,3.7840625000,8.0517237703,395.6300000000,437.6800000000,361.0490000000,7.2950000000,5.2060000000,4.2720000000,7.7160000000,5.1070000000,3.4860000000,8.9610000000,5.6560000000,11.7500000000,8.7390000000,8.7710000000,50.2010000000,22013.1190000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,28595.9730000000,18914.0250000000,0.2890000000,56.4380000000,16618.8290000000,5239.0700000000,5224.3800000000,0.0070000000,23356.8980000000,19986407,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549205,549717,0.3571389318,0.3571389318
2,lfw/Bridget_Fonda/Bridget_Fonda_0001.jpg,lfw/Nicklas_Lidstrom/Nicklas_Lidstrom_0001.jpg,False,False,0.8478509187698364,0.8478509188,84.75787019729614,70.5368983745575,14.220971822738647,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.66,5.59,53%,1:10.03,0,0,0,0,157516,0,0,98806,73130,43591,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.56,5.58,53%,1:10.01,0,0,0,0,150128,0,0,95947,73001,43644,0,0,0,0,0,0,4096,0,not measured,not measured,55.4157234539,3.6851250000,7.8493599889,406.4940000000,450.5420000000,368.3150000000,7.2710000000,6.5420000000,3.9910000000,5.7010000000,5.8800000000,2.3820000000,5.6490000000,5.3180000000,11.0520000000,6.9600000000,8.5570000000,49.0940000000,22400.0730000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29347.6510000000,18889.0940000000,0.3000000000,164.7370000000,16511.7440000000,5580.7220000000,5566.0500000000,0.0080000000,23766.9240000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8478509188,0.8478509188,55.2400441554,3.6689375000,8.1092210713,422.7680000000,465.2960000000,377.6420000000,6.6590000000,5.5690000000,3.3640000000,8.7530000000,5.7840000000,2.8120000000,8.9490000000,6.6550000000,9.5680000000,7.9010000000,9.0620000000,46.4340000000,22356.4570000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29350.5630000000,18917.9130000000,0.2770000000,107.6590000000,16512.3250000000,5581.3210000000,5566.3690000000,0.0080000000,23769.2050000000,19986407,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549205,549717,0.8478509188,0.8478509188
3,lfw/Bridget_Fonda/Bridget_Fonda_0001.jpg,lfw/Nawabzada_Nasrullah_Khan/Nawabzada_Nasrullah_Khan_0001.jpg,False,False,0.7712036073207855,0.7712036371,86.17637395858765,71.9452772140503,14.231096744537354,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.77,6.22,53%,1:11.51,0,0,0,0,158892,0,0,99153,73327,41632,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.88,6.17,53%,1:11.40,0,0,0,0,147552,0,0,95308,72720,42909,0,0,0,0,0,0,4096,0,not measured,not measured,55.3959525791,3.6290625000,7.9866572907,485.9760000000,535.8420000000,449.0270000000,10.8460000000,7.4590000000,4.1640000000,8.0200000000,7.9760000000,3.8890000000,7.3410000000,6.5790000000,13.1350000000,8.3530000000,8.4670000000,56.8370000000,23915.8150000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31078.2090000000,18873.7770000000,0.2730000000,298.5410000000,16238.0380000000,5521.1200000000,5506.3960000000,0.0090000000,25557.0830000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.7712036371,0.7712036371,55.2588540037,3.6476875000,8.2403700493,494.7380000000,564.9740000000,459.2290000000,8.9450000000,7.1300000000,4.4290000000,9.7180000000,7.2160000000,3.0550000000,7.6520000000,6.4930000000,13.1150000000,9.2590000000,11.0180000000,54.0930000000,23866.5999999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31081.0850000000,18911.0500000000,0.2710000000,14.1960000000,16238.4510000000,5521.7940000000,5506.0830000000,0.0100000000,25559.2860000000,19986407,19986910,67119691,67119700,19437202,19437193,19437184,19437193,0,0,549205,549717,0.7712036371,0.7712036371
0,lfw/Bridgette_Wilson-Sampras/Bridgette_Wilson-Sampras_0001.jpg,lfw/Bridgette_Wilson-Sampras/Bridgette_Wilson-Sampras_0002.jpg,False,True,0.6592968106269836,0.6592968702,84.26367378234863,70.03863978385925,14.22503399848938,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.55,5.93,53%,1:09.56,0,0,0,0,150140,0,0,96977,73874,43121,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.54,5.48,53%,1:09.46,0,0,0,0,153548,0,0,96818,72897,45188,0,0,0,0,0,0,4096,0,not measured,not measured,55.4069319916,3.9096875000,8.0408308364,455.9570000000,500.4310000000,414.0450000000,9.6030000000,7.5080000000,3.7460000000,6.5190000000,7.4790000000,3.6540000000,6.9810000000,6.2130000000,8.3980000000,7.6030000000,8.7840000000,54.7580000000,22701.0450000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29231.8200000000,18867.8600000000,0.2900000000,251.2470000000,16130.9570000000,5000.6680000000,4985.9390000000,0.0080000000,24231.1460000000,19986910,19986398,67119700,67119700,19437193,19437193,19437184,19437193,0,0,549717,549205,0.6592968702,0.6592968702,55.2207259778,3.8648125000,8.3054662231,413.9710000000,458.7180000000,368.1250000000,7.4820000000,5.5640000000,4.4670000000,6.8430000000,5.2920000000,4.2620000000,6.3640000000,5.2950000000,10.6260000000,7.5570000000,9.2530000000,54.6860000000,22835.0210000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29230.7910000000,18924.2250000000,0.2900000000,108.1610000000,16131.6520000000,5003.6670000000,4988.9570000000,0.0080000000,24227.1180000000,19986398,19986910,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549205,549717,0.6592968702,0.6592968702
1,lfw/Bridgette_Wilson-Sampras/Bridgette_Wilson-Sampras_0001.jpg,lfw/Bridgette_Wilson-Sampras/Bridgette_Wilson-Sampras_0003.jpg,True,True,0.5849645137786865,0.5849645138,85.23347496986389,70.45575022697449,14.777724742889404,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.41,5.85,53%,1:09.91,0,0,0,0,157396,0,0,98806,69311,41298,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",31.61,5.51,53%,1:09.97,0,0,0,0,148844,0,0,95629,70999,43569,0,0,0,0,0,0,4096,0,not measured,not measured,55.3885185443,3.6165625000,7.9995730228,445.7160000000,495.6850000000,406.4360000000,10.1080000000,7.5610000000,3.2210000000,7.7020000000,7.9590000000,2.9610000000,7.5390000000,6.2990000000,10.6130000000,7.7320000000,7.3810000000,51.7090000000,22673.9330000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29725.8080000000,18875.6550000000,0.2680000000,57.5340000000,16211.0710000000,5541.4540000000,5526.6530000000,0.0080000000,24184.3480000000,19986910,19986398,67119700,67119700,19437193,19437193,19437193,19437193,0,0,549717,549205,0.5849645138,0.5849645138,55.2346688598,3.5945625000,8.2535900054,426.8450000000,471.7750000000,373.2750000000,7.7010000000,6.0650000000,3.8390000000,7.1120000000,5.4140000000,2.9950000000,6.6010000000,5.4070000000,11.6220000000,8.2690000000,10.9330000000,51.3230000000,22758.7750000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,29725.4390000000,18919.0000000000,0.2710000000,41.5060000000,16211.6010000000,5541.2530000000,5526.4940000000,0.0100000000,24184.1800000000,19986407,19986910,67119691,67119700,19437202,19437193,19437193,19437193,0,0,549205,549717,0.5849645138,0.5849645138
