,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.40690413595256714,0.406904136,8.299906015396118,6.360764980316162,1.939141035079956,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.61,0.63,71%,0:05.97,0,0,0,0,309956,0,0,130141,89466,629,0,0,0,0,0,0,4096,0,not measured,not measured,107.7060000000,116.7300000000,78.3550000000,2.0720000000,1.6860000000,0.9230000000,1.9900000000,1.6600000000,0.7050000000,2.1190000000,1.8380000000,1.5780000000,2.0070000000,1.8430000000,9.7090000000,2301.3180000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3828.3750000000,0.0850000000,0.0850000000,359.8040000000,240.9170000000,1188.3530000000,1179.4920000000,0.0020000000,2640.0200000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.4069041360,0.4069041360
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Dennis_Kucinich/Dennis_Kucinich_0003.jpg,False,False,0.946182934765357,0.9461829348,8.290981769561768,6.350252389907837,1.9407293796539307,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.63,0.58,70%,0:05.98,0,0,0,0,303896,0,0,128609,88799,392,0,0,0,0,0,0,4096,0,not measured,not measured,109.8680000000,112.2600000000,78.0290000000,1.7700000000,1.6940000000,0.8850000000,1.8350000000,1.5340000000,0.7520000000,1.9800000000,1.6650000000,1.7390000000,1.5910000000,1.6200000000,8.7890000000,2213.9070000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3785.5460000000,0.0580000000,0.0730000000,423.6940000000,240.2640000000,1237.7000000000,1233.1060000000,0.0020000000,2547.8440000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.9461829348,0.9461829348
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562900248924745,0.4856290025,8.499759912490845,6.564807176589966,1.934952735900879,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.95,0.54,72%,0:06.20,0,0,0,0,303928,0,0,128606,89920,43,0,0,0,0,0,0,4096,0,not measured,not measured,123.6920000000,134.1310000000,96.1700000000,2.2380000000,1.8440000000,0.9670000000,2.2140000000,1.6980000000,0.9230000000,2.3990000000,1.7830000000,2.4060000000,1.9890000000,1.8430000000,10.8480000000,2361.4820000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3963.1020000000,0.0620000000,0.0680000000,430.6930000000,245.5040000000,1207.6360000000,1203.0720000000,0.0020000000,2755.4640000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.4856290025,0.4856290025
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053326354595,0.4750053326,8.441861629486084,6.50646448135376,1.9353971481323242,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.96,0.59,74%,0:06.15,0,0,0,0,314044,0,0,131171,91605,1386,0,0,0,0,0,0,4096,0,not measured,not measured,118.4450000000,130.2470000000,90.6510000000,2.2160000000,1.8590000000,0.8980000000,1.9030000000,1.7830000000,0.7690000000,2.1400000000,1.7460000000,1.8050000000,1.8830000000,1.7380000000,10.1990000000,2335.3750000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3935.2760000000,0.0660000000,0.0800000000,413.6880000000,240.5590000000,1223.0110000000,1218.8230000000,0.0010000000,2712.2620000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.4750053326,0.4750053326
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364045973071,0.6170364046,8.236652851104736,6.295063257217407,1.941589593887329,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.64,0.54,70%,0:05.95,0,0,0,0,309724,0,0,130137,89277,34,0,0,0,0,0,0,4096,0,not measured,not measured,97.4750000000,124.9860000000,80.2880000000,1.6700000000,1.5400000000,0.6960000000,1.7260000000,1.4310000000,0.6620000000,1.7430000000,1.5090000000,1.2580000000,1.6100000000,1.5580000000,7.9310000000,2255.4460000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3782.2040000000,0.0700000000,0.0750000000,381.0070000000,246.2900000000,1193.1720000000,1188.6060000000,0.0010000000,2589.0300000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.6170364046,0.6170364046
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658221598071,0.5916658222,8.283371686935425,6.336826801300049,1.946544885635376,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.73,0.48,70%,0:05.97,0,0,0,0,303644,0,0,128601,89153,58,0,0,0,0,0,0,4096,0,not measured,not measured,105.3990000000,109.5750000000,77.0760000000,1.8220000000,1.7850000000,0.7660000000,1.6450000000,1.5940000000,0.6070000000,1.8780000000,1.4340000000,1.2360000000,1.5590000000,1.5460000000,8.2020000000,2262.4460000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3794.7820000000,0.0670000000,0.0760000000,403.4970000000,243.0160000000,1208.5500000000,1204.0690000000,0.0020000000,2586.2310000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.5916658222,0.5916658222
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Daryl_Hannah/Daryl_Hannah_0001.jpg,False,False,1.0418433964922422,1.0418433965,8.425010204315186,6.479459762573242,1.9455504417419434,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.89,0.57,72%,0:06.13,0,0,0,0,297776,0,0,127073,91197,211,0,0,0,0,0,0,4096,0,not measured,not measured,105.5640000000,116.0590000000,79.6660000000,2.1430000000,1.7480000000,0.9780000000,1.9300000000,1.7030000000,0.7990000000,2.1810000000,1.7230000000,1.5310000000,1.9290000000,1.8510000000,9.9050000000,2363.1870000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3902.0680000000,0.0730000000,0.0730000000,437.1640000000,243.1550000000,1198.7100000000,1194.1080000000,0.0020000000,2703.3560000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,1.0418433965,1.0418433965
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Jeremy_Shockey/Jeremy_Shockey_0001.jpg,False,False,0.8770462081161589,0.8770462081,8.282685041427612,6.345209121704102,1.9374759197235107,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.49,0.61,68%,0:05.99,0,0,0,0,307856,0,0,129631,89984,243,0,0,0,0,0,0,4096,0,not measured,not measured,99.0390000000,108.5880000000,72.2250000000,1.8310000000,1.5480000000,0.8130000000,1.7680000000,1.4430000000,0.7240000000,1.7370000000,1.5380000000,1.5770000000,1.5570000000,2.0590000000,8.0940000000,2287.1420000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3839.6590000000,0.0660000000,0.0710000000,379.5400000000,243.0790000000,1240.5450000000,1236.2900000000,0.0020000000,2599.1130000000,98546478,98545454,49956,49956,96945321,96945321,96945312,96945321,0,0,1601157,1600133,0.8770462081,0.8770462081
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0004.jpg,False,False,0.9460759137158807,0.9460759137,8.353790760040283,6.40971565246582,1.944075107574463,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.71,0.60,71%,0:06.04,0,0,0,0,322244,0,0,133215,89497,38,0,0,0,0,0,0,4096,0,not measured,not measured,116.5510000000,128.2600000000,84.0850000000,2.4510000000,1.9020000000,0.8780000000,2.1440000000,1.6720000000,0.7400000000,2.2430000000,1.7320000000,1.9420000000,2.0400000000,1.8250000000,10.2430000000,2277.8080000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3857.5230000000,0.0650000000,0.0750000000,412.3070000000,239.2150000000,1212.5890000000,1208.0360000000,0.0020000000,2644.9330000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.9460759137,0.9460759137
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Lachlan_Murdoch/Lachlan_Murdoch_0001.jpg,False,False,0.9626540108581942,0.9626540109,8.330271244049072,6.379347801208496,1.9509234428405762,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.122 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.86,0.55,73%,0:06.01,0,0,0,0,295504,0,0,126561,92066,30,0,0,0,0,0,0,4096,0,not measured,not measured,112.2510000000,118.7530000000,81.5470000000,1.9290000000,1.6170000000,0.7140000000,1.8230000000,1.4900000000,0.6660000000,2.1330000000,1.5680000000,1.8430000000,1.6490000000,1.6710000000,8.8880000000,2305.2350000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3848.4110000000,0.0830000000,0.0920000000,381.0070000000,244.0950000000,1196.7470000000,1192.1740000000,0.0020000000,2651.6630000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.9626540109,0.9626540109
