,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042802,84.7385482788086,82.83023357391357,1.9083147048950195,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.98,1.79,5%,1:22.37,0,0,0,0,168632,0,1,66942,59251,272,0,0,0,0,0,0,4096,0,0,161.8100000000,189.1250000000,189.9540000000,6.5730000000,5.0630000000,5.5000000000,5.8400000000,4.5570000000,5.0070000000,7.4690000000,5.9570000000,12.9700000000,7.0490000000,4.6410000000,46.4110000000,55456.2729999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,81242.3800000000,0.1130000000,0.1270000000,274.8250000000,173.4480000000,25104.8950000000,25103.3620000000,0.0010000000,56137.4830000000,27761630,27761118,29220,29211,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4069042802,0.4069042802
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Matt_Dillon/Matt_Dillon_0002.jpg,False,False,0.9947399268858135,0.9947398901,83.23628830909729,81.29942774772644,1.9368605613708496,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.06,1.74,5%,1:20.87,0,0,0,0,168628,0,0,66939,59349,371,0,0,0,0,0,0,4096,0,0,161.6580000000,191.7550000000,191.8420000000,6.7360000000,5.2030000000,5.2890000000,6.1310000000,4.4970000000,4.7240000000,7.3710000000,5.8530000000,13.1970000000,7.3160000000,4.9010000000,47.1830000000,53706.1890000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,79765.1400000000,0.1070000000,0.1220000000,259.7140000000,184.5770000000,25347.6140000000,25345.6720000000,0.0010000000,54417.5240000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9947398901,0.9947398901
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856290817,84.98810482025146,83.06195139884949,1.9261534214019775,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.00,1.76,5%,1:22.55,0,0,0,0,168896,0,0,66944,59206,399,0,0,0,0,0,0,4096,0,0,162.1540000000,188.6370000000,192.0050000000,6.9070000000,5.0290000000,5.0860000000,5.7180000000,4.5580000000,5.4690000000,7.0900000000,5.6910000000,12.9230000000,6.7270000000,4.5990000000,45.6280000000,55408.5560000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,81632.2120000000,0.1040000000,0.1270000000,62.2710000000,198.6200000000,25534.1150000000,25532.5580000000,0.0020000000,56098.0940000000,27761639,27761118,29211,29219,27211922,27211913,27211913,27211913,0,0,549717,549205,0.4856290817,0.4856290817
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053882598877,0.4750053287,83.28529834747314,81.35860085487366,1.9266974925994873,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.02,1.70,5%,1:20.96,0,0,0,0,168808,0,0,66939,59151,235,0,0,0,0,0,0,4096,0,0,160.8980000000,191.3620000000,190.9330000000,7.1070000000,4.7640000000,5.8760000000,6.0730000000,4.4790000000,4.8120000000,7.1300000000,5.5800000000,12.8570000000,6.7720000000,4.5760000000,45.2980000000,54945.5920000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,79936.4430000000,0.1100000000,0.1250000000,178.2470000000,185.1010000000,24290.1310000000,24288.3000000000,0.0010000000,55646.3100000000,27761630,27761118,29220,29211,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4750053287,0.4750053287
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364916324615,0.6170364618,82.43283343315125,80.51500201225281,1.9178314208984375,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.07,1.72,5%,1:20.11,0,0,0,0,169004,0,0,66947,59225,321,0,0,0,0,0,0,4096,0,0,162.1390000000,190.4140000000,188.6970000000,7.0490000000,6.3490000000,6.5960000000,5.9090000000,4.6010000000,4.7060000000,7.7020000000,5.7180000000,13.2040000000,6.6500000000,4.7350000000,46.7500000000,54332.1710000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,79034.3960000000,0.1040000000,0.1020000000,245.9410000000,156.7730000000,24012.2690000000,24010.3140000000,0.0010000000,55022.1250000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6170364618,0.6170364618
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916659235954285,0.5916659832,84.90912628173828,82.99501180648804,1.9141144752502441,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.92,1.73,5%,1:22.59,0,0,0,0,168956,0,0,66948,59063,372,0,0,0,0,0,0,4096,0,0,159.0550000000,186.9540000000,189.5840000000,6.9580000000,4.6570000000,5.3970000000,6.1360000000,4.2940000000,4.8710000000,7.1110000000,5.4880000000,12.3900000000,6.5610000000,4.6570000000,46.2230000000,56610.2560000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,81483.4280000000,0.1060000000,0.1230000000,197.4060000000,213.6310000000,24201.9790000000,24200.4360000000,0.0020000000,57281.4460000000,27761639,27761118,29211,29220,27211922,27211913,27211904,27211913,0,0,549717,549205,0.5916659832,0.5916659832
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Clare_Latimer/Clare_Latimer_0001.jpg,False,False,0.8136121183633804,0.8136121035,82.94238495826721,80.99826502799988,1.944119930267334,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.89,1.79,5%,1:20.49,0,0,0,0,168744,0,0,66949,59052,352,0,0,0,0,0,0,4096,0,0,160.0790000000,189.2070000000,190.4400000000,6.8590000000,5.9130000000,5.1580000000,5.8960000000,4.4840000000,4.6810000000,7.6070000000,5.4620000000,12.2590000000,6.3010000000,4.5000000000,45.7640000000,54881.6700000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,79605.6460000000,0.1080000000,0.1380000000,73.6060000000,155.1900000000,24048.9190000000,24047.1150000000,0.0010000000,55556.7250000000,27761630,27761118,29220,29211,27211913,27211913,27211904,27211913,0,0,549717,549205,0.8136121035,0.8136121035
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Roy_Romanow/Roy_Romanow_0001.jpg,False,False,0.8480606824159622,0.8480607271,84.00217604637146,82.06867575645447,1.9335002899169922,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.88,1.73,5%,1:21.61,0,0,0,0,168832,0,0,66946,58859,467,0,0,0,0,0,0,4096,0,0,158.4960000000,187.2850000000,190.0020000000,6.7970000000,4.9610000000,5.8710000000,6.1070000000,4.3950000000,4.9880000000,7.6540000000,5.8360000000,12.8330000000,6.5510000000,4.5510000000,45.0000000000,56244.1190000003,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,80588.8950000000,0.1060000000,0.1410000000,195.1510000000,164.5310000000,23665.4690000000,23663.6640000000,0.0010000000,56923.4250000000,27761630,27761118,29220,29211,27211913,27211913,27211904,27211913,0,0,549717,549205,0.8480607271,0.8480607271
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Prospero_Pichay/Prospero_Pichay_0001.jpg,False,False,0.9601546078920364,0.960154593,85.13745331764221,83.20511937141418,1.9323339462280273,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.93,1.75,5%,1:22.67,0,0,0,0,168776,0,1,66947,58752,282,0,0,0,0,0,0,4096,0,0,158.2760000000,187.0870000000,188.0540000000,6.9320000000,4.8220000000,5.1370000000,6.3990000000,4.4310000000,4.7270000000,7.2100000000,5.5040000000,13.5980000000,7.2930000000,4.9550000000,45.4380000000,57802.6500000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,81811.4450000000,0.1150000000,0.1200000000,36.2840000000,135.1910000000,23337.8660000000,23336.3310000000,0.0010000000,58473.5760000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9601545930,0.9601545930
0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585658669,86.40632462501526,84.49020552635193,1.91611909866333,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.81,1.87,5%,1:24.09,0,0,0,0,168804,0,0,66940,59373,396,0,0,0,0,0,0,4096,0,0,160.9480000000,190.6130000000,186.9760000000,6.9890000000,4.9060000000,5.2380000000,6.2230000000,4.9890000000,4.7120000000,7.6600000000,5.7960000000,13.2680000000,6.6200000000,4.4560000000,45.3710000000,56655.9000000003,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,82927.6220000000,0.1070000000,0.1220000000,220.6340000000,259.1810000000,25592.1890000000,25590.2740000000,0.0010000000,57335.4320000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.3585658669,0.3585658669
