,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,False,True,0.4069041609764099,1.0,73.57766938209534,37.95046281814575,35.627206563949585,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",13.75,5.18,50%,0:37.28,0,0,0,0,151716,0,20,63570,69662,42209,0,3744,0,0,0,0,4096,0,16.958369353152754,19.6405761237359,517.3380000000,574.0780000000,456.5160000000,11.2330000000,8.7530000000,3.9680000000,8.3960000000,8.1400000000,3.4860000000,11.5320000000,7.3410000000,15.5500000000,7.4980000000,8.2220000000,55.4810000000,24600.4930000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31979.4390000000,0.2320000000,0.2870000000,14.8180000000,128.5710000000,5641.1590000000,5622.0800000000,0.0080000000,26338.2740000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4069042206,1.0000000000
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Darryl_Stingley/Darryl_Stingley_0001.jpg,False,False,1.0600656121969223,1.0600656271,56.56011891365051,38.59830117225647,17.961817741394043,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.54,5.10,51%,0:38.16,0,0,0,0,149144,0,0,62943,66917,39832,0,0,0,0,0,0,4096,0,18.792324180522442,16.93619341137409,530.1990000000,598.1300000000,473.6920000000,12.9480000000,11.2130000000,3.5690000000,9.6750000000,9.2540000000,3.7610000000,10.7670000000,7.3430000000,14.4450000000,7.7900000000,7.5970000000,55.4820000000,24661.4009999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,32314.0740000000,0.2810000000,0.2690000000,13.3240000000,147.1160000000,5858.0910000000,5836.2910000000,0.0090000000,26455.9770000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,1.0600656271,1.0600656271
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,55.76901054382324,39.324602127075195,16.444408416748047,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.64,5.10,50%,0:38.86,0,0,0,0,139296,0,0,60470,68297,41411,0,0,0,0,0,0,4096,0,16.917219031963352,16.466148032569887,528.4630000000,593.4210000000,452.6030000000,12.6900000000,9.6810000000,3.6200000000,9.7350000000,8.6790000000,4.1220000000,11.5400000000,7.6210000000,16.1120000000,9.3820000000,8.2450000000,58.8760000000,25277.9910000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,32838.9940000000,0.3350000000,0.2730000000,138.9460000000,144.0250000000,5781.7850000000,5759.9520000000,0.0080000000,27057.2010000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,53.49303889274597,37.50258135795593,15.990457534790039,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.58,4.92,52%,0:36.98,0,0,0,0,141820,0,0,61109,69153,39221,0,0,0,0,0,0,4096,0,17.959259556349043,18.14973182632685,492.1290000000,551.4110000000,443.1990000000,12.5350000000,8.8840000000,2.8580000000,8.8780000000,7.9440000000,3.9600000000,8.9730000000,7.3250000000,13.6480000000,8.0400000000,7.1800000000,53.8650000000,24174.0160000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,30956.0980000000,0.4160000000,0.4000000000,43.8710000000,143.3610000000,5109.7580000000,5088.0020000000,0.0090000000,25846.3330000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,53.9352343082428,38.0068633556366,15.928370952606201,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.68,4.84,52%,0:37.54,0,0,0,0,141884,0,0,61110,66475,42650,0,0,0,0,0,0,4096,0,16.55802342583418,17.60683996774054,508.2750000000,567.2080000000,444.8000000000,11.6250000000,8.5970000000,3.8220000000,7.9770000000,8.5650000000,3.8210000000,10.2020000000,7.3920000000,15.3190000000,7.7660000000,6.8290000000,58.1320000000,24380.0900000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31413.3600000000,0.3340000000,0.2920000000,200.4780000000,140.8230000000,5327.0580000000,5305.0140000000,0.0080000000,26086.2960000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,54.71186804771423,38.33199071884155,16.37987732887268,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.59,5.01,51%,0:37.86,0,0,0,0,141856,0,0,61108,69811,41603,0,0,0,0,0,0,4096,0,16.84380702937174,19.48353425447607,504.5120000000,564.7870000000,453.1790000000,12.1810000000,8.6560000000,3.4370000000,9.6010000000,8.3420000000,3.7570000000,8.7530000000,7.4640000000,12.5300000000,7.8540000000,7.4760000000,54.5460000000,24309.3239999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31843.8990000000,0.2830000000,0.2710000000,63.0920000000,141.6550000000,5826.7760000000,5804.8620000000,0.0090000000,26017.1140000000,19986910,19986398,10532,10532,19437193,19437193,19437184,19437193,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Lauren_Hutton/Lauren_Hutton_0001.jpg,False,False,1.0314831398427486,1.0314831734,54.22285175323486,38.29021406173706,15.932637691497803,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.45,5.11,51%,0:37.82,0,0,0,0,143044,0,0,61425,69683,43544,0,0,0,0,0,0,4096,0,17.26565237707568,16.327559226137637,508.4970000000,564.8950000000,471.0520000000,12.1520000000,9.1990000000,3.1450000000,7.2840000000,7.9640000000,4.5820000000,9.3050000000,7.5290000000,16.5720000000,8.9980000000,7.3180000000,59.6130000000,24454.0440000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31686.4970000000,0.4310000000,0.2950000000,216.1730000000,144.2030000000,5487.0340000000,5465.1600000000,0.0080000000,26199.4540000000,19986910,19986398,10532,10532,19437193,19437193,19437184,19437193,0,0,549717,549205,1.0314831734,1.0314831734
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Lidija_Djukanovic/Lidija_Djukanovic_0001.jpg,False,False,0.8191428780555725,0.8191428185,54.36621046066284,38.40505027770996,15.96116018295288,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.61,5.13,52%,0:37.94,0,0,0,0,152052,0,0,63668,69621,44297,0,0,0,0,0,0,4096,0,16.908431238813403,16.680906478509904,508.9540000000,568.4380000000,439.2320000000,14.1920000000,9.8580000000,2.9740000000,7.9700000000,7.6650000000,4.7120000000,8.9580000000,7.2210000000,15.5350000000,7.9720000000,7.7380000000,57.8120000000,24094.0089999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,31800.2140000000,0.3790000000,0.3420000000,137.1320000000,140.5170000000,6000.1050000000,5978.2520000000,0.0080000000,25800.1010000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.8191428185,0.8191428185
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Zach_Pillar/Zach_Pillar_0001.jpg,False,False,0.752708226442337,0.7527081966,54.86649751663208,38.89990043640137,15.966597080230713,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.69,5.08,51%,0:38.44,0,0,0,0,149212,0,0,62943,68001,44317,0,0,0,0,0,0,4096,0,17.402660774539946,18.681851582530975,528.1890000000,588.5270000000,466.4430000000,12.7620000000,9.7700000000,3.8720000000,10.4060000000,8.4960000000,4.3010000000,10.7100000000,7.7760000000,14.1190000000,8.8770000000,7.8310000000,52.1770000000,24564.3669999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,32216.0670000000,0.3490000000,0.2860000000,335.9470000000,141.7250000000,5873.0490000000,5851.2190000000,0.0090000000,26343.0100000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.7527081966,0.7527081966
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Idi_Amin/Idi_Amin_0001.jpg,False,False,0.9344511777162552,0.9344511628,54.61417555809021,38.69089102745056,15.923284530639648,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",14.46,5.19,51%,0:38.17,0,0,0,0,151488,0,0,63528,70371,44017,0,0,0,0,0,0,4096,0,17.173137202629093,16.677993337061643,515.3220000000,564.2340000000,464.0420000000,12.4950000000,8.9870000000,4.6390000000,8.6360000000,8.3220000000,3.8010000000,8.9920000000,7.2000000000,13.9170000000,9.0230000000,7.6190000000,58.6780000000,24420.9710000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,32049.3300000000,0.6510000000,0.3970000000,131.0430000000,143.4030000000,5891.6500000000,5869.6870000000,0.0090000000,26157.6730000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.9344511628,0.9344511628
