,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,125.63943767547607,81.49782538414001,44.14161229133606,0,0,2102.6100000000,2417.2370000000,1722.5770000000,33.0570000000,24.0990000000,13.1180000000,28.7620000000,21.7500000000,10.5150000000,31.0730000000,19.6610000000,27.0310000000,24.0530000000,24.2770000000,152.5160000000,40721.9670000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67263.8030000000,0.5930000000,0.5600000000,244.5980000000,129.7990000000,19801.9320000000,19734.7200000000,0.0080000000,47461.8610000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.2064672729,0.2064672729
1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.41308655913370573,0.4130865591,97.17176938056946,82.23659253120422,14.935176849365234,0,0,2068.5600000000,2402.1610000000,1721.2090000000,35.2020000000,24.5290000000,14.8800000000,25.9650000000,22.0750000000,11.2210000000,27.8670000000,19.0250000000,25.1520000000,23.2920000000,22.5330000000,145.1180000000,40755.0260000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67745.2250000000,0.3100000000,0.3160000000,323.5670000000,139.2710000000,20310.2450000000,20229.5420000000,0.0080000000,47434.9690000000,62192430,62191406,10532,10532,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4130865591,0.4130865591
2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,96.6852777004242,81.77897644042969,14.906301259994507,0,0,2077.6280000000,2407.8720000000,1754.7740000000,32.7170000000,24.5380000000,13.6530000000,25.0770000000,20.3120000000,10.6510000000,29.9540000000,19.9610000000,23.4490000000,22.8340000000,21.6060000000,140.9220000000,40800.5779999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67564.4180000000,0.3720000000,0.3300000000,44.8520000000,129.7280000000,20046.7820000000,19986.5790000000,0.0080000000,47517.6260000000,62192430,62191406,10532,10531,60591273,60591273,60591273,60591273,0,0,1601157,1600133,0.4830939515,0.4830939515
3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Dave_McNally/Dave_McNally_0001.jpg,False,False,0.9440236196218618,0.9440236196,96.95302104949951,82.01560163497925,14.937419414520264,0,0,2072.7710000000,2413.5410000000,1690.2890000000,34.1670000000,24.5940000000,9.9030000000,27.7890000000,21.7210000000,9.5660000000,28.5730000000,19.4850000000,23.9030000000,21.9080000000,23.0350000000,142.6750000000,40977.8179999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67722.9420000000,0.4320000000,0.3120000000,115.1890000000,138.7270000000,20092.0040000000,20029.3340000000,0.0080000000,47630.9280000000,62192439,62191406,10523,10523,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.9440236196,0.9440236196
4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Horacio_de_Jesus_Montoya/Horacio_de_Jesus_Montoya_0001.jpg,False,False,0.9830802545130686,0.9830802545,96.89476251602173,82.02094388008118,14.873818635940552,0,0,2077.4790000000,2408.3130000000,1732.9440000000,33.5750000000,25.4650000000,15.3810000000,24.6230000000,22.1310000000,9.4880000000,29.7960000000,20.1400000000,25.1020000000,21.7000000000,23.7280000000,148.6430000000,40727.1070000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67779.8630000000,0.3760000000,0.3560000000,21.9360000000,147.5440000000,20349.8110000000,20291.7900000000,0.0080000000,47430.0420000000,62192439,62191406,10523,10532,60591282,60591273,60591265,60591273,0,0,1601157,1600133,0.9830802545,0.9830802545
5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Ludivine_Sagnier/Ludivine_Sagnier_0002.jpg,False,False,0.9184969575372537,0.9184969575,96.85334777832031,81.94215703010559,14.911190748214722,0,0,2054.9050000000,2405.1070000000,1704.7490000000,31.1450000000,23.2620000000,13.4070000000,25.0340000000,21.4790000000,9.3840000000,27.8290000000,20.2210000000,25.2010000000,21.1260000000,22.2010000000,139.9200000000,40823.5309999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67627.8920000000,0.3470000000,0.3410000000,61.8390000000,127.0320000000,20176.6280000000,20118.6740000000,0.0070000000,47451.2540000000,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.9184969575,0.9184969575
0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,96.98724699020386,82.12219405174255,14.865052938461304,0,0,2072.1390000000,2405.4740000000,1717.0180000000,31.3030000000,23.5430000000,11.4130000000,26.1180000000,21.9130000000,9.7410000000,26.6360000000,19.9630000000,23.0380000000,22.3120000000,23.0360000000,141.0980000000,40682.6550000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67840.9870000000,0.3610000000,0.3340000000,195.8780000000,125.5960000000,20492.4370000000,20424.2040000000,0.0080000000,47348.5390000000,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.3933947035,0.3933947035
1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Sheila_Copps/Sheila_Copps_0003.jpg,False,False,0.759932431574292,0.7599324316,97.0532693862915,82.12446928024292,14.928800106048584,0,0,2080.1420000000,2414.9780000000,1753.3670000000,33.0270000000,22.0520000000,13.7350000000,23.9530000000,20.9220000000,9.2510000000,27.9890000000,19.9000000000,23.5960000000,23.5130000000,24.0780000000,156.5340000000,40439.4970000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,67865.1770000000,0.3160000000,0.3150000000,194.4590000000,132.8430000000,20690.2660000000,20619.3400000000,0.0080000000,47174.9000000000,62192439,62191406,10523,10532,60591282,60591273,60591273,60591273,0,0,1601157,1600133,0.7599324316,0.7599324316
0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,False,True,0.261090368001504,2.073992681031311e+143,97.30141186714172,82.2752103805542,15.026201486587524,0,0,2070.4980000000,2404.9990000000,1707.6400000000,32.2230000000,23.6010000000,11.9310000000,23.3200000000,21.4870000000,8.7800000000,30.0320000000,21.5480000000,24.9520000000,21.7190000000,22.9940000000,144.3290000000,40451.6749999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,68014.1960000000,0.3270000000,0.3170000000,25.5690000000,137.6150000000,20899.2090000000,20834.6730000000,0.0070000000,47114.9790000000,62192430,62191406,10532,10532,60591273,60591273,60591265,60591273,0,0,1601157,1600133,0.2610903680,207399268103131119181292853734442847991857887510947162068540709527455629690422205391241193930948490284006229698422852783076752999018778152927232.0000000000
1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Anna_Faris/Anna_Faris_0001.jpg,False,False,0.7909998945766907,0.7909998946,97.36617469787598,82.34376549720764,15.022409200668335,0,0,2073.5950000000,2415.0190000000,1721.8080000000,30.1270000000,23.2090000000,11.1390000000,25.0490000000,21.5940000000,9.8180000000,29.9020000000,20.1270000000,25.2580000000,21.3450000000,24.8860000000,144.1760000000,40826.4700000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,68065.7500000000,0.3220000000,0.3240000000,31.3770000000,155.0580000000,20552.0530000000,20492.7200000000,0.0080000000,47513.6890000000,62192439,62191406,10523,10532,60591282,60591273,60591265,60591273,0,0,1601157,1600133,0.7909998946,0.7909998946
