,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804857953493839,0.2804857953,85.488290309906,80.5149405002594,4.9733498096466064,0,0,408.1590000000,515.7640000000,487.5790000000,11.1170000000,7.3630000000,7.3590000000,11.3140000000,7.1670000000,7.5730000000,14.6060000000,8.1820000000,20.5560000000,10.0650000000,6.8140000000,66.7680000000,33158.5520000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77880.1640000000,0.1060000000,0.4290000000,486.3020000000,116.4150000000,43096.6110000000,43091.2690000000,0.0030000000,34783.5520000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.2804857953,0.2804857953
1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,False,True,0.17130015530360065,3.076242608451899e+168,83.21040463447571,81.28495597839355,1.9254486560821533,0,0,409.2020000000,517.6810000000,489.1360000000,11.5830000000,7.7020000000,7.2660000000,10.1120000000,7.0390000000,7.5130000000,13.1050000000,8.2470000000,21.0090000000,10.3350000000,7.0540000000,69.5970000000,33880.6780000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,78788.7910000000,0.1120000000,0.1230000000,362.1370000000,162.6450000000,43263.1510000000,43257.4290000000,0.0030000000,35525.6370000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.1713001553,3076242608451899143435491979176992232831360085875470305455054942391423156739947378882234437211779903041534572268168882338290427157856936544892133154912934610098196578304.0000000000
2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Ontario_Lett/Ontario_Lett_0001.jpg,False,False,0.790413160971581,0.790413161,83.48239922523499,81.55632615089417,1.9260730743408203,0,0,408.9290000000,519.0660000000,489.1410000000,11.1020000000,7.6630000000,7.2480000000,9.8610000000,8.3250000000,7.4880000000,13.4830000000,8.6240000000,20.1660000000,10.0120000000,6.9240000000,67.9840000000,33509.3550000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79082.8140000000,0.1110000000,0.1410000000,401.8610000000,122.9430000000,43939.4900000000,43934.0020000000,0.0030000000,35143.3190000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.7904131610,0.7904131610
3,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Naoto_Kan/Naoto_Kan_0003.jpg,False,False,1.0642397469674587,1.064239747,83.75927019119263,81.83800959587097,1.9212605953216553,0,0,403.4800000000,514.0880000000,483.9550000000,10.9870000000,7.4460000000,7.6500000000,9.9280000000,7.3200000000,7.0900000000,12.6890000000,8.2090000000,19.9050000000,9.8930000000,6.9060000000,69.7670000000,33751.5730000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79349.3250000000,0.1050000000,0.1410000000,391.3000000000,138.9060000000,43983.0120000000,43977.5120000000,0.0040000000,35366.3100000000,86428471,86427438,29211,29219,84827314,84827305,84827296,84827305,0,0,1601157,1600133,1.0642397470,1.0642397470
0,lfw/Al_Davis/Al_Davis_0001.jpg,lfw/Al_Davis/Al_Davis_0002.jpg,True,True,0.430785756074368,0.4307857561,83.56879782676697,81.64640498161316,1.9223928451538086,0,0,403.5320000000,511.4230000000,482.2890000000,10.7770000000,7.8560000000,7.4200000000,10.0340000000,7.4600000000,7.2160000000,13.3410000000,8.2510000000,20.2010000000,10.1680000000,6.9890000000,67.3260000000,33910.1149999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79175.7590000000,0.1330000000,0.1180000000,402.4410000000,112.1900000000,43650.7820000000,43645.2820000000,0.0030000000,35524.9730000000,86428462,86427438,29220,29219,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.4307857561,0.4307857561
1,lfw/Al_Davis/Al_Davis_0001.jpg,lfw/Sun_Myung_Moon/Sun_Myung_Moon_0001.jpg,False,False,0.7961438079742694,0.796143808,83.82400822639465,81.90215420722961,1.921854019165039,0,0,405.5570000000,516.7200000000,488.8050000000,11.0610000000,7.7640000000,7.0290000000,10.1620000000,7.4950000000,7.8530000000,13.5260000000,8.4100000000,20.6460000000,9.7370000000,7.0030000000,67.8960000000,33594.6750000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,79410.4290000000,0.1370000000,0.1340000000,380.6050000000,164.1930000000,44191.6550000000,44185.0250000000,0.0040000000,35218.7720000000,86428462,86427438,29220,29211,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.7961438080,0.7961438080
0,lfw/Al_Gore/Al_Gore_0001.jpg,lfw/Al_Gore/Al_Gore_0002.jpg,True,True,0.4893639357213838,0.4893639357,87.53584456443787,85.60324549674988,1.9325990676879883,0,0,404.9480000000,516.2740000000,487.8250000000,13.5470000000,7.9420000000,8.4230000000,10.8280000000,8.0690000000,7.8310000000,13.7550000000,8.3270000000,20.3550000000,10.2410000000,6.8850000000,68.1220000000,34755.3290000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,83133.3250000000,0.1040000000,0.1170000000,385.4040000000,146.1980000000,46749.0460000000,46743.3560000000,0.0030000000,36384.2760000000,86428462,86427438,29220,29219,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.4893639357,0.4893639357
1,lfw/Al_Gore/Al_Gore_0001.jpg,lfw/Al_Gore/Al_Gore_0003.jpg,True,True,0.4849833189643322,0.484983319,86.61573553085327,84.69294023513794,1.922795295715332,0,0,406.0930000000,517.3920000000,489.2100000000,11.5910000000,7.4010000000,7.9640000000,10.4620000000,7.6110000000,7.3830000000,13.5590000000,8.4400000000,21.0180000000,10.0010000000,6.8280000000,67.9300000000,34956.4930000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,82216.4860000000,0.1080000000,0.1150000000,386.7180000000,128.0320000000,45633.2770000000,45627.2190000000,0.0040000000,36583.2050000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.4849833190,0.4849833190
2,lfw/Al_Gore/Al_Gore_0001.jpg,lfw/Al_Gore/Al_Gore_0004.jpg,True,True,0.5589126656877189,0.5589126657,86.74043989181519,84.81335043907166,1.9270894527435303,0,0,411.0610000000,514.6170000000,493.8020000000,11.0460000000,7.6250000000,8.6020000000,10.4380000000,7.2760000000,7.4750000000,13.7140000000,8.2280000000,20.5800000000,10.6120000000,7.2720000000,69.1520000000,34282.6490000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,82339.4890000000,0.1070000000,0.1300000000,390.1730000000,134.5480000000,46420.2220000000,46414.3140000000,0.0040000000,35919.2640000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.5589126657,0.5589126657
3,lfw/Al_Gore/Al_Gore_0001.jpg,lfw/Al_Gore/Al_Gore_0005.jpg,False,True,0.695187324294662,0.6951873243,85.17513751983643,83.25724029541016,1.9178972244262695,0,0,406.6600000000,513.9850000000,485.3560000000,10.9040000000,7.3650000000,7.8400000000,10.1210000000,7.1560000000,7.5070000000,13.9690000000,8.5820000000,20.3870000000,10.4980000000,6.7830000000,67.4030000000,34314.8529999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,80813.0920000000,0.0730000000,0.0820000000,395.4960000000,126.0870000000,44878.5020000000,44873.0720000000,0.0030000000,35934.5870000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.6951873243,0.6951873243
