,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,70.46129751205444,65.518483877182,4.9428136348724365,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.13,2.12,8%,1:05.08,0,0,0,0,168796,0,18,66936,61810,816,0,3152,0,0,0,0,4096,0,0,173.2570000000,194.5280000000,194.4990000000,6.9960000000,4.8740000000,5.2390000000,7.5610000000,4.8270000000,5.0990000000,7.8460000000,5.9160000000,13.0610000000,6.7900000000,4.7850000000,47.0180000000,45234.4969999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,63992.3630000000,0.1010000000,0.4300000000,272.1120000000,127.1770000000,18053.4080000000,18051.5430000000,0.0030000000,45938.9530000000,27761630,27761118,29220,29211,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Mark_McClellan/Mark_McClellan_0001.jpg,False,False,1.0438871197402477,1.0438871384,62.33880305290222,60.408231019973755,1.9305720329284668,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.16,2.01,8%,1:00.04,0,0,0,0,168616,0,2,66943,61449,367,0,0,0,0,0,0,4096,0,0,170.8450000000,198.4950000000,200.7370000000,6.9520000000,5.2970000000,4.8400000000,6.7270000000,4.8750000000,5.5000000000,9.2360000000,6.0940000000,13.3170000000,7.0670000000,4.7710000000,47.5620000000,42245.6880000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59016.5420000000,0.1080000000,0.1450000000,238.2070000000,126.8410000000,16052.5720000000,16051.0200000000,0.0010000000,42963.9690000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,1.0438871384,1.0438871384
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,63.623286724090576,61.69514775276184,1.9281389713287354,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.12,1.97,8%,1:01.34,0,0,0,0,168792,0,0,66942,61891,477,0,0,0,0,0,0,4096,0,0,170.6900000000,201.1760000000,201.3840000000,7.1710000000,5.2530000000,5.6100000000,6.8240000000,4.9520000000,5.2620000000,8.0530000000,6.1470000000,13.3310000000,7.5250000000,4.9920000000,49.5080000000,43303.5239999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,60317.2360000000,0.1180000000,0.1130000000,209.7100000000,155.4760000000,16284.9130000000,16283.3610000000,0.0020000000,44032.3210000000,27761630,27761118,29220,29211,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,62.5300509929657,60.59741997718811,1.932631015777588,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.99,2.10,8%,1:00.21,0,0,0,0,168612,0,0,66938,61597,317,0,0,0,0,0,0,4096,0,0,168.4600000000,197.6590000000,196.0830000000,6.8450000000,5.1990000000,5.2080000000,6.3810000000,5.2520000000,4.9240000000,8.5620000000,6.2380000000,13.1060000000,7.1960000000,5.1070000000,46.8310000000,41485.1679999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59285.5870000000,0.1070000000,0.1190000000,123.0990000000,128.2600000000,17081.0310000000,17079.4520000000,0.0020000000,42204.5540000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,62.622122287750244,60.701093912124634,1.9210283756256104,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.06,2.13,8%,1:00.33,0,0,0,0,168900,0,0,66948,61249,884,0,0,0,0,0,0,4096,0,0,176.4780000000,195.6970000000,203.9560000000,7.6540000000,5.1020000000,4.5990000000,6.3160000000,4.7760000000,5.5160000000,8.3990000000,6.0200000000,12.8670000000,6.9640000000,5.4070000000,47.5030000000,42789.0870000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59317.7340000000,0.1130000000,0.1370000000,218.3430000000,133.2860000000,15809.4170000000,15807.4930000000,0.0020000000,43508.3150000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Leandrinho_Barbosa/Leandrinho_Barbosa_0001.jpg,False,False,0.9851448498666286,0.9851448536,61.62378907203674,59.70603585243225,1.9177532196044922,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.24,2.02,8%,0:59.31,0,0,0,0,168968,0,0,66946,61419,694,0,0,0,0,0,0,4096,0,0,169.7020000000,195.9440000000,198.8710000000,7.1360000000,5.0390000000,5.0600000000,7.1460000000,4.9030000000,5.2870000000,8.7090000000,6.0570000000,13.2610000000,6.7730000000,4.7570000000,47.8240000000,40789.9390000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,58349.9250000000,0.1050000000,0.1340000000,129.5440000000,129.7250000000,16851.6910000000,16849.6370000000,0.0020000000,41498.2310000000,27761630,27761118,29220,29219,27211913,27211913,27211904,27211913,0,0,549717,549205,0.9851448536,0.9851448536
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Stanley_Ho/Stanley_Ho_0001.jpg,False,False,0.7301395535469055,0.7301394939,71.24884152412415,69.3156304359436,1.933211088180542,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.22,1.95,7%,1:08.89,0,0,0,0,168824,0,0,66945,61615,614,0,0,0,0,0,0,4096,0,0,167.7400000000,195.6560000000,195.5960000000,6.8220000000,4.9700000000,5.7250000000,6.4270000000,5.3020000000,5.1070000000,7.7300000000,6.0350000000,13.0540000000,6.8660000000,4.8700000000,46.4300000000,50386.9790000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,67921.0360000000,0.0990000000,0.1180000000,157.9520000000,133.4720000000,16834.7890000000,16832.6310000000,0.0020000000,51086.2440000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.7301394939,0.7301394939
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Kofi_Annan/Kofi_Annan_0011.jpg,False,False,0.9452967792749405,0.9452967644,60.475342750549316,58.54418921470642,1.9311535358428955,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.11,2.07,8%,0:58.20,0,0,0,0,168620,0,2,66940,61525,414,0,0,0,0,0,0,4096,0,0,170.6130000000,199.0230000000,200.0300000000,6.8330000000,5.0200000000,5.3420000000,7.0660000000,5.0030000000,4.6910000000,8.0730000000,6.0400000000,13.0540000000,7.4290000000,4.9720000000,47.7500000000,38332.6510000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,57120.9960000000,0.1260000000,0.1270000000,258.6430000000,141.8870000000,18074.2250000000,18072.2080000000,0.0020000000,39046.7700000000,27761630,27761118,29220,29211,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9452967644,0.9452967644
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Cindy_Crawford/Cindy_Crawford_0003.jpg,False,False,0.8143578320741653,0.8143577576,59.803329944610596,57.88633465766907,1.9169952869415283,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.26,2.01,9%,0:57.53,0,0,0,0,168720,0,0,66944,61633,604,0,0,0,0,0,0,4096,0,0,169.2960000000,196.0440000000,198.8540000000,6.7070000000,5.1090000000,4.8260000000,6.5880000000,4.9020000000,5.8230000000,7.9210000000,6.5070000000,13.5280000000,7.0460000000,4.9350000000,47.1130000000,39058.3830000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,56425.5380000000,0.1050000000,0.1370000000,273.2220000000,154.0200000000,16659.8730000000,16658.2810000000,0.0010000000,39765.6630000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.8143577576,0.8143577576
0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,62.247682094573975,60.32528257369995,1.9223995208740234,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.12,2.02,8%,0:59.97,0,0,0,0,168616,0,0,66939,61304,616,0,0,0,0,0,0,4096,0,0,168.1160000000,196.5800000000,196.4350000000,6.8520000000,5.1770000000,4.8740000000,6.5470000000,5.0940000000,5.3780000000,7.9380000000,5.9990000000,12.6620000000,7.4430000000,5.0260000000,47.6300000000,40619.8690000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,58705.0240000000,0.1070000000,0.1460000000,283.9750000000,323.1720000000,17373.4910000000,17368.9830000000,0.0020000000,41331.5290000000,27761630,27761109,29220,29229,27211913,27211904,27211913,27211904,0,0,549717,549205,0.3585660458,0.3585660458
