,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Doug_Melvin/Doug_Melvin_0001.jpg,lfw/Doug_Melvin/Doug_Melvin_0002.jpg,True,True,0.34261518716812134,0.3426151872,8.479438304901123,6.55522084236145,1.9242174625396729,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.79,0.38,35%,0:06.09,0,0,0,0,157580,0,16,64447,58244,7,0,3088,0,0,0,0,4096,0,0,55.7250000000,49.6280000000,38.1760000000,1.6670000000,1.2850000000,0.7110000000,1.2310000000,1.2910000000,0.5900000000,1.4400000000,1.2060000000,1.5550000000,1.3180000000,1.1630000000,7.9960000000,3135.8950000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5372.6890000000,0.0990000000,0.4400000000,15.4650000000,21.8570000000,2066.5670000000,2064.0320000000,0.0040000000,3306.1190000000,19986910,19986398,10532,10532,19437193,19437193,19437193,19437193,0,0,549717,549205,0.3426151872,0.3426151872
1,lfw/Doug_Melvin/Doug_Melvin_0001.jpg,lfw/Doug_Melvin/Doug_Melvin_0003.jpg,True,True,0.2729891538619995,0.2729891539,8.625837326049805,6.691059589385986,1.9347777366638184,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.83,0.48,37%,0:06.24,0,0,0,0,157744,0,1,64460,58028,29,0,0,0,0,0,0,4096,0,0,58.5670000000,61.8340000000,50.9920000000,1.9820000000,1.5900000000,0.9790000000,1.6070000000,1.4560000000,0.8640000000,1.9550000000,1.6130000000,2.0430000000,1.7380000000,1.5280000000,11.3120000000,3309.7380000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5562.0320000000,0.1020000000,0.1360000000,8.9100000000,16.8890000000,2045.7270000000,2043.3420000000,0.0040000000,3516.3050000000,19986919,19986398,10523,10532,19437202,19443794,19437193,19443794,0,0,549717,542604,0.2729891539,0.2729891539
2,lfw/Doug_Melvin/Doug_Melvin_0001.jpg,lfw/Shoshana_Johnson/Shoshana_Johnson_0001.jpg,False,False,0.9224215447902679,0.9224215746,8.514621257781982,6.581574201583862,1.9330470561981201,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.76,0.36,34%,0:06.13,0,0,0,0,157748,0,0,64459,57456,19,0,0,0,0,0,0,4096,0,0,48.5630000000,50.5380000000,41.1420000000,1.5480000000,1.1850000000,0.7010000000,1.1540000000,1.0680000000,0.6760000000,1.4840000000,1.0740000000,1.4130000000,1.3000000000,1.0940000000,7.9690000000,3134.9660000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5409.9180000000,0.1030000000,0.1240000000,38.5100000000,22.1010000000,2108.1220000000,2105.4660000000,0.0040000000,3301.7930000000,19986910,19986398,10532,10532,19437193,19443794,19437193,19437193,0,0,549717,542604,0.9224215746,0.9224215746
3,lfw/Doug_Melvin/Doug_Melvin_0001.jpg,lfw/Stephanie_Cohen_Aloro/Stephanie_Cohen_Aloro_0001.jpg,False,False,0.9730198830366135,0.9730198979,8.39871335029602,6.468724966049194,1.9299883842468262,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.76,0.41,36%,0:06.01,0,0,0,0,157708,0,1,64455,57698,17,0,0,0,0,0,0,4096,0,0,50.1990000000,48.6900000000,39.1820000000,1.7770000000,1.2910000000,0.7850000000,1.7050000000,1.1880000000,0.7840000000,1.6280000000,1.4140000000,1.7790000000,1.4160000000,1.2200000000,9.4170000000,3067.4120000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5295.7020000000,0.1070000000,0.1260000000,28.2470000000,27.5060000000,2060.4460000000,2057.7870000000,0.0040000000,3235.2550000000,19986910,19986398,10532,10532,19437193,19443794,19437193,19437202,0,0,549717,542604,0.9730198979,0.9730198979
0,lfw/Drew_Barrymore/Drew_Barrymore_0001.jpg,lfw/Drew_Barrymore/Drew_Barrymore_0002.jpg,False,True,0.8493960797786713,0.8493959904,8.533728122711182,6.613288640975952,1.9204394817352295,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.78,0.35,34%,0:06.17,0,0,0,0,157880,0,0,64460,57873,17,0,0,0,0,0,0,4096,0,0,51.4130000000,52.6800000000,41.2030000000,1.5090000000,1.1240000000,0.5280000000,1.0470000000,1.1370000000,0.5330000000,1.4290000000,1.1780000000,1.1350000000,1.3610000000,1.1910000000,7.6270000000,3188.4670000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5482.3920000000,0.1010000000,0.1390000000,12.6940000000,17.2450000000,2122.5540000000,2120.0250000000,0.0030000000,3359.8360000000,19986910,19986398,10532,10523,19437193,19443794,19437193,19437193,0,0,549717,542604,0.8493959904,0.8493959904
1,lfw/Drew_Barrymore/Drew_Barrymore_0001.jpg,lfw/Nancy_Demme/Nancy_Demme_0002.jpg,False,False,0.9233869686722755,0.923386991,8.443170070648193,6.52242374420166,1.9207463264465332,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.79,0.34,35%,0:06.10,0,0,0,0,158056,0,0,64460,57764,17,0,0,0,0,0,0,4096,0,0,47.5160000000,48.1950000000,38.2220000000,1.4000000000,1.1340000000,0.7140000000,1.2420000000,1.0280000000,0.6640000000,1.5130000000,1.2050000000,1.5840000000,1.2980000000,1.1680000000,8.0460000000,3119.4650000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5380.2700000000,0.1060000000,0.1450000000,34.3810000000,21.7100000000,2100.6910000000,2098.0020000000,0.0040000000,3279.5780000000,19986910,19986398,10532,10523,19437193,19443794,19437193,19437193,0,0,549717,542604,0.9233869910,0.9233869910
0,lfw/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,lfw/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,True,True,0.5301993489265442,0.5301992893,8.50736951828003,6.5861663818359375,1.9212031364440918,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.70,0.38,33%,0:06.14,0,0,0,0,157752,0,0,64458,57597,25,0,0,0,0,0,0,4096,0,0,46.5800000000,46.8590000000,37.6120000000,1.3240000000,1.0730000000,0.7030000000,0.9730000000,0.9930000000,0.4960000000,1.3290000000,0.9370000000,0.9690000000,1.0810000000,0.9650000000,6.2730000000,3185.1630000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5444.0620000000,0.1080000000,0.1260000000,15.4970000000,26.7850000000,2105.3870000000,2102.9030000000,0.0040000000,3338.6730000000,19986910,19986398,10532,10532,19437193,19443794,19437193,19437202,0,0,549717,542604,0.5301992893,0.5301992893
1,lfw/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,lfw/Donald_Rumsfeld/Donald_Rumsfeld_0106.jpg,False,False,0.7540580332279205,0.754058063,8.73029351234436,6.79391622543335,1.9363772869110107,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.74,0.39,33%,0:06.34,0,0,0,0,157692,0,0,64453,57726,14,0,0,0,0,0,0,4096,0,0,47.0750000000,49.0420000000,37.8630000000,1.5430000000,1.1940000000,0.6620000000,1.1720000000,1.1750000000,0.6480000000,1.4560000000,1.1200000000,1.5610000000,1.2320000000,1.0880000000,7.8990000000,3076.9980000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5284.0520000000,0.1200000000,0.1490000000,376.2790000000,23.7830000000,2047.3360000000,2044.6740000000,0.0040000000,3236.7150000000,19986910,19986398,10532,10532,19437193,19443794,19437193,19443794,0,0,549717,542604,0.7540580630,0.7540580630
0,lfw/Dwayne_Johnson/Dwayne_Johnson_0001.jpg,lfw/Dwayne_Johnson/Dwayne_Johnson_0002.jpg,True,True,0.13888508081436157,0.1388850212,8.471454620361328,6.559767246246338,1.9116873741149902,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.78,0.33,34%,0:06.07,0,0,0,0,157888,0,1,64461,56820,18,0,0,0,0,0,0,4096,0,0,47.6460000000,47.6660000000,37.0650000000,1.4310000000,1.1510000000,0.6840000000,1.1200000000,1.0790000000,0.5650000000,1.4180000000,1.0720000000,1.3390000000,1.2780000000,1.0740000000,7.1850000000,3200.9740000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5364.3800000000,0.1010000000,0.1430000000,11.8230000000,25.8190000000,2005.8120000000,2003.3470000000,0.0030000000,3358.5660000000,19986910,19986398,10532,10523,19437193,19443794,19437193,19443794,0,0,549717,542604,0.1388850212,0.1388850212
1,lfw/Dwayne_Johnson/Dwayne_Johnson_0001.jpg,lfw/Mickey_Loomis/Mickey_Loomis_0001.jpg,False,False,0.9566927962005138,0.9566927552,8.351231575012207,6.426374197006226,1.9248573780059814,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 80 -x 0""",1.68,0.38,34%,0:06.08,0,0,0,0,157680,0,0,64453,57208,11,0,0,0,0,0,0,4096,0,0,45.1190000000,45.0950000000,35.7090000000,1.3560000000,0.9940000000,0.4410000000,0.9160000000,0.9860000000,0.4890000000,1.2750000000,0.8950000000,1.1740000000,1.0630000000,0.9370000000,6.0230000000,3101.5330000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,5297.1210000000,0.0980000000,0.1320000000,99.7950000000,28.4050000000,2048.5630000000,2045.7030000000,0.0040000000,3248.5560000000,19986910,19986398,10532,10532,19437193,19443794,19437193,19437202,0,0,549717,542604,0.9566927552,0.9566927552
