,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,True,True,0.2064672729369681,0.2064672729,108.1706075668335,93.25800704956055,14.91260051727295,0,0,2074.9320000000,2399.1760000000,1738.2500000000,36.5240000000,24.3380000000,16.0370000000,22.6030000000,20.7830000000,8.4540000000,28.2110000000,18.8770000000,22.3560000000,20.1090000000,22.5790000000,157.1550000000,41140.8130000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76034.2720000000,0.3720000000,0.3180000000,27.4920000000,1078.3030000000,28190.8350000000,28131.2870000000,0.0070000000,47843.4280000000,86428480,86427456,29777,29777,84827323,84827332,84827323,84827323,0,0,1601157,1600124,0.2064672729,0.2064672729
1,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,True,True,0.41308655913370573,0.4130865591,109.49716925621033,94.5476667881012,14.94950246810913,0,0,2075.7090000000,2422.3030000000,1724.7590000000,36.6120000000,25.3420000000,10.8500000000,24.5970000000,22.7030000000,8.6890000000,28.8430000000,20.5420000000,21.7970000000,23.1350000000,22.5740000000,150.1560000000,41392.5489999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76518.0900000000,0.4420000000,0.3160000000,1424.4180000000,1073.7820000000,28416.1900000000,28358.4970000000,0.0070000000,48101.8910000000,86428480,86427456,29777,29778,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.4130865591,0.4130865591
2,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,True,True,0.483093951538731,0.4830939515,107.58142566680908,92.63179135322571,14.949634313583374,0,0,2063.5720000000,2392.5590000000,1746.3180000000,33.2720000000,23.0790000000,12.3320000000,24.9030000000,20.4440000000,9.3790000000,28.2400000000,21.6690000000,22.7940000000,22.2110000000,22.8690000000,151.2190000000,41181.7059999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76313.7540000000,0.4040000000,0.3120000000,25.9860000000,1082.3430000000,28444.1030000000,28384.1710000000,0.0070000000,47869.6420000000,86428480,86427456,29778,29777,84827323,84827332,84827323,84827323,0,0,1601157,1600124,0.4830939515,0.4830939515
3,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Kirk_Ferentz/Kirk_Ferentz_0001.jpg,False,False,0.995702477193631,0.9957024772,108.23899912834167,93.37066602706909,14.868333101272583,0,0,2079.6330000000,2425.6140000000,1744.3430000000,33.0320000000,23.0590000000,11.6140000000,26.3580000000,20.5950000000,10.3220000000,28.9970000000,20.1400000000,22.8960000000,20.6160000000,21.0630000000,162.9110000000,41205.6459999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76617.0710000000,0.4100000000,0.2920000000,883.9080000000,1060.0850000000,28669.8390000000,28609.9640000000,0.0100000000,47947.2240000000,86428480,86427456,29777,29778,84827323,84827332,84827323,84827323,0,0,1601157,1600124,0.9957024772,0.9957024772
4,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Diane_Ladd/Diane_Ladd_0001.jpg,False,False,0.9422457476096974,0.9422457476,115.37124633789062,100.41504883766174,14.956197500228882,0,0,2063.8630000000,2411.1910000000,1718.0280000000,31.9270000000,23.7300000000,10.9410000000,24.2340000000,21.3820000000,8.9190000000,26.3250000000,22.0320000000,25.4750000000,24.1000000000,22.9030000000,153.2960000000,42095.3990000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77682.9040000000,0.4070000000,0.3170000000,32.0830000000,1097.0440000000,28904.3800000000,28845.8850000000,0.0070000000,48778.5150000000,86428480,86427456,29778,29777,84827323,84827332,84827323,84827323,0,0,1601157,1600124,0.9422457476,0.9422457476
5,lfw/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,lfw/Mohamed_ElBaradei/Mohamed_ElBaradei_0004.jpg,False,False,1.0071742610347407,1.007174261,109.4151074886322,94.49969625473022,14.915411233901978,0,0,2076.7390000000,2404.0980000000,1738.1200000000,34.5640000000,22.8110000000,11.9600000000,24.6650000000,20.3060000000,10.4810000000,32.9680000000,21.9100000000,26.1930000000,20.3860000000,21.0690000000,145.1400000000,40989.9519999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76129.1530000000,0.4330000000,0.3110000000,1361.1420000000,1052.4910000000,28425.7760000000,28366.2000000000,0.0070000000,47703.3410000000,86428480,86427456,29778,29778,84827323,84827323,84827323,84827323,0,0,1601157,1600133,1.0071742610,1.0071742610
0,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,True,True,0.393394703513807,0.3933947035,111.98887634277344,97.146249294281,14.842627048492432,0,0,2066.1470000000,2424.7790000000,1712.5860000000,31.2110000000,24.3350000000,11.5980000000,23.0310000000,21.8210000000,8.5660000000,28.3220000000,20.1060000000,25.3980000000,22.5180000000,22.4100000000,143.6880000000,41347.9110000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76785.0740000000,0.4720000000,0.3110000000,22.3000000000,1081.7280000000,28754.6490000000,28697.1470000000,0.0080000000,48030.4160000000,86428480,86427456,29778,29777,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.3933947035,0.3933947035
1,lfw/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,lfw/Robert_Kocharian/Robert_Kocharian_0003.jpg,False,False,0.7026979311792247,0.7026979312,109.16149950027466,94.26712203025818,14.89437747001648,0,0,2080.4640000000,2393.8620000000,1730.0350000000,34.1090000000,22.2960000000,11.5400000000,23.6380000000,19.4410000000,10.3830000000,28.2820000000,18.7790000000,23.8680000000,21.8010000000,22.2130000000,154.2740000000,41150.2430000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75945.0700000000,0.3940000000,0.3120000000,2515.4540000000,1061.4530000000,28103.9900000000,28043.6700000000,0.0090000000,47841.0720000000,86428480,86427456,29778,29777,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.7026979312,0.7026979312
0,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,True,True,0.261090368001504,0.261090368,108.97442507743835,94.03804111480713,14.936383962631226,0,0,2079.7300000000,2402.0120000000,1719.7470000000,31.1450000000,22.9940000000,13.1140000000,22.3050000000,20.3920000000,8.7250000000,27.7960000000,19.1070000000,22.8350000000,21.2440000000,23.4350000000,144.5370000000,41179.5599999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75956.0930000000,0.3880000000,0.2970000000,2737.0320000000,1065.5510000000,28102.2230000000,28040.6770000000,0.0070000000,47853.8620000000,86428480,86427456,29778,29778,84827323,84837412,84827323,84827323,0,0,1601157,1590044,0.2610903680,0.2610903680
1,lfw/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,lfw/Jack_Welch/Jack_Welch_0001.jpg,False,False,0.9405836525533079,0.9405836526,107.83372640609741,92.90569877624512,14.928027629852295,0,0,2083.0420000000,2432.4360000000,1747.9290000000,32.2830000000,24.2000000000,10.3110000000,23.5630000000,21.0470000000,11.6630000000,28.4300000000,20.0290000000,25.6050000000,21.8790000000,23.3510000000,152.8500000000,41069.2590000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75582.5830000000,0.3980000000,0.3180000000,22.5300000000,1093.8990000000,27761.0100000000,27700.5400000000,0.0080000000,47821.5640000000,86428480,86427456,29778,29777,84827323,84827323,84827323,84827323,0,0,1601157,1600133,0.9405836526,0.9405836526
