,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,61.40369653701782,59.489497900009155,1.914198637008667,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.11,1.95,8%,0:59.07,0,0,0,0,168828,0,1,66945,61031,442,0,0,0,0,0,0,4096,0,0,167.6990000000,198.4470000000,195.0880000000,6.9460000000,5.0250000000,5.1030000000,6.1040000000,4.8420000000,4.6230000000,7.7540000000,6.0240000000,12.3780000000,6.8120000000,5.4700000000,45.8530000000,40330.3580000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,57603.7480000000,0.1380000000,0.1170000000,654.8900000000,134.2350000000,16573.6990000000,16571.8970000000,0.0010000000,41030.0460000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Dionne_Warwick/Dionne_Warwick_0001.jpg,False,False,0.9845166308805346,0.9845166206,59.536179065704346,57.60848069190979,1.9276983737945557,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.27,1.92,9%,0:57.25,0,0,0,0,168960,0,0,66944,61149,719,0,0,0,0,0,0,4096,0,0,167.8810000000,201.1960000000,193.6700000000,7.4750000000,5.1800000000,4.7550000000,6.2730000000,5.1450000000,4.7550000000,8.0720000000,6.3760000000,12.6790000000,7.4870000000,5.1330000000,46.1270000000,40521.6069999998,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,56258.5600000000,0.1030000000,0.1310000000,208.6290000000,126.0790000000,15028.2170000000,15026.3860000000,0.0020000000,41230.3410000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.9845166206,0.9845166206
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,62.47132658958435,60.546964168548584,1.9243624210357666,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.01,2.01,8%,1:00.14,0,0,0,0,168612,0,0,66938,61354,418,0,0,0,0,0,0,4096,0,0,168.8170000000,195.0480000000,196.8530000000,7.1900000000,4.9160000000,4.8220000000,6.0630000000,4.6090000000,5.4690000000,7.4500000000,6.0240000000,13.1270000000,6.7660000000,4.9160000000,45.8330000000,41004.2920000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59271.9640000000,0.1030000000,0.1380000000,49.4520000000,158.7120000000,17554.4610000000,17552.9380000000,0.0010000000,41717.5010000000,27761639,27761118,29211,29220,27211922,27211913,27211922,27211913,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,60.07599997520447,58.157066106796265,1.9189338684082031,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.10,2.03,8%,0:57.78,0,0,0,0,168716,0,0,66942,61325,1082,0,0,0,0,0,0,4096,0,0,167.0110000000,194.8970000000,194.9330000000,6.6120000000,5.1670000000,4.8590000000,6.1640000000,5.3070000000,4.9010000000,7.7460000000,6.0310000000,12.6950000000,6.3840000000,5.2080000000,44.5610000000,39173.0899999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,56755.0200000000,0.0990000000,0.1300000000,225.6590000000,117.9330000000,16887.8110000000,16886.2280000000,0.0010000000,39867.2070000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,63.183427810668945,61.26407861709595,1.919349193572998,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.13,1.99,8%,1:00.90,0,0,0,0,168564,0,0,66946,60362,614,0,0,0,0,0,0,4096,0,0,164.7590000000,195.0320000000,197.3320000000,6.8170000000,5.0290000000,4.8920000000,6.0080000000,4.7710000000,4.7940000000,7.5350000000,6.4290000000,13.1390000000,7.1880000000,5.3270000000,46.9950000000,42522.7150000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59859.8750000000,0.1040000000,0.1410000000,221.4150000000,141.2810000000,16639.3600000000,16637.6070000000,0.0010000000,43220.5130000000,27761630,27761118,29220,29211,27211913,27211913,27211913,27211913,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,62.23622369766235,60.30455780029297,1.9316658973693848,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.20,1.90,8%,0:59.94,0,0,0,0,168608,0,0,66939,61255,421,0,0,0,0,0,0,4096,0,0,167.4160000000,194.8350000000,195.9630000000,6.9250000000,4.9120000000,5.2340000000,6.0280000000,5.0660000000,5.4550000000,7.8140000000,5.9020000000,12.3830000000,6.7650000000,4.9240000000,45.7810000000,41712.1330000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,58891.9170000000,0.1310000000,0.1100000000,219.5630000000,154.3670000000,16482.6950000000,16481.1390000000,0.0010000000,42409.2200000000,27761639,27761118,29211,29220,27211922,27211913,27211904,27211913,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Massoud_Barzani/Massoud_Barzani_0001.jpg,False,False,1.035724837332964,1.0357248783,64.4198625087738,62.50003957748413,1.9198229312896729,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.10,2.13,8%,1:02.08,0,0,0,0,168896,0,0,66944,60939,952,0,0,0,0,0,0,4096,0,0,166.9300000000,194.9800000000,196.0830000000,7.1600000000,5.0270000000,4.7860000000,6.0560000000,4.5700000000,5.1970000000,7.6510000000,6.4860000000,13.2760000000,7.0630000000,5.0800000000,48.2050000000,43271.4030000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,61116.8380000000,0.1010000000,0.1340000000,133.9670000000,137.6100000000,17144.6390000000,17142.6790000000,0.0010000000,43972.1980000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,1.0357248783,1.0357248783
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Larry_Johnson/Larry_Johnson_0002.jpg,False,False,0.8984959498047829,0.8984959722,63.15648889541626,61.2256133556366,1.930875539779663,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.19,2.01,8%,1:00.81,0,0,0,0,168880,0,0,66946,61132,410,0,0,0,0,0,0,4096,0,0,167.3800000000,196.1600000000,193.3300000000,6.8030000000,5.2440000000,4.8290000000,6.2070000000,4.7440000000,5.2930000000,7.7920000000,6.5830000000,12.7080000000,6.8720000000,5.4720000000,46.1770000000,43474.5290000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59823.9080000000,0.1030000000,0.1240000000,151.9540000000,177.1040000000,15652.4450000000,15650.4110000000,0.0020000000,44171.4610000000,27761630,27761118,29220,29219,27211913,27211913,27211904,27211913,0,0,549717,549205,0.8984959722,0.8984959722
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Carlos_Juarez/Carlos_Juarez_0001.jpg,False,False,0.9224982336163521,0.9224982262,68.3569085597992,66.44159317016602,1.9153153896331787,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.91,1.74,7%,1:06.06,0,0,0,0,168672,0,0,66942,61403,599,0,0,0,0,0,0,4096,0,0,142.5620000000,166.0680000000,167.0290000000,5.7150000000,4.2020000000,4.1190000000,5.0610000000,4.1740000000,4.0320000000,6.3000000000,5.2220000000,10.8910000000,6.4130000000,4.1960000000,38.5870000000,46930.5329999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,64970.4430000000,0.1070000000,0.1280000000,233.3500000000,177.0820000000,17438.6100000000,17436.5730000000,0.0020000000,47531.8310000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.9224982262,0.9224982262
0,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,lfw/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,True,True,0.3585660457611084,0.3585660458,63.013312101364136,61.089954137802124,1.9233579635620117,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.02,2.12,8%,1:00.70,0,0,0,0,168952,0,0,66949,61115,419,0,0,0,0,0,0,4096,0,0,167.3620000000,194.5210000000,197.3810000000,6.8540000000,4.9020000000,4.3930000000,6.7130000000,4.6450000000,5.1240000000,7.2480000000,6.1080000000,12.4090000000,8.3050000000,5.0130000000,45.4530000000,42074.0020000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,59827.3730000000,0.0910000000,0.1270000000,91.8660000000,123.5860000000,17056.5700000000,17054.7330000000,0.0020000000,42770.8020000000,27761630,27761118,29220,29211,27211913,27211913,27211904,27211913,0,0,549717,549205,0.3585660458,0.3585660458
