,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,78.70166444778442,43.00973892211914,35.69192552566528,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.06,5.24,50%,0:42.49,0,0,0,0,160600,0,21,65426,70468,46565,0,3744,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.18,5.14,50%,0:42.43,0,0,0,0,160592,0,41,65421,71290,46262,0,6536,0,0,0,0,4096,0,15.956743070209505,19.63586922462082,506.6950000000,553.6370000000,468.8320000000,10.4460000000,7.3390000000,5.2220000000,9.1660000000,8.2890000000,4.2120000000,8.2660000000,10.9180000000,8.2300000000,8.4860000000,7.7500000000,58.0320000000,24502.1500000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34142.4320000000,0.2620000000,0.2770000000,1201.0710000000,1905.5080000000,7921.7020000000,7902.6220000000,0.0080000000,26220.7220000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4069042206,0.4069042206,504.8490000000,555.7390000000,453.0640000000,11.0400000000,7.7040000000,4.0740000000,7.3480000000,8.8360000000,3.4190000000,12.5670000000,9.1130000000,13.3220000000,11.6210000000,9.3410000000,51.4500000000,24508.5200000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34139.7010000000,0.3000000000,0.2660000000,111.8960000000,1905.9850000000,7927.9220000000,7901.7450000000,0.0080000000,26211.7720000000,31648478,31648990,49956,49956,31099273,31099282,31099273,31099273,0,0,549205,549708,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/William_Hochul/William_Hochul_0002.jpg,False,False,1.051340688019991,1.0513406992,59.85943794250488,43.6781747341156,16.181263208389282,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.32,5.40,50%,0:43.24,0,0,0,0,162688,0,0,65947,71050,49387,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.30,5.48,50%,0:43.12,0,0,0,0,158552,0,0,64919,71368,48899,0,0,0,0,0,0,4096,0,15.888497177120925,17.854158152723077,518.3480000000,567.9500000000,451.0960000000,10.1730000000,7.9720000000,3.6930000000,10.0850000000,7.7700000000,3.5780000000,8.5240000000,9.9670000000,7.9650000000,8.4870000000,7.9390000000,62.0210000000,25354.3460000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,36029.9230000000,0.2950000000,0.2590000000,141.0800000000,1902.7860000000,8947.4040000000,8928.4280000000,0.0090000000,27082.5120000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,1.0513406992,1.0513406992,555.8670000000,604.9890000000,515.6270000000,12.2210000000,7.7590000000,4.3310000000,8.2100000000,8.5760000000,3.3850000000,10.9420000000,9.9790000000,11.7260000000,12.4170000000,9.4240000000,59.8850000000,25204.1250000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,36026.5300000000,0.3070000000,0.2550000000,94.0380000000,1902.4730000000,8947.0850000000,8927.8970000000,0.0080000000,27079.4380000000,31648487,31648990,49947,49956,31099282,31099273,31099273,31099273,0,0,549205,549717,1.0513406992,1.0513406992
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,60.665083169937134,46.4321174621582,14.23296570777893,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.05,5.27,46%,0:45.97,0,0,0,0,160592,0,0,65435,70687,43722,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.60,5.34,47%,0:45.84,0,0,0,0,158564,0,0,64920,70512,45497,0,0,0,0,0,0,4096,0,18.970807403812408,17.743596228713987,521.5570000000,568.6440000000,476.8770000000,11.3380000000,8.5790000000,4.3030000000,8.4150000000,7.8620000000,4.1600000000,9.6410000000,9.5340000000,8.9810000000,8.8750000000,7.4590000000,58.2460000000,28198.4299999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,38762.6790000000,0.2470000000,0.2540000000,264.5250000000,1929.3920000000,8802.8340000000,8781.2190000000,0.0110000000,29959.8350000000,31648990,31648478,49956,49956,31099273,31099282,31099273,31099273,0,0,549717,549196,0.4856289625,0.4856289625,546.6830000000,599.6650000000,479.8330000000,11.1650000000,8.0440000000,5.6940000000,10.6100000000,10.7650000000,3.4250000000,11.4380000000,9.9840000000,13.2140000000,11.1240000000,9.1470000000,59.8920000000,28129.4690000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,38758.6920000000,0.3850000000,0.2660000000,22.5770000000,1928.7850000000,8799.4180000000,8780.2650000000,0.0090000000,29959.2680000000,31648487,31648990,49947,49956,31099282,31099273,31099265,31099273,0,0,549205,549717,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,58.30906581878662,43.1673219203949,15.141743898391724,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.38,5.16,50%,0:42.71,0,0,0,0,158604,0,0,64922,71407,42882,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.16,4.93,49%,0:42.64,0,0,0,0,158668,0,0,64922,68434,39310,0,0,0,0,0,0,4096,0,16.102433891093728,20.707407209157942,508.2560000000,561.9910000000,464.0090000000,11.2230000000,8.3830000000,5.1060000000,9.8760000000,8.2690000000,4.2480000000,9.8340000000,11.1180000000,9.7400000000,7.9480000000,7.0780000000,62.0590000000,25865.5260000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35600.9810000000,0.2980000000,0.2780000000,114.7270000000,1904.6630000000,8003.4410000000,7984.2730000000,0.0080000000,27597.5310000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4750052691,0.4750052691,500.1640000000,546.6440000000,439.5620000000,10.5340000000,7.2150000000,4.4590000000,7.7050000000,8.6860000000,3.3920000000,9.6920000000,8.9730000000,12.2000000000,10.2650000000,8.1990000000,57.3850000000,25927.0189999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35599.8550000000,0.2940000000,0.2610000000,33.1460000000,1906.7090000000,8001.0400000000,7981.9780000000,0.0080000000,27598.8060000000,31648478,31648990,49956,49956,31099273,31099273,31099273,31099273,0,0,549205,549717,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,True,True,0.6170364320278168,0.2371501327,58.037163734436035,43.40016579627991,14.636997938156128,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.26,4.81,49%,0:42.95,0,0,0,0,162700,0,0,65945,70922,42890,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.11,4.84,48%,0:42.80,0,0,0,0,158556,0,0,64919,70606,43327,0,0,0,0,0,0,4096,0,16.72749606275368,17.788837625947952,476.7900000000,525.6440000000,434.5690000000,9.5150000000,7.5320000000,4.1710000000,8.1290000000,7.2960000000,2.7740000000,8.3910000000,9.6780000000,9.0330000000,7.8480000000,7.1440000000,56.4620000000,25077.4280000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35745.8980000000,0.3630000000,0.2670000000,147.1920000000,1911.6830000000,9054.0550000000,9034.7310000000,0.0070000000,26691.8350000000,31648990,31648478,49956,49956,31099273,31099282,31099273,31099273,0,0,549717,549196,0.6170363426,0.2371501327,489.4350000000,538.3740000000,429.1880000000,11.8240000000,7.8450000000,3.4290000000,8.1990000000,9.6000000000,2.5840000000,10.5480000000,8.7620000000,12.2320000000,11.0350000000,8.2600000000,50.7710000000,25055.3490000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35748.0870000000,0.3960000000,0.3930000000,37.8540000000,1911.3040000000,9051.8670000000,9032.1470000000,0.0070000000,26696.2120000000,31648487,31648990,49947,49956,31099282,31099273,31099273,31099273,0,0,549205,549717,0.6170363426,0.2371501327
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,62.078760385513306,47.383649587631226,14.69511079788208,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.30,5.24,45%,0:46.90,0,0,0,0,160720,0,0,65438,71038,46047,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.44,5.09,46%,0:46.79,0,0,0,0,162720,0,0,65947,70812,45411,0,0,0,0,0,0,4096,0,15.866401825622322,18.06113255456686,522.0980000000,576.3400000000,472.0330000000,11.4390000000,9.0060000000,4.7310000000,9.1650000000,9.7250000000,4.9630000000,9.9440000000,11.2710000000,9.7670000000,9.6610000000,7.8560000000,57.8740000000,28574.4150000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,39738.9480000000,0.2880000000,0.2650000000,152.9960000000,1931.3630000000,9396.2610000000,9377.1440000000,0.0080000000,30342.6780000000,31648999,31648478,49947,49956,31099282,31099273,31099273,31099273,0,0,549717,549205,0.5916658044,0.5916658044,528.3140000000,572.8130000000,503.1040000000,11.7480000000,7.4890000000,5.8640000000,8.3200000000,9.9650000000,3.0910000000,11.4840000000,9.3600000000,12.0160000000,10.7600000000,9.0070000000,61.9860000000,28533.8920000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,39734.6440000000,0.2570000000,0.3470000000,37.7640000000,1934.7470000000,9392.9730000000,9373.8460000000,0.0070000000,30341.6630000000,31648478,31648990,49956,49956,31099273,31099273,31099265,31099273,0,0,549205,549717,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Milan_Kucan/Milan_Kucan_0001.jpg,False,False,0.9481899812817574,0.9481899738,60.65173554420471,45.49633264541626,15.155402898788452,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.21,5.27,47%,0:44.96,0,0,0,0,162692,0,0,65945,71450,45451,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.34,5.08,47%,0:45.05,0,0,0,0,160664,0,0,65432,69645,42120,0,0,0,0,0,0,4096,0,15.409024127688882,18.510190026140215,508.0620000000,555.0380000000,471.2710000000,9.5520000000,8.8120000000,3.8350000000,10.7960000000,9.4980000000,3.3820000000,8.9710000000,10.3280000000,10.0160000000,8.1900000000,8.0660000000,55.9010000000,27188.7830000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37826.4530000000,0.2610000000,0.2460000000,18.6590000000,1925.4080000000,8915.5340000000,8896.1360000000,0.0090000000,28910.9100000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.9481899738,0.9481899738,511.2550000000,567.3040000000,446.2280000000,11.5300000000,7.3960000000,3.7610000000,9.0800000000,8.6740000000,3.2980000000,11.2360000000,9.8650000000,13.0030000000,10.0470000000,7.8220000000,56.1200000000,27192.2909999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37827.7090000000,0.2710000000,0.2650000000,203.1630000000,1926.8240000000,8914.4790000000,8895.0100000000,0.0080000000,28913.2230000000,31648478,31648990,49956,49956,31099273,31099273,31099273,31099273,0,0,549205,549717,0.9481899738,0.9481899738
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ari_Bousbib/Ari_Bousbib_0001.jpg,False,False,1.0303075220435858,1.0303075314,58.09584140777588,43.134047985076904,14.961793422698975,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",15.88,4.58,48%,0:42.62,0,0,0,0,156476,0,0,64410,71093,42981,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.27,4.81,49%,0:42.53,0,0,0,0,162720,0,0,65947,69650,44466,0,0,0,0,0,0,4096,0,18.04027758842802,16.315827931507112,450.9450000000,494.8090000000,406.0550000000,9.0070000000,7.8310000000,4.0560000000,7.8550000000,6.5540000000,3.2830000000,7.1340000000,9.0540000000,6.9520000000,7.2720000000,5.8030000000,50.7790000000,25240.3610000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35509.1400000000,0.2480000000,0.2470000000,170.7090000000,1913.4070000000,8755.7690000000,8736.6640000000,0.0090000000,26753.3650000000,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,1.0303075314,1.0303075314,518.0930000000,561.4080000000,459.8510000000,9.6550000000,6.9560000000,3.8190000000,8.9340000000,7.9860000000,4.4050000000,10.2630000000,8.5060000000,13.5470000000,10.0930000000,7.5960000000,53.1370000000,25021.7230000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,35507.9180000000,0.2570000000,0.2480000000,53.1820000000,1913.0490000000,8761.1740000000,8739.9050000000,0.0110000000,26746.7370000000,31648487,31648990,49947,49956,31099282,31099282,31099273,31099273,0,0,549205,549708,1.0303075314,1.0303075314
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Moby/Moby_0001.jpg,False,False,0.9867045599967241,0.9867045879,56.851576805114746,42.11654782295227,14.735028982162476,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",15.88,4.61,49%,0:41.62,0,0,0,0,164844,0,0,66457,67590,38145,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",15.93,4.67,49%,0:41.55,0,0,0,0,154512,0,0,63897,66134,40792,0,0,0,0,0,0,4096,0,16.26916699003458,19.233602119053838,463.0840000000,507.5650000000,402.0030000000,8.9600000000,7.6160000000,3.9950000000,8.3750000000,6.7160000000,3.8660000000,8.1090000000,8.8660000000,7.7600000000,7.0960000000,6.1670000000,46.1970000000,24542.7880000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34382.5670000000,0.2910000000,0.2550000000,290.5670000000,1920.1330000000,8308.8000000000,8287.1690000000,0.0110000000,26073.7590000000,31648990,31648478,49956,49956,31099273,31099282,31099273,31099273,0,0,549717,549196,0.9867045879,0.9867045879,466.5660000000,519.8160000000,409.1140000000,10.6670000000,7.1070000000,4.1060000000,6.5570000000,7.9670000000,2.7310000000,10.8910000000,8.0110000000,10.4320000000,10.7670000000,8.0780000000,51.9900000000,24507.5170000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,34385.4470000000,0.2920000000,0.2560000000,71.4110000000,1919.9430000000,8305.1340000000,8285.9030000000,0.0080000000,26080.3040000000,31648487,31648990,49947,49956,31099282,31099273,31099273,31099273,0,0,549205,549717,0.9867045879,0.9867045879
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Julia_Tymoshenko/Julia_Tymoshenko_0003.jpg,False,False,0.9493827596306801,0.949382782,59.90420365333557,45.45378088951111,14.450422763824463,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.45,5.15,48%,0:44.94,0,0,0,0,150412,0,0,62873,71640,44465,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.114 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",16.53,5.57,49%,0:44.91,0,0,0,0,168892,0,0,67490,70599,44251,0,0,0,0,0,0,4096,0,17.406231699299813,17.657082116103172,527.6270000000,589.3820000000,465.4650000000,9.7260000000,8.5130000000,3.7820000000,9.8940000000,8.5440000000,3.5290000000,10.0660000000,11.0460000000,10.3430000000,9.4650000000,7.8500000000,61.0090000000,26600.5230000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37713.6430000000,0.2700000000,0.2420000000,209.9620000000,1912.7110000000,9333.2390000000,9314.0400000000,0.0080000000,28380.3970000000,31648990,31648478,49956,49956,31099273,31099273,31099264,31099273,0,0,549717,549205,0.9493827820,0.9493827820,556.2720000000,613.5630000000,522.3370000000,10.9460000000,8.5830000000,5.8390000000,10.7520000000,10.2150000000,4.2620000000,14.0650000000,9.3600000000,15.2360000000,12.4640000000,9.7730000000,71.0610000000,26464.2900000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,37738.6710000000,0.2400000000,0.2480000000,112.8380000000,1914.5260000000,9358.5870000000,9336.9250000000,0.0130000000,28380.0750000000,31648478,31648990,49956,49956,31099273,31106386,31099273,31099273,0,0,549205,542604,0.9493827820,0.9493827820
