,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,ram_used,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Alan_Ball/Alan_Ball_0001.jpg,lfw/Alan_Ball/Alan_Ball_0002.jpg,True,True,0.13329427833269747,0.1332942783,106.5584819316864,91.6902482509613,14.868233680725098,0,0,1971.8040000000,2283.3200000000,1621.9620000000,26.6380000000,22.3920000000,8.5970000000,21.4330000000,22.6380000000,9.7920000000,23.8420000000,19.7770000000,28.1260000000,25.0800000000,19.5920000000,144.7120000000,49039.0300000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77045.7720000000,0.3190000000,0.3280000000,331.7220000000,729.6910000000,21668.7280000000,21604.2320000000,0.0080000000,55377.0310000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.1332942783,0.1332942783
1,lfw/Alan_Ball/Alan_Ball_0001.jpg,lfw/Katharine_Hepburn/Katharine_Hepburn_0001.jpg,False,False,1.023233840824968,1.0232338408,107.70204901695251,92.22083353996277,15.481215476989746,0,0,1971.8630000000,2303.3760000000,1629.5530000000,27.2110000000,23.1910000000,7.9350000000,24.3250000000,21.7770000000,9.0560000000,26.0960000000,20.3190000000,30.0430000000,26.5140000000,21.9280000000,137.5940000000,49168.5660000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77543.5230000000,0.3140000000,0.3340000000,428.3160000000,743.1430000000,22003.7890000000,21938.2990000000,0.0080000000,55539.7250000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,1.0232338408,1.0232338408
0,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Alan_Greenspan/Alan_Greenspan_0002.jpg,False,True,0.8431249708486289,0.8431249708,108.7842743396759,93.06586956977844,15.718404769897461,0,0,1975.6000000000,2294.4590000000,1645.3650000000,29.1790000000,23.0270000000,6.6600000000,20.5570000000,21.6370000000,8.9550000000,23.0860000000,19.6510000000,27.2900000000,25.4490000000,20.7800000000,146.9800000000,49670.6290000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,78360.4670000000,0.3960000000,0.3200000000,162.7870000000,772.7470000000,22312.2260000000,22243.1130000000,0.0080000000,56048.2320000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.8431249708,0.8431249708
1,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Alan_Greenspan/Alan_Greenspan_0003.jpg,False,True,0.8566738836705495,0.8566738837,109.12864065170288,92.87254762649536,16.25609302520752,0,0,1984.5590000000,2307.9880000000,1665.8990000000,25.9040000000,22.4650000000,7.8610000000,23.5570000000,20.9420000000,9.4980000000,26.5630000000,20.5910000000,30.0450000000,24.5750000000,20.5860000000,141.6580000000,49325.2510000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77927.7990000000,0.3160000000,0.2970000000,24.9530000000,796.9990000000,22185.6640000000,22119.1240000000,0.0070000000,55742.1250000000,86428471,86427438,29211,29220,84827314,84827305,84827297,84827305,0,0,1601157,1600133,0.8566738837,0.8566738837
2,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Alan_Greenspan/Alan_Greenspan_0004.jpg,False,True,0.895492592171949,0.8954925922,108.94690561294556,92.55024862289429,16.39665699005127,0,0,1983.1870000000,2304.0960000000,1648.0170000000,23.6940000000,22.1730000000,8.8860000000,19.8220000000,21.6010000000,10.3560000000,21.6730000000,18.2120000000,28.9860000000,22.3490000000,19.5940000000,141.4720000000,49222.7340000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,77512.5570000000,0.3330000000,0.3630000000,25.6610000000,795.2040000000,21903.6310000000,21837.5710000000,0.0090000000,55608.8870000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.8954925922,0.8954925922
3,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Alan_Greenspan/Alan_Greenspan_0005.jpg,False,True,0.7767261582543187,0.7767261583,110.28603458404541,93.71821475028992,16.567819833755493,0,0,1972.6770000000,2286.8970000000,1620.6990000000,24.0470000000,21.6100000000,7.9620000000,19.2210000000,20.9290000000,8.3880000000,24.0230000000,19.6420000000,30.4990000000,22.6390000000,22.6810000000,142.7320000000,49634.3910000004,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,78601.8420000000,0.3610000000,0.3420000000,28.5730000000,823.8300000000,22632.9890000000,22567.4260000000,0.0090000000,55968.8430000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.7767261583,0.7767261583
4,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Gisele_Bundchen/Gisele_Bundchen_0002.jpg,False,False,0.9656010906321012,0.9656010906,108.19332504272461,91.50967574119568,16.68364930152893,0,0,1991.1020000000,2300.7920000000,1684.2380000000,23.5280000000,22.3210000000,7.2170000000,21.4640000000,20.6960000000,9.8400000000,25.9370000000,21.2390000000,30.4450000000,23.8140000000,20.8870000000,152.7810000000,48047.2820000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76276.8970000000,0.2910000000,0.3910000000,35.0770000000,799.3130000000,21787.9720000000,21722.0420000000,0.0080000000,54488.9140000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.9656010906,0.9656010906
5,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Lily_Tomlin/Lily_Tomlin_0002.jpg,False,False,0.9234965466999335,0.9234965467,107.8594183921814,91.20330905914307,16.65610933303833,0,0,1968.2850000000,2304.4710000000,1663.1720000000,27.5500000000,22.8910000000,7.1290000000,21.5690000000,21.4030000000,9.5590000000,25.6010000000,18.9240000000,31.5380000000,25.5480000000,21.2020000000,143.0470000000,47688.1479999998,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,75829.6510000000,0.3100000000,0.3070000000,37.7100000000,803.6190000000,21743.5630000000,21677.9820000000,0.0090000000,54086.0760000000,86428470,86427438,29212,29220,84827313,84827305,84827305,84827305,0,0,1601157,1600133,0.9234965467,0.9234965467
6,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Ashlea_Talbot/Ashlea_Talbot_0001.jpg,False,False,0.9480745176249555,0.9480745176,107.93836331367493,91.38306641578674,16.555296897888184,0,0,1959.5440000000,2287.5800000000,1611.6290000000,25.1630000000,22.1560000000,8.6740000000,23.2950000000,20.6630000000,9.3710000000,24.5610000000,18.6450000000,29.7040000000,22.2710000000,21.6420000000,138.7050000000,47946.4230000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76073.2110000000,0.3160000000,0.3170000000,27.9790000000,803.8970000000,21816.1120000000,21750.4810000000,0.0080000000,54257.0890000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.9480745176,0.9480745176
7,lfw/Alan_Greenspan/Alan_Greenspan_0001.jpg,lfw/Darrell_Porter/Darrell_Porter_0002.jpg,False,False,0.9488248290240513,0.948824829,108.66819381713867,92.03912401199341,16.629069805145264,0,0,1969.8450000000,2298.6000000000,1639.4970000000,23.3840000000,22.0810000000,8.8590000000,24.2980000000,21.4250000000,10.2410000000,25.3690000000,19.0810000000,31.0050000000,25.3590000000,23.7550000000,134.8270000000,47787.3729999997,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,76664.5070000000,0.4860000000,0.3200000000,32.5520000000,798.2050000000,22512.8960000000,22448.0950000000,0.0080000000,54151.6000000000,86428471,86427438,29211,29220,84827314,84827305,84827305,84827305,0,0,1601157,1600133,0.9488248290,0.9488248290
