,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_used,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,73.54337406158447,71.61359739303589,1.929776668548584,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.26,2.07,7%,1:11.13,0,0,0,0,176380,0,0,68661,63757,427,0,0,0,0,0,0,4096,0,0,168.1980000000,198.4380000000,200.0180000000,7.3670000000,5.0470000000,5.0280000000,6.0360000000,4.5560000000,5.1350000000,8.2460000000,5.9250000000,13.6540000000,7.6420000000,5.0850000000,47.1130000000,44448.6600000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,70000.1870000000,0.1000000000,0.1220000000,178.7090000000,298.1780000000,24831.6200000000,24829.5990000000,0.0020000000,45168.5640000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmed_Chalabi/Ahmed_Chalabi_0004.jpg,False,False,0.6830697655677795,0.6830698252,80.50964784622192,78.57387685775757,1.9357709884643555,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.42,1.95,6%,1:18.03,0,0,0,0,176140,0,0,68655,63759,308,0,0,0,0,0,0,4096,0,0,168.3490000000,196.8320000000,203.9130000000,7.3840000000,4.9600000000,4.9240000000,6.2980000000,4.8290000000,5.5550000000,9.0110000000,5.9200000000,13.6090000000,6.8430000000,4.9280000000,47.3160000000,49206.1340000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,76794.5790000000,0.0980000000,0.1220000000,244.8440000000,308.9510000000,26871.1220000000,26869.1910000000,0.0020000000,49923.4540000000,31648999,31648478,49947,49956,31099282,31099273,31099264,31099273,0,0,549717,549205,0.6830698252,0.6830698252
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,79.93574500083923,78.00436496734619,1.931380033493042,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.34,1.75,6%,1:17.49,0,0,0,0,176108,0,1,68658,63287,644,0,0,0,0,0,0,4096,0,0,163.8380000000,192.9270000000,195.3620000000,6.2460000000,4.7310000000,4.8810000000,5.7340000000,4.5250000000,4.5270000000,7.4110000000,5.9200000000,12.3610000000,6.3630000000,9.6910000000,44.6870000000,48952.4600000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,76295.4090000000,0.0760000000,0.1030000000,266.3530000000,265.1900000000,26651.5880000000,26649.9670000000,0.0010000000,49643.8200000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,84.57279872894287,82.64656710624695,1.9262316226959229,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.24,2.02,6%,1:22.01,0,0,0,0,175972,0,0,68652,62981,561,0,0,0,0,0,0,4096,0,0,164.9310000000,193.6470000000,194.7480000000,6.9290000000,4.8020000000,6.0240000000,6.1380000000,4.8200000000,4.9590000000,7.6250000000,5.8190000000,12.5090000000,7.1390000000,5.7580000000,45.7530000000,49356.5680000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,80872.5300000000,0.1010000000,0.1220000000,168.3390000000,293.9440000000,30822.4410000000,30820.4900000000,0.0020000000,50050.0870000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,78.83037090301514,76.89115452766418,1.9392163753509521,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.33,2.00,6%,1:16.35,0,0,0,0,175972,0,0,68656,63399,489,0,0,0,0,0,0,4096,0,0,168.0090000000,196.3060000000,197.5050000000,7.7070000000,5.0630000000,5.4580000000,6.0290000000,4.9260000000,5.3290000000,7.5810000000,6.0880000000,12.7530000000,7.0250000000,4.9470000000,45.4550000000,48841.6440000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,75145.1090000000,0.0990000000,0.1130000000,236.1220000000,295.2140000000,25601.8340000000,25599.6280000000,0.0020000000,49543.2740000000,31648990,31648478,49956,49947,31099273,31099273,31099264,31099273,0,0,549717,549205,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,81.77748894691467,79.84442830085754,1.933060646057129,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",2.99,2.07,6%,1:19.42,0,0,0,0,176320,0,0,68659,62859,479,0,0,0,0,0,0,4096,0,0,164.4390000000,191.9130000000,195.2090000000,6.8380000000,4.7070000000,5.6860000000,5.7660000000,4.7330000000,5.2890000000,7.0820000000,5.5700000000,12.5810000000,6.4920000000,4.6800000000,44.8980000000,50613.7359999998,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,78231.8410000000,0.0560000000,0.0770000000,266.6200000000,268.8220000000,26921.4310000000,26919.5070000000,0.0020000000,51310.4080000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Janette_Husarova/Janette_Husarova_0001.jpg,False,False,0.8990150317549706,0.8990150094,86.63011384010315,84.6735053062439,1.956608533859253,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.11,2.07,6%,1:24.09,0,0,0,0,176076,0,0,68658,63260,486,0,0,0,0,0,0,4096,0,0,165.0620000000,195.5610000000,196.9790000000,7.2280000000,4.8020000000,4.8460000000,6.1890000000,4.5300000000,4.6890000000,6.9440000000,5.9950000000,12.1790000000,7.2250000000,4.7090000000,46.8650000000,51830.3160000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,82896.7260000000,0.0810000000,0.0960000000,223.4030000000,313.9600000000,30363.8930000000,30362.1090000000,0.0030000000,52532.8310000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.8990150094,0.8990150094
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Vecdi_Gonul/Vecdi_Gonul_0001.jpg,False,False,0.858841136097908,0.8588411212,79.24043202400208,77.30642008781433,1.9340119361877441,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.35,2.06,7%,1:16.80,0,0,0,0,176212,0,1,68656,63564,408,0,0,0,0,0,0,4096,0,0,166.7840000000,197.9160000000,201.0430000000,6.9960000000,5.1660000000,5.2150000000,6.3030000000,4.8610000000,4.7200000000,8.5220000000,6.0910000000,15.4340000000,6.7440000000,5.2500000000,47.8590000000,49088.0570000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,75571.8150000000,0.1020000000,0.1460000000,253.4620000000,273.0270000000,25773.4390000000,25771.8210000000,0.0010000000,49798.3750000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.8588411212,0.8588411212
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Baz_Luhrmann/Baz_Luhrmann_0001.jpg,False,False,0.9387265257537365,0.9387265444,80.33461856842041,78.40531063079834,1.9293079376220703,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.15,2.03,6%,1:17.85,0,0,0,0,176192,0,0,68655,63806,383,0,0,0,0,0,0,4096,0,0,163.7960000000,193.7340000000,194.9160000000,6.9000000000,4.8070000000,5.1280000000,5.6320000000,4.6540000000,4.5580000000,7.6490000000,5.7320000000,12.0490000000,6.6740000000,4.7840000000,45.4380000000,51395.4230000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,76592.8450000000,0.0720000000,0.0830000000,279.5350000000,328.5860000000,24508.6650000000,24504.8560000000,0.0020000000,52084.1780000000,31648990,31648478,49956,49956,31099273,31099273,31099273,31099273,0,0,549717,549205,0.9387265444,0.9387265444
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Maurice_Papon/Maurice_Papon_0001.jpg,False,False,0.7991331964731216,0.7991331816,84.70533084869385,82.75803136825562,1.9472994804382324,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.14,1.85,6%,1:22.21,0,0,0,0,176184,0,0,68658,60010,462,0,0,0,0,0,0,4096,0,0,165.9870000000,196.5770000000,201.0480000000,6.9330000000,4.8780000000,5.5150000000,6.3460000000,4.6630000000,5.2920000000,6.9290000000,6.1080000000,13.2100000000,7.1610000000,4.8150000000,46.6150000000,52843.3430000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,81034.0490000000,0.0890000000,0.1300000000,200.0870000000,305.1440000000,27479.6720000000,27477.9300000000,0.0010000000,53554.3750000000,31648990,31648478,49956,49955,31099273,31099273,31099273,31099273,0,0,549717,549205,0.7991331816,0.7991331816
