,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,server.Command being timed,server.User time (seconds),server.System time (seconds),server.Percent of CPU this job got,server.Elapsed (wall clock) time (h:mm:ss or m:ss),server.Average shared text size (kbytes),server.Average unshared data size (kbytes),server.Average stack size (kbytes),server.Average total size (kbytes),server.Maximum resident set size (kbytes),server.Average resident set size (kbytes),server.Major (requiring I/O) page faults,server.Minor (reclaiming a frame) page faults,server.Voluntary context switches,server.Involuntary context switches,server.Swaps,server.File system inputs,server.File system outputs,server.Socket messages sent,server.Socket messages received,server.Signals delivered,server.Page size (bytes),server.Exit status,client.Command being timed,client.User time (seconds),client.System time (seconds),client.Percent of CPU this job got,client.Elapsed (wall clock) time (h:mm:ss or m:ss),client.Average shared text size (kbytes),client.Average unshared data size (kbytes),client.Average stack size (kbytes),client.Average total size (kbytes),client.Maximum resident set size (kbytes),client.Average resident set size (kbytes),client.Major (requiring I/O) page faults,client.Minor (reclaiming a frame) page faults,client.Voluntary context switches,client.Involuntary context switches,client.Swaps,client.File system inputs,client.File system outputs,client.Socket messages sent,client.Socket messages received,client.Signals delivered,client.Page size (bytes),client.Exit status,energy_client,energy_server,server.online_time.bool.local_gates,server.online_time.bool.interactive_gates,server.online_time.bool.layer_finish,server.online_time.yao.local_gates,server.online_time.yao.interactive_gates,server.online_time.yao.layer_finish,server.online_time.yao_rev.local_gates,server.online_time.yao_rev.interactive_gates,server.online_time.yao_rev.layer_finish,server.online_time.arith.local_gates,server.online_time.arith.interactive_gates,server.online_time.arith.layer_finish,server.online_time.splut.local_gates,server.online_time.splut.interactive_gates,server.online_time.splut.layer_finish,server.online_time.communication,server.complexities.boolean_sharing.ands,server.complexities.boolean_sharing.depth,server.complexities.total_vec_and,server.complexities.total_non_vec_and,server.complexities.xor_vals,server.complexities.gates,server.complexities.comb_gates,server.complexities.combstruct_gates,server.complexities.perm_gates,server.complexities.subset_gates,server.complexities.split_gates,server.complexities.yao.ands,server.complexities.yao.depth,server.complexities.reverse_yao.ands,server.complexities.reverse_yao.depth,server.complexities.arithmetic_sharing.muls,server.complexities.arithmetic_sharing.depth,server.complexities.sp_lut_sharing.ot_gates_total,server.complexities.sp_lut_sharing.depth,server.complexities.total_nr_of_gates,server.complexities.total_depth,server.timings.total,server.timings.init,server.timings.circuitgen,server.timings.network,server.timings.baseots,server.timings.setup,server.timings.otextension,server.timings.garbling,server.timings.online,server.communication.total.sent,server.communication.total.received,server.communication.base_ots.sent,server.communication.base_ots.received,server.communication.setup.sent,server.communication.setup.received,server.communication.otextension.sent,server.communication.otextension.received,server.communication.garbling.sent,server.communication.garbling.received,server.communication.online.sent,server.communication.online.received,server.cos_dist_ver,server.cos_dist_sfe,client.online_time.bool.local_gates,client.online_time.bool.interactive_gates,client.online_time.bool.layer_finish,client.online_time.yao.local_gates,client.online_time.yao.interactive_gates,client.online_time.yao.layer_finish,client.online_time.yao_rev.local_gates,client.online_time.yao_rev.interactive_gates,client.online_time.yao_rev.layer_finish,client.online_time.arith.local_gates,client.online_time.arith.interactive_gates,client.online_time.arith.layer_finish,client.online_time.splut.local_gates,client.online_time.splut.interactive_gates,client.online_time.splut.layer_finish,client.online_time.communication,client.complexities.boolean_sharing.ands,client.complexities.boolean_sharing.depth,client.complexities.total_vec_and,client.complexities.total_non_vec_and,client.complexities.xor_vals,client.complexities.gates,client.complexities.comb_gates,client.complexities.combstruct_gates,client.complexities.perm_gates,client.complexities.subset_gates,client.complexities.split_gates,client.complexities.yao.ands,client.complexities.yao.depth,client.complexities.reverse_yao.ands,client.complexities.reverse_yao.depth,client.complexities.arithmetic_sharing.muls,client.complexities.arithmetic_sharing.depth,client.complexities.sp_lut_sharing.ot_gates_total,client.complexities.sp_lut_sharing.depth,client.complexities.total_nr_of_gates,client.complexities.total_depth,client.timings.total,client.timings.init,client.timings.circuitgen,client.timings.network,client.timings.baseots,client.timings.setup,client.timings.otextension,client.timings.garbling,client.timings.online,client.communication.total.sent,client.communication.total.received,client.communication.base_ots.sent,client.communication.base_ots.received,client.communication.setup.sent,client.communication.setup.received,client.communication.otextension.sent,client.communication.otextension.received,client.communication.garbling.sent,client.communication.garbling.received,client.communication.online.sent,client.communication.online.received,client.cos_dist_ver,client.cos_dist_sfe
0,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,True,True,0.4069041609764099,0.4069042206,66.99225807189941,65.08179831504822,1.9104597568511963,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.09,1.85,7%,1:04.66,0,0,0,0,168720,0,18,66936,59234,357,0,3168,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.78,2.74,10%,1:04.66,0,0,0,0,168832,0,18,66946,69823,122,0,3424,0,0,0,0,4096,0,not measured,not measured,178.7450000000,201.4580000000,204.6730000000,8.0470000000,5.4580000000,6.1470000000,6.3130000000,4.7000000000,5.3870000000,8.3630000000,6.4220000000,13.3030000000,7.3250000000,5.0260000000,47.5670000000,42334.1550000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,63666.3570000000,0.0750000000,0.3570000000,138.8300000000,149.2530000000,20601.3080000000,20599.7440000000,0.0010000000,43065.0480000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,0.4069042206,0.4069042206,188.7740000000,216.4900000000,235.4100000000,8.2780000000,6.3210000000,6.9750000000,7.4400000000,5.5360000000,5.6130000000,8.1910000000,7.6280000000,12.4110000000,7.3810000000,7.0900000000,52.3090000000,42243.6430000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,63665.3070000000,0.0780000000,0.3230000000,22.4780000000,153.5130000000,20601.1710000000,20598.6790000000,0.0030000000,43064.1330000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.4069042206,0.4069042206
1,lfw/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,lfw/John_Brady/John_Brady_0001.jpg,False,False,0.9833712112158537,0.9833711982,65.9594156742096,64.03584218025208,1.9235734939575195,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.11,1.80,7%,1:03.59,0,0,0,0,168824,0,0,66944,59016,428,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.69,2.78,10%,1:03.61,0,0,0,0,169000,0,1,66958,65902,103,0,0,0,0,0,0,4096,0,not measured,not measured,172.0350000000,202.4360000000,204.2940000000,7.1850000000,5.6020000000,5.6270000000,6.4940000000,5.2950000000,5.4400000000,7.8970000000,6.3040000000,13.5550000000,7.6280000000,5.1800000000,49.8070000000,41578.5720000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62575.6840000000,0.0780000000,0.1000000000,187.3690000000,184.6560000000,20269.6260000000,20267.6700000000,0.0010000000,42306.0550000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.9833711982,0.9833711982,185.8430000000,211.7410000000,233.8650000000,8.6340000000,5.9130000000,6.4880000000,7.7040000000,5.2080000000,5.3670000000,8.8780000000,7.5550000000,13.2300000000,7.8530000000,6.8340000000,55.6490000000,41502.2120000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62582.7140000000,0.0580000000,0.0710000000,49.0830000000,182.0400000000,20279.8440000000,20276.6560000000,0.0030000000,42302.8670000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.9833711982,0.9833711982
0,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,True,True,0.48562902212142944,0.4856289625,65.867196559906,63.94867658615112,1.9185199737548828,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.02,1.87,7%,1:03.52,0,0,0,0,168620,0,0,66940,59598,412,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.81,2.69,10%,1:03.53,0,0,0,0,168748,0,0,66948,63978,112,0,0,0,0,0,0,4096,0,not measured,not measured,172.0500000000,202.0930000000,200.1740000000,7.3700000000,5.3730000000,5.4370000000,7.0510000000,4.6900000000,5.4210000000,8.8560000000,6.1570000000,14.0980000000,7.5760000000,5.1520000000,49.6470000000,41799.0700000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62596.4540000000,0.0680000000,0.0720000000,148.3510000000,124.0040000000,20067.2120000000,20065.4040000000,0.0020000000,42529.2410000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4856289625,0.4856289625,188.1140000000,220.5990000000,240.5140000000,8.0900000000,6.1600000000,6.4740000000,8.0230000000,5.3430000000,5.6370000000,9.1460000000,7.8330000000,13.0050000000,8.1910000000,7.1280000000,54.6150000000,41707.8360000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62593.0350000000,0.0680000000,0.0790000000,14.3330000000,125.3870000000,20071.1610000000,20068.6910000000,0.0020000000,42521.8710000000,27761118,27761630,29220,29220,27211913,27211922,27211913,27211913,0,0,549205,549708,0.4856289625,0.4856289625
1,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,True,True,0.4750053286552429,0.4750052691,65.06718492507935,63.14884328842163,1.9183416366577148,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.14,1.88,8%,1:02.69,0,0,0,0,168568,0,0,66946,58947,328,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.76,2.70,10%,1:02.71,0,0,0,0,168752,0,0,66946,66324,108,0,0,0,0,0,0,4096,0,not measured,not measured,176.1610000000,215.4090000000,204.5380000000,7.6340000000,5.6310000000,5.3590000000,7.3880000000,4.8900000000,5.2450000000,8.0260000000,6.4800000000,14.6290000000,7.9230000000,5.0440000000,48.6390000000,41115.8270000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,61595.1810000000,0.0980000000,0.1360000000,207.0420000000,225.5420000000,19733.4860000000,19731.9330000000,0.0010000000,41861.6940000000,27761630,27761118,29220,29211,27211913,27211913,27211904,27211913,0,0,549717,549205,0.4750052691,0.4750052691,184.9960000000,215.2840000000,233.0360000000,8.7270000000,6.3620000000,6.8160000000,7.4640000000,5.0690000000,5.3740000000,8.5200000000,7.4050000000,13.1700000000,7.5230000000,6.9090000000,52.6350000000,41058.7550000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,61594.0620000000,0.0650000000,0.0680000000,71.7700000000,236.2320000000,19734.1890000000,19731.6150000000,0.0030000000,41859.8700000000,27761118,27761630,29220,29220,27211913,27211922,27211913,27211922,0,0,549205,549708,0.4750052691,0.4750052691
2,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,False,True,0.6170364320278168,0.6170363426,66.09346914291382,64.17364239692688,1.9198267459869385,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.07,1.78,7%,1:03.76,0,0,0,0,168968,0,0,66942,59238,481,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.91,2.54,10%,1:03.77,0,0,0,0,169064,0,1,66952,61631,74,0,0,0,0,0,0,4096,0,not measured,not measured,170.1800000000,199.8690000000,200.5290000000,7.1130000000,5.4280000000,5.4500000000,6.3110000000,4.7580000000,5.3040000000,8.1310000000,6.4600000000,14.3660000000,7.5280000000,4.7380000000,48.1170000000,42702.5059999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62695.0140000000,0.0680000000,0.0740000000,243.9530000000,177.0030000000,19270.5220000000,19268.2090000000,0.0010000000,43424.4900000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.6170363426,0.6170363426,190.5960000000,217.1620000000,237.9650000000,7.9750000000,6.4040000000,6.2580000000,8.0970000000,5.3700000000,5.5730000000,8.4190000000,7.7420000000,13.1880000000,8.2190000000,7.3870000000,54.9090000000,42608.0650000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62701.7580000000,0.0590000000,0.0630000000,96.4970000000,170.3170000000,19283.4140000000,19280.6890000000,0.0020000000,43418.3400000000,27761127,27761630,29211,29220,27211922,27211922,27211913,27211913,0,0,549205,549708,0.6170363426,0.6170363426
3,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,True,True,0.5916658043861389,0.5916658044,67.73406434059143,65.81420063972473,1.9198637008666992,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.86,2.02,7%,1:05.35,0,0,0,0,168732,0,0,66947,59323,555,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.79,2.71,9%,1:05.33,0,0,0,0,167092,0,0,66500,68146,99,0,0,0,0,0,0,4096,0,not measured,not measured,169.6460000000,198.8870000000,199.5260000000,7.7400000000,5.3560000000,5.5940000000,6.6810000000,4.7860000000,5.5720000000,8.1920000000,6.7170000000,14.3690000000,7.8790000000,4.8150000000,48.5510000000,43730.2360000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,64360.9300000000,0.1130000000,0.1210000000,189.0190000000,125.9400000000,19892.9940000000,19891.4000000000,0.0010000000,44467.9340000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,0.5916658044,0.5916658044,190.2240000000,216.1440000000,236.2510000000,8.3150000000,6.2650000000,6.1340000000,7.7080000000,5.7560000000,5.5640000000,9.0070000000,7.7280000000,13.1370000000,7.8960000000,6.7870000000,57.6390000000,43637.1410000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,64353.3220000000,0.0790000000,0.0870000000,30.5140000000,122.5750000000,19907.6070000000,19905.3790000000,0.0030000000,44445.7130000000,27761127,27761630,29211,29220,27211922,27211922,27211913,27211922,0,0,549205,549708,0.5916658044,0.5916658044
4,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Vitali_Klitschko/Vitali_Klitschko_0003.jpg,False,False,0.8688119649887085,0.8688120246,65.16779851913452,63.247453451156616,1.9203450679779053,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.98,1.95,7%,1:02.82,0,0,0,0,168612,0,0,66942,58867,356,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.67,2.73,10%,1:02.81,0,0,0,0,169092,0,0,66950,67365,79,0,0,0,0,0,0,4096,0,not measured,not measured,171.7350000000,200.4930000000,203.1500000000,7.4890000000,5.6720000000,4.7420000000,6.9070000000,4.5900000000,6.1600000000,10.3250000000,6.2970000000,15.3970000000,7.5290000000,4.9580000000,51.0410000000,41386.0990000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,61792.7790000000,0.0900000000,0.1050000000,222.0310000000,133.0880000000,19672.7340000000,19671.1050000000,0.0020000000,42120.0430000000,27761630,27761118,29220,29211,27211913,27211913,27211913,27211913,0,0,549717,549205,0.8688120246,0.8688120246,184.5650000000,224.2530000000,229.0480000000,8.1980000000,6.2830000000,5.8040000000,7.6680000000,5.1760000000,5.9300000000,8.2880000000,7.5690000000,12.2510000000,7.9520000000,6.7730000000,55.6520000000,41313.1290000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,61794.0690000000,0.0560000000,0.0690000000,88.2850000000,132.0250000000,19680.4960000000,19677.4670000000,0.0030000000,42113.5710000000,27761118,27761630,29220,29220,27211913,27211922,27211913,27211913,0,0,549205,549708,0.8688120246,0.8688120246
5,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Gabrielle_Union/Gabrielle_Union_0001.jpg,False,False,0.9008595123887062,0.9008595347,65.49249935150146,63.56241297721863,1.930086374282837,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.15,1.74,7%,1:03.14,0,0,0,0,168724,0,0,66946,58978,418,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.74,2.58,10%,1:03.13,0,0,0,0,168888,0,0,66954,69408,96,0,0,0,0,0,0,4096,0,not measured,not measured,170.0500000000,203.1270000000,204.1950000000,8.4140000000,5.3670000000,4.9970000000,6.7620000000,5.0520000000,5.3000000000,8.1230000000,6.1920000000,14.1110000000,7.5030000000,4.8240000000,49.2980000000,41481.8849999998,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62111.2080000000,0.0630000000,0.0730000000,234.4000000000,127.9120000000,19891.1350000000,19889.5940000000,0.0010000000,42220.0710000000,27761639,27761118,29211,29220,27211922,27211913,27211904,27211913,0,0,549717,549205,0.9008595347,0.9008595347,180.2030000000,206.5750000000,222.4040000000,8.1320000000,5.8670000000,6.3850000000,7.5000000000,5.0660000000,4.9910000000,9.4910000000,7.1540000000,13.0540000000,7.4910000000,6.5220000000,51.3110000000,41438.3569999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62097.2480000000,0.0580000000,0.0730000000,71.6480000000,133.5130000000,19890.6850000000,19888.2240000000,0.0020000000,42206.5620000000,27761118,27761630,29220,29220,27211913,27211913,27211913,27211913,0,0,549205,549717,0.9008595347,0.9008595347
6,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Wang_Hailan/Wang_Hailan_0001.jpg,False,False,1.0270845089107752,1.0270844698,65.98829388618469,64.0712902545929,1.9170036315917969,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",2.93,1.92,7%,1:03.66,0,0,0,0,168608,0,0,66938,59297,481,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.55,2.65,9%,1:03.65,0,0,0,0,168912,0,0,66950,66658,74,0,0,0,0,0,0,4096,0,not measured,not measured,168.7110000000,199.3250000000,201.1780000000,6.9410000000,5.3920000000,4.9090000000,6.4070000000,4.8680000000,5.5370000000,8.5350000000,6.2130000000,14.2220000000,7.2540000000,5.0230000000,47.4970000000,41406.3400000000,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62606.4660000000,0.0760000000,0.0840000000,243.8810000000,159.4090000000,20464.7100000000,20462.8190000000,0.0020000000,42141.7540000000,27761630,27761118,29220,29220,27211913,27211913,27211904,27211913,0,0,549717,549205,1.0270844698,1.0270844698,182.2050000000,208.1440000000,223.0260000000,7.8530000000,5.5270000000,6.3900000000,7.3330000000,4.8910000000,5.2480000000,8.0470000000,6.9270000000,13.0460000000,7.3870000000,7.2040000000,51.8770000000,41352.0919999999,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,62585.7550000000,0.0680000000,0.0860000000,99.0060000000,170.5940000000,20465.6700000000,20462.8980000000,0.0020000000,42120.0820000000,27761118,27761630,29220,29220,27211913,27211922,27211913,27211913,0,0,549205,549708,1.0270844698,1.0270844698
7,lfw/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,lfw/Al_Pacino/Al_Pacino_0001.jpg,False,False,1.0761642083525658,1.0761642456,66.85067296028137,64.91350650787354,1.937166452407837,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.00,1.88,7%,1:04.48,0,0,0,0,168612,0,0,66940,59230,345,0,0,0,0,0,0,4096,0,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_32 -r 1 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 112 -x 0""",3.78,2.73,10%,1:04.46,0,0,0,0,169032,0,0,66950,67451,108,0,0,0,0,0,0,4096,0,not measured,not measured,167.9690000000,197.7350000000,200.2950000000,6.7700000000,5.2240000000,5.1530000000,6.2960000000,4.7630000000,5.2620000000,7.8910000000,6.3400000000,13.4220000000,8.2580000000,4.9420000000,48.3770000000,41740.3890000001,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,63454.3590000000,0.0670000000,0.0720000000,207.4780000000,141.9200000000,20979.7740000000,20978.0920000000,0.0010000000,42474.5830000000,27761630,27761118,29220,29220,27211913,27211913,27211913,27211913,0,0,549717,549205,1.0761642456,1.0761642456,186.0330000000,215.2850000000,235.7520000000,8.1620000000,6.0030000000,6.2440000000,7.1590000000,5.3620000000,5.3790000000,8.9390000000,7.7170000000,12.8830000000,8.1330000000,6.8370000000,56.1830000000,41649.2220000002,1878982,8080,1878982,1878982,1740116,596354,0,0,0,12288,0,0,0,0,0,0,0,0,1,1339400,8080,63435.6010000000,0.0590000000,0.0790000000,35.7000000000,179.8770000000,20985.6860000000,20983.2280000000,0.0030000000,42449.9110000000,27761127,27761630,29211,29220,27211922,27211913,27211913,27211913,0,0,549205,549717,1.0761642456,1.0761642456
