,ref_img,other_img,result,expected_result,cos_dist_np,cos_dist_sfe,total_time,sfe_time,extraction_time,Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status,energy_client,energy_server,online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
0,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,True,True,0.41742911187272225,0.4174291119,8.18175458908081,6.26118803024292,1.9205665588378906,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.81,0.58,74%,0:05.92,0,0,0,0,297684,0,1,127071,91425,30,0,0,0,0,0,0,4096,0,not measured,not measured,111.4900000000,123.4960000000,78.0660000000,2.2710000000,1.8710000000,0.8870000000,2.1260000000,1.7820000000,0.7540000000,2.2060000000,1.9230000000,1.7330000000,1.9430000000,1.9580000000,10.1650000000,2239.6660000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3763.9390000000,0.0840000000,0.0960000000,368.2950000000,245.5430000000,1173.6340000000,1169.4630000000,0.0020000000,2590.3040000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.4174291119,0.4174291119
1,lfw/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,lfw/George_Allen/George_Allen_0001.jpg,False,False,0.8543739933379509,0.8543739933,8.216628313064575,6.300443649291992,1.916184663772583,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.61,0.60,70%,0:05.96,0,0,0,0,305632,0,0,129112,89585,38,0,0,0,0,0,0,4096,0,not measured,not measured,107.6850000000,116.0710000000,78.2200000000,1.9520000000,1.6880000000,0.8710000000,1.9760000000,1.5830000000,0.7950000000,2.0640000000,1.6800000000,1.8100000000,1.8540000000,1.8220000000,9.3370000000,2284.6140000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3796.3640000000,0.1060000000,0.0710000000,379.2250000000,240.6520000000,1174.4530000000,1170.2570000000,0.0020000000,2621.9100000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.8543739933,0.8543739933
0,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,True,True,0.5645234572680311,0.5645234573,8.36846923828125,6.455407381057739,1.9130618572235107,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.77,0.58,72%,0:06.03,0,0,0,0,313816,0,0,131164,89699,34,0,0,0,0,0,0,4096,0,not measured,not measured,121.9450000000,130.1140000000,94.2720000000,2.4690000000,2.0690000000,1.1270000000,2.0750000000,1.9730000000,0.9620000000,2.6560000000,2.0280000000,2.0180000000,2.0590000000,2.0100000000,12.0370000000,2333.8580000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3890.3400000000,0.1030000000,0.1030000000,373.2530000000,243.2670000000,1167.7940000000,1163.6110000000,0.0010000000,2722.5440000000,98546478,98545454,49956,49956,96945321,96945321,96945312,96945321,0,0,1601157,1600133,0.5645234573,0.5645234573
1,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,False,True,0.796325628308976,0.7963256283,8.324608087539673,6.410756587982178,1.9138514995574951,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.77,0.51,70%,0:06.05,0,0,0,0,295664,0,0,126558,89594,383,0,0,0,0,0,0,4096,0,not measured,not measured,102.5850000000,111.8920000000,75.4960000000,1.9530000000,1.6440000000,0.9430000000,1.7690000000,1.5920000000,0.6430000000,1.9740000000,1.7470000000,1.4140000000,1.7690000000,1.7690000000,8.9720000000,2288.3340000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3842.1190000000,0.0870000000,0.0800000000,413.4800000000,263.8810000000,1230.1780000000,1225.9850000000,0.0020000000,2611.9410000000,98546487,98545454,49947,49956,96945330,96945321,96945321,96945321,0,0,1601157,1600133,0.7963256283,0.7963256283
2,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Michael_Chang/Michael_Chang_0007.jpg,False,False,1.007191848947114,1.0071918489,8.540255308151245,6.612908363342285,1.92734694480896,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.91,0.56,72%,0:06.18,0,0,0,0,297488,0,0,127068,89991,532,0,0,0,0,0,0,4096,0,not measured,not measured,129.6700000000,139.8710000000,83.4530000000,2.6980000000,2.0640000000,1.0400000000,2.3820000000,2.0440000000,0.9040000000,2.6490000000,2.3850000000,1.9950000000,2.4620000000,2.2200000000,12.7820000000,2271.3320000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3931.9980000000,0.1100000000,0.1340000000,374.6830000000,329.0230000000,1263.0900000000,1257.6960000000,0.0010000000,2668.9070000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,1.0071918489,1.0071918489
3,lfw/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,lfw/Alan_Mulally/Alan_Mulally_0001.jpg,False,False,0.9235750836638966,0.9235750837,8.226088047027588,6.285400152206421,1.940687894821167,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.81,0.49,72%,0:05.91,0,0,0,0,297396,0,0,127067,89256,518,0,0,0,0,0,0,4096,0,not measured,not measured,99.2130000000,108.3750000000,74.9610000000,1.9260000000,1.6040000000,0.7850000000,1.6910000000,1.6000000000,0.6720000000,1.9310000000,1.5580000000,1.3560000000,1.9220000000,1.5830000000,8.9600000000,2274.1040000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3767.5010000000,0.0860000000,0.0850000000,359.1540000000,243.8680000000,1177.8090000000,1173.6060000000,0.0020000000,2589.6910000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.9235750837,0.9235750837
0,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,True,True,0.2804857953493839,0.2804857953,8.147192478179932,6.232773542404175,1.9144189357757568,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.92,0.52,75%,0:05.88,0,0,0,0,295656,0,0,126557,90815,54,0,0,0,0,0,0,4096,0,not measured,not measured,121.4140000000,131.6950000000,80.2280000000,2.6000000000,1.9660000000,1.0630000000,2.3190000000,2.0380000000,0.9630000000,2.4920000000,2.1740000000,1.8320000000,2.2670000000,2.1900000000,11.9900000000,2174.4620000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3730.4850000000,0.0800000000,0.0900000000,369.2330000000,247.4850000000,1180.4440000000,1176.2220000000,0.0020000000,2550.0390000000,98546478,98545454,49956,49956,96945321,96945321,96945321,96945321,0,0,1601157,1600133,0.2804857953,0.2804857953
1,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,True,True,0.17130015530360065,0.1713001553,8.415642499923706,6.488780975341797,1.9268615245819092,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",4.05,0.60,75%,0:06.12,0,0,0,0,295676,0,0,126558,92409,19,0,0,0,0,0,0,4096,0,not measured,not measured,136.3430000000,144.9990000000,99.2610000000,2.5880000000,2.0930000000,1.1360000000,2.3500000000,2.1330000000,0.9470000000,2.6840000000,2.1840000000,1.9390000000,2.2970000000,2.2260000000,12.2970000000,2314.9450000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3950.3460000000,0.0650000000,0.0680000000,397.9170000000,244.8250000000,1210.7960000000,1206.1510000000,0.0020000000,2739.5480000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.1713001553,0.1713001553
2,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Fiona_Milne/Fiona_Milne_0001.jpg,False,False,0.8098663400820934,0.8098663401,8.317744731903076,6.395201921463013,1.9225428104400635,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.76,0.56,71%,0:06.02,0,0,0,0,301752,0,0,128096,89551,49,0,0,0,0,0,0,4096,0,not measured,not measured,110.4650000000,116.9050000000,80.1390000000,1.9390000000,1.8080000000,0.8950000000,1.8730000000,1.5610000000,0.6840000000,2.0340000000,1.7160000000,1.8330000000,1.6860000000,1.7330000000,9.3260000000,2311.5370000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3859.0970000000,0.0750000000,0.0880000000,382.9380000000,243.6830000000,1205.2120000000,1197.2120000000,0.0020000000,2653.8840000000,98546478,98545454,49956,49956,96945321,96955410,96945321,96945321,0,0,1601157,1590044,0.8098663401,0.8098663401
3,lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,lfw/Christopher_Reeve/Christopher_Reeve_0002.jpg,False,False,1.1140973585129632,1.1140973585,8.26525616645813,6.334590911865234,1.9306652545928955,"""/home/kamil/pffrocd/ABY/build/bin/cos_dist_float_scen_simd_64 -r 0 -a 192.168.5.112 -f /home/kamil/pffrocd/ABY/build/bin/embeddings.txt -o /home/kamil/pffrocd -s 128 -x 0""",3.71,0.56,71%,0:05.98,0,0,0,0,309904,0,0,130145,89652,39,0,0,0,0,0,0,4096,0,not measured,not measured,113.1230000000,119.9020000000,82.0960000000,2.0250000000,1.8330000000,0.8450000000,2.0170000000,1.6540000000,0.7540000000,2.1600000000,1.7200000000,1.9590000000,1.9010000000,1.7770000000,9.7740000000,2253.5690000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,3781.6460000000,0.0590000000,0.0770000000,424.4190000000,241.7190000000,1176.4510000000,1172.2630000000,0.0010000000,2605.1950000000,98546478,98545454,49956,49956,96945321,96945321,96945312,96945321,0,0,1601157,1600133,1.1140973585,1.1140973585
